state,completeness,source_channel,days_in_pipeline,days_since_last_msg,sentiment,summary_length,message_length,org_industry,has_quotation,total_price_with_tax,is_enterprise_deal,quotation_revision_count,has_feedback,quotation_sent_via,followup_response_rate,has_urgency_keyword,has_price_mention,agent_response_ratio,attachment_shared,installation_charge,installation_is_free,capacity_value,capacity_unit,capacity_bin,product_type_attr,base_price,tax_rate,sale_closed
0.4,1.0,1.0,-1.9465026711476017,-0.03420781467079504,1.0,0.6614773013156853,-0.10954833287829346,7,0.0,-0.5343844161109226,0.0,-0.7068170393974897,0.0,0.5,-1.0412662967466542,0.0,1.0,-0.8357389434323882,1.0,0.8333333333333334,0.0,0.00022918576548045666,2,4,6,0.1388408453858948,0.0,0.2343
0.4,0.0,0.0,0.03482443082654041,-0.9576089468885779,0.85,-0.2891315068719028,-0.7922342461206706,8,1.0,0.32121435661050374,1.0,2.6105345222302785,0.0,1.0,-0.9699039071873562,0.0,1.0,-0.3789363407367878,1.0,1.0,0.0,0.0015834652887740644,2,8,0,1.1512026473204215,0.0,0.5401
1.0,0.0,0.0,0.7647870473433296,-0.03420781467079504,1.0,-1.641239687461702,-1.46457643340483,6,1.0,-0.7177270102655139,0.0,0.3989668144784329,0.0,0.5,-0.31744777407377545,0.0,0.0,0.015926926000087036,0.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.9019
1.0,1.0,0.0,0.8951375145784705,-1.3773367342602973,0.5,-0.8146233325159732,0.6558873880298263,5,1.0,1.133160130723694,1.0,0.3989668144784329,0.0,0.0,0.6544400075433291,0.0,1.0,0.015926926000087036,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.8884
0.2,0.0,0.0,-0.9036989332664742,1.8965400072391145,0.5,0.714616924133625,0.9144805369852722,6,1.0,1.421269921538052,1.0,0.3989668144784329,0.0,0.0,1.6229295801338006,0.0,1.0,1.2779408961591188,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.4807
1.0,1.0,0.0,1.0776281687076679,-0.03420781467079504,0.85,0.0415150351063887,1.235136041690025,2,1.0,-0.9831372418035891,0.0,1.5047506683543557,0.0,1.0,-1.160203612678817,0.0,0.0,1.4869861550198167,1.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.852
1.0,1.0,0.0,0.9472777014725269,-0.7057722744655462,0.1,1.5471376816146802,-1.6921384044856222,8,1.0,1.133160130723694,1.0,-0.7068170393974897,0.0,0.0,0.9161021025940883,0.0,0.0,0.18626009988658224,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.7183
0.2,1.0,1.0,-0.9558391201605306,-0.7897178319398901,0.5,-0.6906308792741139,-0.5543285490816604,9,0.0,-0.8574166058118693,0.0,-0.7068170393974897,0.0,0.5,-1.0888412231195193,0.0,1.0,-0.11569416291220472,1.0,0.6666666666666667,0.0,0.0,2,5,6,-0.6528860004747018,0.0,0.4479
1.0,1.0,0.0,1.0776281687076679,0.13368330027789274,1.0,0.4489188100439264,0.8731056331524009,2,1.0,-0.8338439865634218,0.0,2.6105345222302785,1.0,1.0,0.2772388055870403,0.0,0.0,1.4637589040352945,1.0,0.0,1.0,0.003458621551795983,1,3,2,-1.2789248910164441,0.0,0.9075
1.0,1.0,0.0,1.103698262154696,-0.45393560204251454,0.5,-0.44264597279039525,-0.5646722750398782,5,1.0,-0.6452630325758422,0.0,-0.7068170393974897,0.0,0.0,0.09033730912221251,0.0,1.0,-1.5712685579422534,0.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.8482
1.0,1.0,0.0,0.816927234237386,-0.28604448709382674,1.0,-0.6256824513855209,-0.20264186650225396,8,1.0,1.133160130723694,1.0,-0.7068170393974897,0.0,0.0,-0.2596782206210104,0.0,0.0,0.9295321313912878,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.915
1.0,1.0,0.0,0.816927234237386,-0.11815337214513894,0.65,1.7183653551391527,-1.4749201593630477,0,1.0,2.014950702610062,1.0,-0.7068170393974897,0.0,0.0,0.14470865354834428,1.0,0.0,0.2869115208195112,1.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.8248
0.35,1.0,0.0,0.5040861128730477,-0.7897178319398901,0.1,-0.7673881122333601,-1.08185857295077,10,0.0,-0.9010696044201053,0.0,-0.7068170393974897,0.0,0.5,0.23646029726744164,0.0,0.0,-0.572496765607805,1.0,0.6666666666666667,0.0,4.1670139178264846e-05,2,5,6,-0.5276491252900967,0.0,0.218
0.35,1.0,0.0,0.7908571407903577,1.560757777341739,0.4,-0.41312396011376207,0.5938250322805193,9,0.0,-1.0014715012190483,0.0,-0.7068170393974897,0.0,0.5,-1.2859373466642467,1.0,0.0,0.6353202855873414,1.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.4083
0.4,1.0,0.0,0.5040861128730477,1.7286488922904268,0.65,-0.2891315068719028,-0.4405475635412642,6,1.0,-1.0433783798829548,0.0,2.6105345222302785,1.0,0.0,-1.1364161494923846,0.0,0.0,-1.5170716389783685,0.0,0.0,1.0,0.0009584132011000917,1,6,4,-1.6232570455764104,0.0,0.5427
1.0,1.0,1.0,1.0776281687076679,-1.3773367342602973,0.5,0.06513264524769524,1.2661672195646785,8,1.0,2.3292522925893615,1.0,1.5047506683543557,0.0,0.5,0.545697318691066,0.0,1.0,1.5256982399940202,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.8134
1.0,1.0,0.0,0.8951375145784705,-0.03420781467079504,0.65,-0.0647642105294907,0.9765428927345792,9,1.0,-0.8048583954875531,0.0,-0.7068170393974897,0.0,0.5,-1.2145749571049487,1.0,0.0,-1.5712685579422534,1.0,0.0,1.0,0.002625218768230686,1,3,2,-1.4422058500768595,0.0,0.6916
0.1,0.0,0.0,-1.2165400546308125,0.3855199727009244,0.5,0.7500433393455848,-1.3507954478644337,1,0.0,-0.9857564217200832,0.0,-0.7068170393974897,0.0,0.5,-0.749020320456196,0.0,1.0,-1.253829461153785,0.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.2014
0.4,0.0,0.0,-0.6429979987961923,-0.8736633894142339,0.85,-0.12971263841808367,-0.5543285490816604,8,0.0,0.3910591543836814,1.0,-0.7068170393974897,0.0,0.5,-1.0956376411727857,1.0,0.0,0.9372745483861284,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.4199
0.1,0.0,0.67,-1.451170895654066,0.21762885775223664,0.65,1.7892181855630722,0.9765428927345792,1,0.0,2.3292522925893615,1.0,-0.7068170393974897,0.0,0.5,1.3884531572961076,0.0,0.0,1.045668386313898,1.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.5245
0.2,1.0,1.0,-1.1122596808426997,1.476812219867395,0.2,-1.9364598142280336,-1.6197323227780973,3,0.0,0.6180547471465088,1.0,-0.7068170393974897,0.0,0.5,-0.6572686767370987,0.0,1.0,0.5578961156389346,0.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.336
1.0,1.0,0.67,0.7908571407903577,-0.7057722744655462,0.2,-1.771136543238888,-1.764544486193147,9,1.0,-1.0599665193540844,0.0,-0.7068170393974897,0.0,0.5,1.9253701835041581,0.0,0.0,-0.673148186540734,0.0,0.0,1.0,0.0009584132011000917,1,6,4,-1.6232570455764104,0.0,0.9237
0.1,1.0,0.0,-1.451170895654066,-0.28604448709382674,0.85,-0.962233395899139,-0.6577658086638387,3,0.0,0.32121435661050374,1.0,-0.7068170393974897,0.0,0.5,-0.8237809190421271,1.0,0.0,-0.7660571904788219,1.0,1.0,0.0,0.0015834652887740644,2,8,0,1.1512026473204215,0.0,0.5838
0.35,1.0,0.0,0.24338517840276588,2.23232223713649,0.5,1.1928735294950823,0.3559193352415091,9,0.0,-0.9324997634180352,0.0,-0.7068170393974897,0.0,0.5,-1.2859373466642467,0.0,1.0,-0.2937697537935402,0.0,0.0,1.0,0.0061671805983831976,1,1,3,-1.0717081118759413,0.0,0.2624
1.0,1.0,0.0,0.8951375145784705,-0.36999004456817064,1.0,-0.6611088665974807,0.0869824603278454,1,1.0,0.7053607443629809,1.0,1.5047506683543557,1.0,0.0,1.7282740599594308,0.0,0.0,0.05463901097429049,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.8187
1.0,1.0,0.0,0.7647870473433296,-1.0415545043629217,0.65,-0.13561704095341032,1.4523542868125996,3,1.0,2.2070238964863007,1.0,1.5047506683543557,1.0,1.0,0.1277176084151781,0.0,0.0,1.5256982399940202,1.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.8896
1.0,0.0,0.0,0.7647870473433296,-0.36999004456817064,1.0,1.1574471142831224,1.4109793829797284,3,1.0,-1.0564742794654256,0.0,-0.7068170393974897,0.0,0.5,-1.1805928668386165,0.0,0.0,-0.3324818387677436,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.8721
0.4,0.0,0.0,-1.425100802207038,-0.6218267169912023,0.85,-0.42493276518441536,0.7282934697373512,5,0.0,2.014950702610062,1.0,-0.7068170393974897,0.0,0.5,-1.2043803300250493,0.0,0.0,0.4649871117008463,0.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.1748
1.0,1.0,0.0,0.7908571407903577,-0.7897178319398901,1.0,1.0216458559706099,1.4006356570215104,7,1.0,0.3910591543836814,1.0,-0.7068170393974897,0.0,0.5,-0.07277672415618262,0.0,0.0,0.8133958764686774,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.7766
1.0,1.0,1.0,1.0515580752606397,-0.36999004456817064,1.0,0.5906244708917656,-1.7955756640678004,7,1.0,0.7926667415794529,1.0,0.3989668144784329,1.0,0.5,1.1437821073785146,0.0,0.0,-0.2240880008399744,0.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.7039
1.0,1.0,0.0,0.7387169538963014,-1.2094456193116097,0.85,-0.13561704095341032,-0.7405156163295814,3,1.0,-0.25500522501821193,1.0,1.5047506683543557,1.0,0.5,-1.0174788335602214,0.0,0.0,-0.8279965264375474,1.0,0.8333333333333334,0.0,0.00022918576548045666,2,4,6,0.1388408453858948,0.0,0.9126
0.2,1.0,1.0,-1.0340494005016152,-0.5378811595168584,0.2,-0.9327113832225059,0.39729423907438044,0,0.0,0.0069127666312042745,1.0,-0.7068170393974897,0.0,0.5,-1.085443014092886,0.0,0.0,1.5256982399940202,1.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.181
0.4,0.0,0.0,-0.30408678398482597,2.0644311221878024,0.85,-0.655204464062154,0.49038777269834094,2,0.0,0.4609039521568591,1.0,-0.7068170393974897,0.0,0.5,-0.6640650947903651,0.0,0.0,-0.35570908975226573,1.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.3012
1.0,1.0,0.0,1.0515580752606397,-0.8736633894142339,1.0,-0.5253076082849681,1.235136041690025,10,1.0,1.1069683315587524,1.0,-0.7068170393974897,1.0,0.0,1.7180794328795312,0.0,0.0,1.0921228882829424,0.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.8929
1.0,0.0,0.0,0.973347794919555,-1.2094456193116097,0.1,-1.2043138998475311,-1.6300760487363153,8,1.0,2.3292522925893615,1.0,0.3989668144784329,0.0,0.5,0.4981223923182006,0.0,0.0,1.5256982399940202,0.0,1.0,0.0,0.0020001666805567133,2,8,0,1.2701261170487823,0.0,0.9075
0.4,0.0,0.67,-1.868292390806517,-0.7057722744655462,0.1,-0.2950359094072294,-1.4749201593630477,7,0.0,0.3910591543836814,1.0,-0.7068170393974897,0.0,0.5,-1.1941857029451495,0.0,0.0,1.1850318922210306,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.2115
0.4,1.0,0.67,-0.6169279053491642,-0.8736633894142339,0.2,0.1773162934189013,-1.6507635006527508,3,1.0,0.7053607443629809,1.0,-0.7068170393974897,0.0,0.5,-0.7830024107225283,0.0,0.0,0.5036991966750497,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.5289
0.4,0.0,0.67,-0.19980641019671325,0.9731388750213317,0.1,-0.09428622320612387,-1.8472942938588897,5,0.0,0.3910591543836814,1.0,-0.7068170393974897,0.0,0.5,-1.170398239758717,0.0,0.0,0.6198354515976601,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.4019
0.35,0.0,0.0,0.5822963932141323,1.8125944497647706,0.5,-1.027181823787732,-0.39917265970839283,0,0.0,0.7053607443629809,1.0,-0.7068170393974897,0.0,0.5,1.6331242072137002,0.0,1.0,0.16303284890206016,1.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.345
0.4,1.0,1.0,-0.19980641019671325,-0.5378811595168584,0.2,-0.6197780488501943,-1.5266387891541369,3,1.0,-0.342311222234684,0.0,0.3989668144784329,0.0,1.0,-1.2519552563979144,0.0,0.0,-1.4628747200144836,1.0,0.8333333333333334,0.0,0.0003333611134261188,2,4,5,0.3232646966390084,0.0,0.6267
0.4,1.0,0.0,0.06089452427356859,0.6373566451239561,0.65,0.13598547567161484,-0.9577338614521559,0,1.0,0.164063561620854,1.0,1.5047506683543557,0.0,1.0,0.3553976131996047,0.0,1.0,-0.5647543486129644,0.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.4715
1.0,1.0,0.0,0.9472777014725269,-0.9576089468885779,0.2,-0.31274911701320934,-1.5887011449034438,3,1.0,0.164063561620854,1.0,0.3989668144784329,1.0,0.5,0.2772388055870403,0.0,0.0,-1.5712685579422534,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.7506
0.4,1.0,0.0,0.47801601942601957,-0.11815337214513894,0.5,0.5256760430031726,-1.2783893661569088,9,0.0,0.58313234825992,1.0,-0.7068170393974897,0.0,0.5,-1.2519552563979144,0.0,1.0,1.3863347340868886,0.0,0.8333333333333334,0.0,0.00022918576548045666,2,4,6,0.1388408453858948,0.0,0.5605
1.0,1.0,0.0,1.0776281687076679,-1.3773367342602973,0.5,0.6555728987803586,0.19041971991002374,7,1.0,0.164063561620854,1.0,0.3989668144784329,1.0,0.5,-1.1670000307320836,0.0,1.0,-0.2860273367986995,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.8135
0.1,0.0,0.67,-1.581521362889207,-0.11815337214513894,1.0,1.4585716435847809,1.1627299599825003,9,0.0,-0.7945562878160094,0.0,-0.7068170393974897,0.0,0.5,0.2432567153207081,0.0,0.0,-1.5712685579422534,0.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.4943
0.35,1.0,0.0,0.7647870473433296,0.6373566451239561,0.65,-0.20056546884200327,1.245479767648243,8,0.0,-0.7089964105438668,0.0,-0.7068170393974897,0.0,0.5,-0.27327105672754337,0.0,0.0,1.2701984791642782,1.0,0.6666666666666667,0.0,4.1670139178264846e-05,2,5,6,-0.5276491252900967,0.0,0.5874
0.35,0.0,0.0,0.6344365801081887,2.23232223713649,0.1,-0.8854761629398928,-1.774888212151365,8,1.0,2.014950702610062,1.0,0.3989668144784329,0.0,0.5,-0.7558167385094624,0.0,1.0,0.8056534594738367,1.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.3668
1.0,1.0,1.0,0.7126468604492732,-0.03420781467079504,0.2,-1.8833201914100939,-1.6093885968198796,7,0.0,-1.030282480300484,0.0,-0.7068170393974897,0.0,0.5,0.8617307581679565,0.0,0.0,0.697259621546067,0.0,0.0,1.0,0.004083673639469956,1,3,2,-1.2246424044768818,0.0,0.7965
1.0,1.0,1.0,0.816927234237386,-0.28604448709382674,0.5,-0.0057201851762243685,1.3489170272304212,8,1.0,0.7053607443629809,1.0,-0.7068170393974897,0.0,0.0,1.4122406204825404,0.0,1.0,1.5256982399940202,0.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.7881
1.0,1.0,0.67,0.9994178883665832,-0.7897178319398901,0.85,-0.4898811930730083,1.2041048638153715,9,0.0,-1.0433783798829548,0.0,-0.7068170393974897,0.0,0.5,-1.262149883477814,0.0,1.0,1.246971228179756,0.0,0.0,1.0,0.0009584132011000917,1,6,4,-1.6232570455764104,0.0,0.8327
1.0,1.0,1.0,0.816927234237386,-0.36999004456817064,0.85,-0.24189628658928972,0.676574839946262,1,1.0,0.3910591543836814,1.0,0.3989668144784329,0.0,1.0,0.8141558317950912,0.0,0.0,-0.4641029276800354,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.9774
0.4,0.0,0.67,-0.48657743811402326,0.21762885775223664,0.5,-0.03524219785285754,1.5247603685201245,2,1.0,0.164063561620854,1.0,-0.7068170393974897,1.0,0.5,0.18888537089457635,1.0,1.0,0.5656385326337753,0.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.5217
1.0,1.0,0.67,0.9994178883665832,-1.0415545043629217,0.65,0.23636031877216762,0.14904481607715242,4,1.0,-0.8940851246427876,0.0,0.3989668144784329,0.0,0.5,0.5117152284247336,0.0,0.0,1.4095619850714105,1.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.8977
0.35,0.0,0.67,0.26945527184979406,0.3855199727009244,0.5,-0.9327113832225059,1.1006676042331933,7,1.0,-0.1938910269666815,1.0,1.5047506683543557,1.0,0.5,0.5728829909041319,0.0,1.0,0.7901686254841553,0.0,1.0,0.0,0.0009584132011000917,2,2,5,0.8685194938081051,0.0,0.535
0.2,0.0,1.0,-0.7994185594783615,-0.03420781467079504,0.4,0.6614773013156853,-1.2370144623240376,4,1.0,-0.5169232166676282,0.0,-0.7068170393974897,1.0,0.0,0.07334626398904633,1.0,0.0,-0.727345105504619,1.0,0.6666666666666667,0.0,4.1670139178264846e-05,2,5,6,-0.5276491252900967,0.0,0.4702
0.4,1.0,0.67,-0.19980641019671325,-0.8736633894142339,0.85,1.5235200714733739,0.5007314986565587,9,1.0,1.421269921538052,1.0,-0.7068170393974897,1.0,0.5,1.6637080884533995,0.0,0.0,1.5256982399940202,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.5438
0.1,0.0,0.0,-1.320820428418925,0.5534110876496122,0.5,0.10055906045965504,0.9248242629434901,5,0.0,0.0069127666312042745,1.0,-0.7068170393974897,0.0,0.5,-1.3199194369305791,0.0,1.0,0.16303284890206016,0.0,1.0,0.0,0.0011667638969914157,2,2,0,0.9943300712151013,0.0,0.3349
0.4,1.0,0.0,-1.7640120170184044,-0.20209892961948284,1.0,-0.8264321375866265,-1.3714828997808692,1,0.0,-0.6216904133273946,0.0,-0.7068170393974897,0.0,0.5,1.3272853948167094,0.0,0.0,-0.1389214138967268,0.0,0.0,1.0,0.004083673639469956,1,3,2,-1.2246424044768818,0.0,0.2262
0.1,1.0,0.0,-1.6075914563362352,-0.6218267169912023,0.2,-1.157078679564918,-0.4405475635412642,7,0.0,0.3910591543836814,1.0,-0.7068170393974897,0.0,0.5,-1.1975839119717828,0.0,0.0,0.17851768289174155,1.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.2152
0.1,0.0,0.67,-1.2686802415248688,0.8891933175469878,0.2,-1.4109679885839632,-1.3611391738226515,9,0.0,-1.0748085388808848,0.0,-0.7068170393974897,0.0,0.5,-0.7082418121365972,0.0,1.0,0.4030477757421216,1.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.4423
0.1,1.0,1.0,-1.4772409891010942,-0.7057722744655462,1.0,-0.17104345616537012,0.5421064024894301,4,0.0,1.7355715115173513,1.0,-0.7068170393974897,0.0,0.5,-0.9223289808144909,0.0,0.0,-0.6576633525510527,0.0,1.0,0.0,0.0015834652887740644,2,8,0,1.1512026473204215,0.0,0.7138
0.35,0.0,0.67,0.5040861128730477,-0.36999004456817064,0.5,-0.5843516336382345,0.5627938544058658,4,1.0,-1.0564742794654256,0.0,-0.7068170393974897,1.0,1.0,1.364665694109675,0.0,1.0,0.6508051195770228,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.5963
0.4,1.0,0.0,-0.4605073446669951,0.049737742803548854,0.65,1.0570722711825697,0.15938854203537026,6,1.0,-0.7089964105438668,0.0,0.3989668144784329,1.0,1.0,-0.8509665912551929,0.0,0.0,-1.0138145343137241,0.0,0.6666666666666667,0.0,4.1670139178264846e-05,2,5,6,-0.5276491252900967,0.0,0.5896
0.4,0.0,0.0,0.008754337379512223,0.5534110876496122,0.85,-0.7732925147686868,-1.764544486193147,2,0.0,-0.7945562878160094,0.0,-0.7068170393974897,0.0,0.5,-1.1058322682526853,0.0,1.0,-0.5260422636387609,0.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.3414
0.2,0.0,0.67,-1.2165400546308125,-0.6218267169912023,1.0,0.006088619894428899,-1.6197323227780973,0,0.0,1.421269921538052,1.0,-0.7068170393974897,0.0,0.5,-1.1907874939185163,0.0,0.0,0.7901686254841553,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.6162
0.4,1.0,1.0,0.008754337379512223,1.476812219867395,0.5,1.7006521475331728,0.20076344586824157,9,1.0,-1.048791351710376,0.0,0.3989668144784329,1.0,0.5,1.571956444734302,0.0,1.0,-0.3324818387677436,0.0,0.0,1.0,0.002625218768230686,1,3,2,-1.4422058500768595,0.0,0.6266
1.0,1.0,0.67,1.1558384490487523,-0.5378811595168584,0.85,-0.8087189299806465,-0.2543604962933432,5,1.0,1.421269921538052,1.0,0.3989668144784329,1.0,0.0,0.8243504588749909,0.0,0.0,-0.5415270976284423,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.7856
0.4,1.0,0.67,0.5040861128730477,-0.7057722744655462,1.0,0.5197716404678461,1.2247923157318072,5,1.0,-1.0529820395767666,0.0,1.5047506683543557,0.0,1.0,1.160773152511681,0.0,0.0,0.20174493387626363,0.0,0.0,1.0,0.0017918159846653885,1,6,4,-1.5041112523236544,0.0,0.5215
1.0,1.0,0.0,0.9212076080254987,-0.11815337214513894,0.85,-0.05885980799416407,0.552450128447648,9,1.0,-0.9438495430561766,0.0,0.3989668144784329,1.0,0.0,0.9093056845408218,0.0,0.0,-0.8357389434323882,0.0,0.0,1.0,0.010334194516209682,1,7,3,-0.9379221462163918,0.0,0.8075
1.0,0.0,0.0,1.1297683556017242,-0.20209892961948284,1.0,-0.45445477786104854,-0.7818905201624528,0,1.0,1.421269921538052,1.0,0.3989668144784329,0.0,0.5,-0.4465797170858382,0.0,0.0,-1.5325564729680499,0.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.908
1.0,0.0,1.0,0.8429973276844142,-1.3773367342602973,0.2,1.5176156689380471,-1.5887011449034438,3,1.0,0.32121435661050374,1.0,0.3989668144784329,1.0,1.0,1.786043613412196,0.0,1.0,-0.7196026885097782,0.0,1.0,0.0,0.0015834652887740644,2,8,0,1.1512026473204215,0.0,0.8759
0.2,1.0,1.0,-0.8254886529253896,0.8052477600726439,0.1,-2.154922708035119,-1.5473262410705726,0,1.0,-0.7002658108222195,0.0,0.3989668144784329,0.0,1.0,-0.7252328572697634,0.0,1.0,-1.0834962872672902,0.0,0.6666666666666667,0.0,0.0,2,5,6,-0.6528860004747018,0.0,0.4337
0.2,0.0,0.67,-1.3729606153129816,0.4694655301752683,0.5,-0.18285226123602338,-0.09920460692007563,5,0.0,-0.7351882097088084,0.0,-0.7068170393974897,0.0,0.5,-0.806789873908961,0.0,1.0,1.5256982399940202,1.0,0.0,1.0,0.005125427118926576,1,1,3,-1.143503279605901,0.0,0.3108
0.35,1.0,1.0,0.2173150849557377,1.3928666623930512,0.4,-0.45445477786104854,-1.1542646546582949,9,0.0,1.421269921538052,1.0,-0.7068170393974897,0.0,0.5,1.2321355420709788,1.0,1.0,-0.913163113380795,1.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.4014
1.0,1.0,1.0,0.9212076080254987,-0.03420781467079504,0.5,-0.017528990246877638,-0.20264186650225396,9,1.0,-1.0730624189365552,0.0,0.3989668144784329,0.0,0.0,0.6714310526764953,1.0,1.0,-0.812511692447866,0.0,0.0,1.0,0.0017918159846653885,1,6,4,-1.5041112523236544,0.0,0.6419
0.2,0.0,0.0,-0.7733484660313333,-0.7897178319398901,0.2,-1.0330862263230587,-0.14057951075294697,9,1.0,-1.064331819214908,0.0,0.3989668144784329,1.0,0.0,-0.7864006197491615,0.0,0.0,1.3398802321178445,0.0,0.0,1.0,0.003458621551795983,1,3,2,-1.2789248910164441,0.0,0.5312
0.1,0.0,1.0,-1.581521362889207,0.9731388750213317,0.1,-0.8146233325159732,-0.9473901354939381,7,0.0,-0.8137636072036333,0.0,-0.7068170393974897,0.0,0.5,1.2185427059644458,0.0,0.0,-1.5712685579422534,1.0,0.8333333333333334,0.0,0.00022918576548045666,2,4,6,0.1388408453858948,0.0,0.231
0.4,0.0,0.67,-0.8776288398194461,2.23232223713649,1.0,0.23045591623684097,-0.4095163856666107,7,1.0,2.014950702610062,1.0,-0.7068170393974897,1.0,0.5,-0.8713558454149923,0.0,1.0,0.8133958764686774,1.0,1.0,0.0,0.0017918159846653885,2,8,0,1.2099952302166228,0.0,0.8283
1.0,1.0,0.67,0.7647870473433296,-0.36999004456817064,0.5,0.17141189088357464,0.48004404674012313,3,1.0,0.164063561620854,1.0,0.3989668144784329,0.0,0.0,0.4981223923182006,0.0,1.0,-0.1234365799070454,0.0,1.0,0.0,0.00137511459288274,2,8,0,1.0776814189625505,0.0,0.8969
1.0,1.0,0.0,0.7387169538963014,-0.8736633894142339,0.85,-0.6847264767387873,0.49038777269834094,10,1.0,-1.0748085388808848,0.0,0.3989668144784329,1.0,0.0,-0.8713558454149923,0.0,0.0,-0.2860273367986995,0.0,0.0,1.0,0.00137511459288274,1,6,4,-1.56084574911661,0.0,0.764
1.0,0.0,0.67,0.6344365801081887,-1.2094456193116097,0.85,1.1043074914651827,0.38695051311616263,8,1.0,0.3910591543836814,1.0,0.3989668144784329,0.0,1.0,-0.04219284291648351,0.0,1.0,0.9372745483861284,0.0,1.0,0.0,0.0007500625052087674,2,2,5,0.7486238448923133,0.0,0.9447
0.4,1.0,0.67,-0.1215961298556287,1.476812219867395,1.0,-0.914998175616526,-1.330107995947998,3,0.0,-0.46453961833774493,0.0,-0.7068170393974897,0.0,0.5,-1.1500089855989175,0.0,0.0,-0.14666383089156748,1.0,1.0,0.0,0.0005417118093174431,2,4,5,0.6450157261326742,0.0,0.5544
0.4,0.0,1.0,0.19124499150870952,1.476812219867395,1.0,0.584720068356439,1.3489170272304212,9,1.0,-0.6513744523809951,0.0,2.6105345222302785,1.0,0.0,0.19907999797447606,1.0,1.0,0.7359717065202704,0.0,0.0,1.0,0.0061671805983831976,1,1,3,-1.0717081118759413,0.0,0.4507
0.1,0.0,1.0,-1.555451269442179,0.8052477600726439,0.65,-0.7555793071627068,-1.257701914240473,1,0.0,-1.032901660216978,0.0,-0.7068170393974897,0.0,0.5,0.38598149443930385,0.0,0.0,1.1385773902519865,0.0,0.0,1.0,0.0017918159846653885,1,6,4,-1.5041112523236544,0.0,0.3341
