primary_sentiment,sentiment_score,sentiment_combo_score,intent,message_quality,summary_length,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,historical_avg_sentiment,industry_close_rate,lead_completeness,lead_source,agent_response_ratio,attachment_shared,sale_closed
1.0,0.7755102040816326,0.25,0.6,0.25,0.8040057224606582,1.0,0.0,0.0,0.0,0.4444444444444445,0.9843749999999998,1.0,0.6,0.0,1.0,0.7694
0.5,0.08163265306122458,0.5,1.0,0.5,0.2718168812589413,1.0,0.4135135135135134,0.0,0.0,0.7555555555555555,0.42500000000000004,1.0,0.8,0.0,0.0,0.8216
1.0,0.8979591836734693,0.5,0.6,0.5,0.3147353361945637,1.0,0.11081081081081076,0.0,0.0,0.35555555555555557,0.8656250000000003,1.0,0.8,0.0,1.0,0.515
0.4,0.0,0.25,0.95,0.5,0.9141630901287554,1.0,0.0513513513513513,0.0,0.0,0.24444444444444446,0.078125,1.0,0.6,0.5025,1.0,0.8087
0.85,0.7142857142857142,0.0,0.3,1.0,0.38197424892703863,1.0,0.1729729729729729,0.0,0.0,0.4333333333333334,0.8437500000000002,0.0,0.5,0.26,1.0,0.417
0.4,0.0,0.0,0.2,1.0,0.6394849785407726,1.0,0.20270270270270266,0.0,0.0,0.7111111111111111,0.5125,0.0,0.6,0.24250000000000005,0.0,0.7876
0.65,0.30612244897959195,0.0,0.5,0.75,0.9971387696709586,1.0,0.33513513513513504,0.75,1.0,0.41111111111111115,0.4437500000000001,1.0,0.5,0.8700000000000001,0.0,0.8441
0.65,0.24489795918367352,0.25,0.95,1.0,0.7052932761087268,1.0,0.0,0.875,1.0,0.5777777777777777,0.671875,1.0,0.6,0.48249999999999993,0.0,0.8198
1.0,0.9387755102040816,0.0,0.8,0.25,0.21030042918454933,1.0,0.14324324324324325,0.0,0.0,0.5111111111111112,0.8343750000000003,0.0,0.5,0.44499999999999984,0.0,0.6321
0.4,0.0,0.0,0.3,0.5,0.15879828326180256,1.0,0.7675675675675674,0.0,0.0,0.33333333333333337,0.9437499999999999,0.0,0.8,0.050000000000000044,0.0,0.2935
0.5,0.061224489795918435,0.0,0.1,0.5,0.9170243204577969,1.0,0.28648648648648645,0.0,0.0,0.6222222222222222,0.721875,0.0,0.5,0.81,0.0,0.3872
0.4,0.0,0.0,0.3,0.5,0.7453505007153076,1.0,0.29999999999999993,0.0,0.0,0.6888888888888889,0.48750000000000027,0.0,0.6,0.1725,1.0,0.2289
0.85,0.3877551020408163,0.25,1.0,1.0,0.8969957081545065,1.0,0.0,0.0,0.0,0.4777777777777778,0.6031249999999999,1.0,0.5,0.5249999999999999,1.0,0.8316
0.4,0.0,0.25,0.4,0.75,0.9585121602288985,1.0,0.5270270270270269,0.0,0.0,0.23333333333333334,0.5312499999999998,1.0,0.5,0.22250000000000003,0.0,0.3713
0.2,0.0,0.0,0.95,0.25,0.017167381974248927,1.0,0.0,0.0,0.0,0.5444444444444444,1.0000000000000002,0.0,0.6,0.7124999999999999,0.0,0.78
0.5,0.0,0.25,0.7,1.0,0.7567954220314735,1.0,0.0,0.625,1.0,0.5777777777777777,0.27187499999999987,1.0,0.6,0.42000000000000015,0.0,0.802
1.0,1.0000000000000002,0.25,0.1,0.5,0.5937052932761088,1.0,0.11621621621621617,0.0,0.0,0.8222222222222222,0.596875,0.0,0.8,0.46499999999999986,0.0,0.3236
0.4,0.0,0.0,0.1,0.75,0.5121602288984264,0.0,0.09189189189189181,0.0,0.0,0.488888888888889,0.4593750000000001,1.0,0.6,0.7324999999999999,1.0,0.2838
0.65,0.26530612244897966,0.0,0.95,0.5,0.012875536480686695,1.0,0.40540540540540526,0.0,0.0,0.3888888888888889,0.6937500000000001,1.0,0.6,0.0,1.0,0.8539
0.1,0.0,0.0,0.3,0.5,0.43204577968526464,1.0,0.0,0.0,0.0,0.2777777777777778,0.5062500000000001,1.0,0.6,0.20750000000000002,0.0,0.1428
0.1,0.0,0.0,0.2,0.5,0.06008583690987125,1.0,0.10270270270270268,0.125,1.0,0.0,0.009375000000000133,1.0,0.8,0.25,0.0,0.6326
0.4,0.0,0.25,0.95,0.75,0.5708154506437768,1.0,0.10540540540540536,0.0,0.0,0.5888888888888889,0.7093750000000001,0.0,0.6,0.7625,1.0,0.8538
1.0,1.0000000000000002,0.0,0.4,0.75,0.4434907010014306,1.0,0.4891891891891891,0.0,0.0,0.24444444444444446,0.11562499999999987,0.0,0.6,0.6875,0.0,0.5141
0.5,0.061224489795918435,0.25,0.4,0.25,0.8397711015736767,1.0,0.0,0.75,1.0,0.5444444444444444,0.98125,0.0,0.6,0.865,0.0,0.9072
0.2,0.0,0.0,0.3,0.25,0.6781115879828327,1.0,0.010810810810810784,0.0,0.0,0.6555555555555554,0.8406250000000004,0.0,0.6,0.3074999999999999,1.0,0.1941
0.5,0.0,0.25,0.95,0.25,0.5493562231759657,1.0,0.09189189189189181,0.0,0.0,0.6777777777777777,1.0000000000000002,1.0,0.6,1.0,0.0,0.83
0.65,0.3265306122448981,0.0,0.7,0.25,0.5679542203147354,1.0,0.516216216216216,0.0,0.0,0.35555555555555557,1.0000000000000002,0.0,0.8,0.1499999999999999,0.0,0.3506
1.0,1.0000000000000002,0.5,0.95,1.0,0.882689556509299,1.0,0.08648648648648646,0.875,1.0,0.788888888888889,0.5156249999999998,0.0,0.5,0.7149999999999999,1.0,0.8148
0.2,0.0,0.0,0.8,0.5,0.7668097281831188,1.0,0.0,0.0,0.0,0.24444444444444446,0.30937499999999996,1.0,0.8,0.0,0.0,0.759
0.1,0.0,0.0,0.6,0.5,0.2918454935622318,0.0,0.9999999999999998,0.0,0.0,0.7999999999999999,0.26875000000000004,1.0,0.6,1.0,1.0,0.5057
0.65,0.20408163265306123,0.75,1.0,1.0,0.8140200286123034,1.0,0.32432432432432423,0.0,0.0,0.5555555555555555,0.6499999999999999,1.0,0.8,1.0,0.0,0.7764
0.65,0.18367346938775508,0.25,0.5,0.75,0.7939914163090129,1.0,0.0,0.0,0.0,0.6333333333333334,0.9687499999999998,1.0,0.6,0.0,0.0,0.4515
0.85,0.7959183673469388,0.0,0.1,1.0,0.5021459227467812,1.0,0.6135135135135134,0.0,0.0,0.32222222222222224,0.671875,0.0,0.6,0.02749999999999997,1.0,0.461
1.0,0.9387755102040816,0.75,0.6,1.0,0.7424892703862661,1.0,0.062162162162162166,0.125,1.0,0.8555555555555555,0.41562500000000013,1.0,0.6,0.54,1.0,0.8119
1.0,1.0000000000000002,0.25,0.1,0.75,0.7811158798283262,1.0,0.0,0.0,0.0,0.5333333333333332,0.30000000000000004,1.0,0.8,0.28,1.0,0.2586
1.0,0.9183673469387754,0.0,0.2,1.0,0.4034334763948498,1.0,0.0,0.5,1.0,0.7333333333333333,0.9781250000000001,0.0,0.6,0.73,0.0,0.7127
0.5,0.10204081632653073,0.5,0.5,1.0,0.9170243204577969,1.0,0.31891891891891877,0.0,0.0,0.6111111111111112,0.17500000000000004,1.0,0.5,0.4375,1.0,0.4607
0.85,0.7959183673469388,0.0,0.3,1.0,0.4864091559370529,1.0,0.07027027027027025,0.0,0.0,0.3777777777777778,0.3656250000000001,0.0,0.8,0.0,0.0,0.3888
0.4,0.0,0.0,0.8,0.5,0.4220314735336194,1.0,0.3648648648648647,0.0,0.0,0.4000000000000001,0.5531249999999999,1.0,0.6,0.585,1.0,0.7729
0.4,0.0,0.0,0.8,1.0,0.7482117310443491,1.0,0.10810810810810809,0.0,0.0,0.2666666666666667,0.528125,0.0,0.6,0.1499999999999999,1.0,0.6524
0.65,0.40816326530612246,0.0,0.05,0.5,0.3676680972818312,1.0,0.09729729729729722,0.0,0.0,0.6555555555555554,0.015625,1.0,0.6,0.4849999999999999,0.0,0.379
0.85,0.7959183673469388,0.25,0.95,0.25,0.20028612303290413,1.0,0.2459459459459459,0.0,0.0,0.2888888888888889,0.046875,1.0,0.6,0.78,1.0,0.9074
0.65,0.34693877551020424,0.0,1.0,0.75,0.8297567954220315,1.0,0.4486486486486485,0.0,0.0,0.2666666666666667,0.778125,1.0,0.6,0.7949999999999999,0.0,0.8876
0.1,0.0,0.0,0.2,0.5,0.17739628040057223,1.0,0.32162162162162156,0.0,0.0,0.5888888888888889,0.9875,0.0,0.8,0.0,1.0,0.2971
0.2,0.0,0.0,0.5,0.5,0.8168812589413448,1.0,0.27297297297297296,0.0,0.0,0.35555555555555557,0.2749999999999999,1.0,0.5,1.0,0.0,0.4261
0.5,0.0,0.25,0.2,1.0,0.5622317596566524,1.0,0.0,0.0,0.0,0.7333333333333333,0.15937500000000004,1.0,0.8,0.2250000000000001,0.0,0.384
0.85,0.6734693877551019,0.25,1.0,0.5,0.36623748211731044,1.0,0.2459459459459459,0.0,0.0,0.32222222222222224,0.8968750000000003,0.0,0.8,0.6325000000000001,1.0,0.7123
0.65,0.08163265306122458,0.0,0.5,0.75,0.5193133047210301,1.0,0.0,0.125,1.0,0.5888888888888889,0.12812500000000004,0.0,0.6,0.7024999999999999,0.0,0.6376
0.65,0.4285714285714286,0.25,0.5,0.75,0.6437768240343348,0.0,0.0,0.0,0.0,0.5555555555555555,1.0000000000000002,1.0,0.8,0.4125000000000001,0.0,0.5091
0.65,0.10204081632653073,0.0,0.95,0.75,0.31187410586552217,1.0,0.08378378378378379,0.0,0.0,0.7,0.3031250000000001,0.0,0.8,0.050000000000000044,1.0,0.6594
0.5,0.0,0.5,1.0,1.0,0.8483547925608012,1.0,0.0,0.125,1.0,0.4444444444444445,0.359375,1.0,0.5,0.7124999999999999,0.0,0.8279
0.1,0.0,0.0,0.7,1.0,0.9527896995708155,1.0,0.0,0.0,0.0,0.5888888888888889,0.42500000000000004,1.0,0.6,0.5725,0.0,0.8285
0.5,0.08163265306122458,0.0,0.95,0.5,0.5836909871244635,1.0,0.4864864864864864,0.0,0.0,0.6444444444444445,0.009375000000000133,0.0,0.6,0.4075,1.0,0.4073
0.1,0.0,0.25,1.0,0.5,0.703862660944206,1.0,0.2216216216216216,0.0,0.0,0.8222222222222222,0.6875,1.0,0.5,0.39749999999999996,1.0,0.8179
1.0,0.9387755102040816,0.0,0.6,0.75,0.47782546494992845,1.0,0.1675675675675675,0.0,0.0,0.3777777777777778,0.9312500000000001,0.0,0.6,0.0,1.0,0.53
0.65,0.18367346938775508,0.0,0.6,0.25,0.5393419170243205,0.0,0.9918918918918915,0.0,0.0,0.46666666666666673,0.8406250000000004,1.0,0.6,0.6574999999999998,1.0,0.1381
0.5,0.0,0.25,0.3,0.5,0.5393419170243205,1.0,0.1243243243243243,0.0,0.0,0.23333333333333334,0.28437500000000004,1.0,0.6,0.04249999999999998,0.0,0.8618
0.5,0.020408163265306145,0.25,0.95,0.5,0.932761087267525,1.0,0.20270270270270266,0.25,1.0,0.4333333333333334,0.5000000000000002,1.0,0.5,0.6000000000000001,0.0,0.7838
1.0,1.0000000000000002,0.5,1.0,1.0,0.6351931330472104,1.0,0.14864864864864866,0.0,0.0,0.5444444444444444,0.5249999999999999,1.0,0.5,0.9450000000000001,1.0,0.9183
0.5,0.0,0.25,0.8,1.0,0.4835479256080114,1.0,0.25945945945945936,0.0,0.0,0.41111111111111115,0.125,1.0,0.6,0.9824999999999999,0.0,0.9369
0.4,0.0,0.0,0.2,0.5,0.753934191702432,1.0,0.34594594594594585,0.5,1.0,0.4222222222222222,0.9156250000000001,0.0,0.6,1.0,1.0,0.4798
0.5,0.020408163265306145,0.25,0.8,1.0,0.7224606580829758,1.0,0.40810810810810805,0.0,0.0,0.6111111111111112,0.03749999999999987,1.0,0.6,0.2925,1.0,0.9677
1.0,0.8163265306122449,0.5,0.2,0.25,0.42346208869814017,1.0,0.0,0.25,1.0,1.0,0.5187499999999998,1.0,0.6,0.9175,1.0,0.7905
0.5,0.0,0.0,0.3,1.0,0.9084406294706724,1.0,0.18648648648648644,0.0,0.0,0.7555555555555555,0.8875000000000004,0.0,0.6,1.0,1.0,0.4197
0.65,0.20408163265306123,0.25,0.95,0.25,0.8912732474964236,1.0,0.23513513513513504,0.5,1.0,0.811111111111111,1.0000000000000002,1.0,0.8,1.0,0.0,0.9532
0.5,0.0,0.5,0.7,0.75,0.9513590844062948,1.0,0.08918918918918914,0.875,1.0,0.32222222222222224,0.04062499999999991,1.0,0.6,0.0,0.0,0.649
1.0,1.0000000000000002,0.75,0.6,1.0,0.6952789699570816,1.0,0.0,0.0,0.0,0.4000000000000001,0.028124999999999956,1.0,0.5,0.375,0.0,0.8306
0.85,0.5918367346938775,0.0,0.6,1.0,0.5736766809728183,1.0,0.0,0.0,0.0,0.3666666666666667,0.625,0.0,0.8,0.39250000000000007,0.0,0.615
0.1,0.0,0.0,0.2,0.25,0.9899856938483549,1.0,0.059459459459459435,0.0,0.0,0.3666666666666667,0.0625,1.0,0.6,0.27,0.0,0.2663
0.65,0.5102040816326532,0.0,0.95,0.5,0.8984263233190273,0.0,0.9999999999999998,0.0,0.0,0.24444444444444446,0.4375000000000002,0.0,0.5,0.5825,1.0,0.2148
0.1,0.0,0.0,0.3,0.25,0.26609442060085836,1.0,0.17027027027027022,0.0,0.0,0.488888888888889,0.8500000000000003,1.0,0.5,0.69,1.0,0.2389
0.65,0.3877551020408163,0.25,0.2,0.25,0.1402002861230329,1.0,0.08378378378378379,0.0,0.0,0.4444444444444445,0.8593750000000002,1.0,0.8,0.7275,1.0,0.446
0.5,0.0,0.25,1.0,0.5,0.47067238912732473,1.0,0.30810810810810796,0.0,0.0,0.788888888888889,0.8062500000000001,1.0,0.6,0.31000000000000005,1.0,0.8651
1.0,0.8367346938775511,0.75,0.4,1.0,0.7353361945636624,1.0,0.0,0.0,0.0,0.32222222222222224,0.4218750000000002,1.0,0.8,0.6425000000000001,1.0,0.9026
0.85,0.693877551020408,0.5,0.3,1.0,0.41201716738197425,1.0,0.027027027027027,0.0,0.0,0.33333333333333337,0.6156249999999999,1.0,0.8,0.0,0.0,0.5536
0.85,0.8775510204081634,0.25,0.1,0.5,0.5035765379113019,1.0,0.0,0.0,0.0,0.811111111111111,0.390625,0.0,0.6,0.7249999999999999,0.0,0.8239
0.1,0.0,0.0,1.0,0.5,0.4406294706723891,1.0,0.25945945945945936,0.0,0.0,0.32222222222222224,0.0,1.0,0.6,0.605,0.0,0.7159
0.85,0.8367346938775511,0.5,1.0,1.0,0.6194563662374821,1.0,0.0,0.0,0.0,0.7666666666666667,0.59375,1.0,0.5,0.49750000000000005,1.0,0.917
1.0,1.0000000000000002,0.25,0.1,0.75,0.43919885550786836,1.0,0.0,0.0,0.0,0.4777777777777778,1.0000000000000002,1.0,0.6,1.0,0.0,0.95
0.65,0.3265306122448981,0.0,0.4,0.75,0.8569384835479257,1.0,0.32432432432432423,0.0,0.0,0.3888888888888889,0.21250000000000013,1.0,0.8,0.8725,1.0,0.5476
1.0,1.0000000000000002,0.25,0.3,1.0,0.5250357653791131,1.0,0.0513513513513513,0.0,0.0,0.7999999999999999,0.5187499999999998,1.0,0.6,0.5249999999999999,1.0,0.439
0.1,0.0,0.0,0.05,0.5,0.26609442060085836,1.0,0.42162162162162153,1.0,1.0,0.03333333333333334,0.018750000000000044,1.0,0.6,1.0,0.0,0.3146
0.2,0.0,0.0,0.6,0.5,0.09871244635193134,1.0,0.06486486486486484,0.0,0.0,0.46666666666666673,0.9156250000000001,1.0,0.8,0.20750000000000002,1.0,0.6597
0.5,0.0,0.25,0.2,0.25,0.5608011444921317,0.0,0.19189189189189185,0.5,1.0,0.3777777777777778,0.753125,1.0,0.8,0.42000000000000015,0.0,0.361
0.85,0.6122448979591837,0.25,1.0,1.0,0.7796852646638055,1.0,0.31891891891891877,0.0,0.0,0.3666666666666667,0.2437499999999999,1.0,0.6,0.0,0.0,0.7762
0.5,0.08163265306122458,0.0,0.5,0.75,0.5278969957081545,1.0,0.0,0.875,1.0,0.6222222222222222,0.3343750000000001,0.0,0.8,1.0,0.0,0.476
0.4,0.0,0.0,1.0,0.75,0.296137339055794,1.0,0.07297297297297298,0.375,1.0,0.23333333333333334,0.4968750000000002,1.0,0.6,0.1975,0.0,0.8572
0.85,0.8163265306122449,0.75,0.95,0.5,0.3919885550786838,1.0,0.07567567567567565,0.25,1.0,0.9666666666666666,0.24687499999999996,1.0,0.6,0.5425,0.0,0.786
0.1,0.0,0.0,0.8,0.25,0.6437768240343348,1.0,0.0,0.0,0.0,0.4000000000000001,0.33750000000000013,0.0,0.6,0.022499999999999964,1.0,0.2395
0.85,0.7755102040816326,0.0,0.4,0.5,0.047210300429184546,1.0,0.0,0.0,0.0,0.3666666666666667,0.546875,0.0,0.5,0.5350000000000001,0.0,0.3783
0.1,0.0,0.25,0.3,0.5,0.3447782546494993,1.0,0.4594594594594593,0.0,0.0,0.5777777777777777,0.390625,1.0,0.6,0.54,1.0,0.121
0.5,0.0,0.25,0.3,0.25,0.3004291845493562,1.0,0.39729729729729724,0.75,1.0,0.3777777777777778,0.15937500000000004,1.0,0.8,1.0,1.0,0.1545
0.85,0.7346938775510203,0.75,1.0,0.75,0.38197424892703863,1.0,0.1594594594594594,0.0,0.0,0.32222222222222224,0.3500000000000001,1.0,0.8,0.07500000000000007,1.0,0.8014
0.5,0.0,0.25,1.0,1.0,0.8140200286123034,1.0,0.23783783783783777,0.0,0.0,0.6333333333333334,0.11874999999999991,1.0,0.8,0.6974999999999998,1.0,0.3614
0.5,0.0,0.5,0.95,0.75,0.6909871244635194,1.0,0.0,0.0,0.0,0.3777777777777778,0.10624999999999996,1.0,0.8,0.355,1.0,0.6746
0.5,0.020408163265306145,0.25,0.2,1.0,0.47067238912732473,1.0,0.2810810810810811,0.0,0.0,0.3777777777777778,0.9124999999999999,1.0,0.6,0.39749999999999996,1.0,0.8203
0.5,0.020408163265306145,0.25,0.3,0.75,0.82689556509299,1.0,0.029729729729729704,0.0,0.0,0.6444444444444445,0.559375,1.0,0.6,0.5950000000000002,1.0,0.7028
0.85,0.6122448979591837,0.5,0.8,0.25,0.6094420600858369,1.0,0.0,0.75,1.0,0.7222222222222222,1.0000000000000002,1.0,0.8,1.0,1.0,0.6537
0.4,0.0,0.0,0.6,0.5,0.7067238912732475,1.0,0.34864864864864853,0.0,0.0,0.34444444444444444,0.06874999999999987,0.0,0.6,0.6350000000000002,0.0,0.407
0.5,0.04081632653061229,0.25,0.3,1.0,0.9170243204577969,1.0,0.25945945945945936,0.375,1.0,0.32222222222222224,0.934375,1.0,0.5,0.08750000000000002,1.0,0.7782
0.85,0.7755102040816326,0.5,0.5,0.75,0.5937052932761088,1.0,0.22432432432432423,0.0,0.0,0.2888888888888889,0.40937500000000004,1.0,0.8,0.7149999999999999,0.0,0.4433
0.2,0.0,0.0,0.05,0.75,0.9885550786838341,1.0,0.0,0.0,0.0,0.34444444444444444,0.9124999999999999,0.0,0.6,0.06000000000000005,0.0,0.2126
0.5,0.10204081632653073,0.5,0.5,1.0,0.3834048640915594,1.0,0.14324324324324325,0.0,0.0,0.2666666666666667,0.6031249999999999,1.0,0.5,1.0,1.0,0.4967
0.85,0.5918367346938775,0.5,0.5,0.75,0.3333333333333333,1.0,0.32432432432432423,0.0,0.0,0.6333333333333334,0.0,1.0,0.8,0.5175000000000001,1.0,0.6878
0.5,0.061224489795918435,0.5,0.8,1.0,0.3419170243204578,1.0,0.15675675675675668,0.0,0.0,0.6555555555555554,0.1656249999999999,1.0,0.6,0.0,0.0,0.849
0.5,0.04081632653061229,0.0,0.2,0.25,0.3161659513590844,1.0,0.13243243243243238,0.0,0.0,0.7222222222222222,0.17500000000000004,0.0,0.6,0.4375,1.0,0.5667
0.85,0.8163265306122449,0.25,1.0,0.5,0.38912732474964234,1.0,0.26216216216216215,0.0,0.0,0.5222222222222221,0.44062500000000004,1.0,0.8,0.4075,0.0,0.8913
0.5,0.0,0.5,0.1,0.75,0.7553648068669528,1.0,0.25945945945945936,0.0,0.0,0.33333333333333337,0.8218750000000001,1.0,0.6,0.8600000000000001,1.0,0.4357
1.0,1.0000000000000002,0.25,0.5,0.75,0.726752503576538,1.0,0.27297297297297296,0.0,0.0,0.7111111111111111,0.971875,1.0,0.8,1.0,1.0,0.6494
0.1,0.0,0.0,0.8,0.5,0.3161659513590844,1.0,0.23243243243243236,0.0,0.0,0.5444444444444444,0.9218749999999998,0.0,0.8,0.28,0.0,0.6592
0.85,0.7551020408163265,0.0,0.2,0.25,0.43490701001430615,1.0,0.2918918918918918,0.375,1.0,0.5777777777777777,0.15937500000000004,0.0,0.6,1.0,1.0,0.6184
0.85,0.6530612244897958,0.5,0.95,0.25,0.6437768240343348,1.0,0.0,1.0,1.0,0.7777777777777778,0.690625,1.0,0.6,0.45999999999999996,0.0,0.7478
0.4,0.0,0.0,0.3,0.5,0.17310443490701,1.0,0.20810810810810806,0.0,0.0,0.811111111111111,0.753125,0.0,0.8,0.0,0.0,0.1581
0.5,0.020408163265306145,0.0,0.95,0.75,0.5722460658082976,1.0,0.0,0.0,0.0,0.4444444444444445,0.0,0.0,0.5,0.47750000000000004,0.0,0.7107
0.85,0.9183673469387754,0.0,0.6,1.0,0.8597997138769672,1.0,0.9999999999999998,0.0,0.0,0.35555555555555557,0.6875,0.0,0.6,1.0,0.0,0.2184
0.5,0.020408163265306145,0.0,0.1,0.5,0.530758226037196,1.0,0.0,0.0,0.0,0.5333333333333332,0.28749999999999987,0.0,0.6,0.7174999999999998,1.0,0.3146
0.85,0.5714285714285714,0.5,1.0,1.0,0.5879828326180258,1.0,0.11351351351351349,1.0,1.0,0.9666666666666666,0.778125,1.0,0.6,0.71,0.0,0.7782
1.0,1.0000000000000002,0.5,0.4,0.5,0.9198855507868384,1.0,0.0,0.0,0.0,0.4444444444444445,0.021874999999999867,1.0,0.5,0.0,1.0,0.8916
0.5,0.0,0.5,1.0,0.75,0.36623748211731044,1.0,0.0,0.5,1.0,0.6666666666666666,0.64375,1.0,0.5,0.4475,0.0,0.7874
0.85,0.8979591836734693,0.25,0.6,0.5,0.42775393419170243,1.0,0.25945945945945936,0.0,0.0,0.7999999999999999,0.7375,1.0,0.5,0.5975000000000001,1.0,0.5052
0.4,0.0,0.25,0.6,0.75,0.5751072961373391,1.0,0.22972972972972963,0.0,0.0,0.4777777777777778,0.9625000000000001,1.0,0.5,0.0,1.0,0.8127
0.85,0.4693877551020409,0.25,0.4,1.0,0.8540772532188842,1.0,0.0,0.0,0.0,0.3888888888888889,0.596875,1.0,0.5,1.0,1.0,0.8577
0.5,0.0,0.0,0.05,0.75,0.9155937052932761,1.0,0.0,0.0,0.0,0.2888888888888889,1.0000000000000002,0.0,0.6,0.0,0.0,0.2902
1.0,1.0000000000000002,0.5,0.95,0.25,0.5765379113018598,1.0,0.15405405405405406,1.0,1.0,1.0,0.7468750000000002,1.0,0.5,0.41000000000000014,1.0,0.8276
0.5,0.0,0.5,1.0,0.5,0.1344778254649499,1.0,0.07837837837837838,0.0,0.0,0.30000000000000004,0.39375000000000004,1.0,0.6,0.47750000000000004,0.0,0.9123
0.5,0.08163265306122458,0.0,0.95,0.25,0.13161659513590843,1.0,0.08648648648648646,0.625,1.0,0.488888888888889,0.5374999999999999,0.0,0.5,0.06000000000000005,1.0,0.8728
1.0,1.0000000000000002,0.25,0.95,1.0,0.553648068669528,1.0,0.0,0.0,0.0,0.4333333333333334,0.8,1.0,0.8,1.0,1.0,0.7835
1.0,1.0000000000000002,0.0,0.8,0.75,0.6952789699570816,1.0,0.29729729729729715,1.0,1.0,1.0,0.0,0.0,0.6,0.4375,0.0,0.6552
0.65,0.2857142857142858,0.0,0.05,0.25,0.7582260371959944,1.0,0.11081081081081076,0.0,0.0,0.7999999999999999,0.628125,0.0,0.5,0.025000000000000022,1.0,0.5005
0.2,0.0,0.0,1.0,0.5,0.20457796852646637,1.0,0.0,0.0,0.0,0.24444444444444446,0.21875,0.0,0.8,0.43500000000000005,1.0,0.4413
0.5,0.020408163265306145,0.0,0.4,1.0,0.3190271816881259,1.0,0.25945945945945936,0.0,0.0,0.7333333333333333,0.09687500000000004,0.0,0.8,1.0,0.0,0.478
0.5,0.0,0.0,1.0,1.0,0.5035765379113019,1.0,0.0,0.0,0.0,0.4222222222222222,0.60625,0.0,0.8,0.6175000000000002,1.0,0.8513
1.0,1.0000000000000002,0.0,0.5,1.0,0.6280400572246067,1.0,0.4162162162162161,0.0,0.0,0.4222222222222222,0.5093749999999999,0.0,0.6,1.0,0.0,0.8116
0.4,0.0,0.0,0.6,0.75,0.7582260371959944,1.0,0.0,0.0,0.0,0.2555555555555556,0.659375,1.0,0.6,0.08000000000000007,0.0,0.5421
0.1,0.0,0.0,0.3,0.5,0.536480686695279,1.0,0.0,0.0,0.0,0.2666666666666667,0.21875,1.0,0.6,0.5550000000000002,0.0,0.157
0.4,0.0,0.0,0.5,0.5,0.5736766809728183,1.0,0.0,0.0,0.0,0.488888888888889,0.1312500000000001,1.0,0.6,0.4475,1.0,0.7614
0.4,0.0,0.0,0.8,0.75,0.7696709585121603,1.0,0.3054054054054053,0.0,0.0,0.23333333333333334,0.06874999999999987,0.0,0.6,0.0,0.0,0.9355
1.0,0.9591836734693877,0.25,0.4,0.75,0.8111587982832619,1.0,0.0,0.0,0.0,0.5333333333333332,0.35312500000000013,1.0,0.8,0.2974999999999999,1.0,0.4786
0.65,0.26530612244897966,0.0,0.95,0.5,0.45779685264663805,1.0,0.059459459459459435,0.0,0.0,0.6777777777777777,0.37187499999999996,1.0,0.6,0.5425,1.0,0.6213
1.0,1.0000000000000002,0.5,0.2,1.0,0.48068669527896996,1.0,0.3135135135135134,0.0,0.0,0.3777777777777778,0.47812500000000013,1.0,0.6,0.26,1.0,0.4247
0.2,0.0,0.0,0.4,0.25,0.1344778254649499,1.0,0.0,0.0,0.0,0.41111111111111115,0.37187499999999996,1.0,0.6,0.11749999999999994,1.0,0.1641
0.5,0.0,0.0,0.8,0.5,0.40486409155937053,1.0,0.34324324324324307,0.75,1.0,0.4222222222222222,0.79375,0.0,0.8,0.74,0.0,0.5352
0.2,0.0,0.0,0.4,0.5,0.3490701001430615,1.0,0.14324324324324325,0.0,0.0,0.488888888888889,0.934375,0.0,0.6,0.5675000000000001,1.0,0.3931
1.0,0.8571428571428572,0.25,0.3,0.5,0.6280400572246067,1.0,0.9999999999999998,0.0,0.0,0.32222222222222224,0.4218750000000002,1.0,0.5,0.39250000000000007,1.0,0.1724
0.2,0.0,0.0,0.95,0.5,0.35479256080114446,1.0,0.08648648648648646,0.0,0.0,0.5888888888888889,1.0000000000000002,1.0,0.6,0.7974999999999999,0.0,0.7242
0.2,0.0,0.0,0.2,0.25,0.5507868383404865,1.0,0.2459459459459459,0.0,0.0,0.7444444444444445,0.5531249999999999,0.0,0.6,0.5425,0.0,0.2377
1.0,1.0000000000000002,0.0,0.5,1.0,0.3061516452074392,1.0,0.21891891891891888,0.0,0.0,0.4333333333333334,0.8718750000000004,0.0,0.6,1.0,0.0,0.4544
0.2,0.0,0.0,0.8,0.5,0.7567954220314735,1.0,0.2459459459459459,0.0,0.0,0.8222222222222222,0.07187499999999991,1.0,0.5,0.44999999999999996,0.0,0.99
0.5,0.0,0.5,0.95,0.75,0.8712446351931331,1.0,0.0,1.0,1.0,0.3666666666666667,0.4375000000000002,1.0,0.6,0.0,0.0,0.7665
0.4,0.0,0.0,0.7,0.25,0.14306151645207438,1.0,0.14864864864864866,0.0,0.0,0.6,0.6312500000000001,0.0,0.6,0.6475000000000002,0.0,0.4401
0.5,0.10204081632653073,0.25,0.1,0.25,0.9513590844062948,0.0,0.2108108108108108,0.25,1.0,0.5222222222222221,0.6781250000000001,1.0,0.5,0.29000000000000004,1.0,0.2837
0.1,0.0,0.0,0.4,0.25,0.8025751072961373,1.0,0.2810810810810811,0.0,0.0,0.6111111111111112,0.609375,1.0,0.5,0.27,1.0,0.2556
