primary_sentiment,sentiment_score,sentiment_combo_score,intent,message_quality,summary_length,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,historical_avg_sentiment,industry_close_rate,sale_score
4,2,2,2,1,1,0,1,1,0,2,1,0.0971
6,3,3,6,1,1,0,2,2,1,2,2,0.6551
7,3,2,6,2,2,0,2,1,0,2,2,0.5838
7,3,2,6,2,2,0,2,1,0,2,2,0.5838
5,2,1,2,1,1,0,2,1,0,2,1,0.2556
2,2,2,9,3,2,1,3,1,0,2,3,0.9375
5,2,2,3,3,2,1,3,1,0,2,3,0.9181
1,1,1,7,2,2,1,2,2,0,1,3,0.7351
2,2,1,1,2,2,0,2,1,0,2,2,0.4296
6,3,3,9,1,1,1,3,1,0,3,2,0.886
3,1,1,9,1,1,1,2,3,1,1,2,0.675
7,3,3,9,2,2,0,3,2,1,3,2,0.8859
3,1,1,9,4,3,1,2,1,0,1,3,0.7918
5,2,2,9,4,3,1,3,1,0,2,2,0.9061
5,2,2,3,2,2,0,3,1,0,2,3,0.8367
5,2,2,4,1,1,0,2,2,0,2,2,0.4417
2,2,1,6,4,3,0,2,1,0,2,2,0.5703
1,1,1,4,4,3,1,1,1,0,1,1,0.2175
5,2,2,10,1,1,0,2,1,0,2,1,0.3362
3,2,1,4,2,2,1,1,2,0,1,1,0.2429
3,1,1,5,3,2,0,2,3,1,1,2,0.5705
5,2,2,9,2,2,0,3,1,0,2,2,0.784
7,3,3,4,2,2,1,2,3,1,3,2,0.7935
4,2,3,8,4,3,1,3,3,1,2,3,0.9685
1,1,1,4,3,2,0,1,1,0,1,1,0.1091
3,2,1,8,4,3,0,3,1,0,2,3,0.8982
4,2,2,5,4,3,0,2,2,0,3,2,0.5609
2,2,2,2,1,1,0,1,1,0,2,2,0.1672
7,2,2,6,2,2,0,2,1,0,2,2,0.4809
5,3,3,5,2,2,1,2,2,1,3,2,0.7874
4,2,2,8,3,2,1,3,2,1,2,3,0.9563
7,3,2,10,1,1,0,1,1,0,3,1,0.165
6,3,2,5,2,2,0,2,1,0,3,2,0.5464
3,1,1,1,2,2,0,1,1,0,1,2,0.1413
2,2,2,1,1,1,1,2,2,0,2,2,0.573
1,1,1,5,1,1,1,2,3,1,1,2,0.641
7,3,3,1,1,1,0,2,3,1,3,1,0.4486
5,2,2,7,3,2,1,2,1,0,2,2,0.6837
2,2,2,3,2,2,1,3,1,0,2,3,0.9082
4,2,2,8,2,2,1,3,1,0,2,3,0.9232
7,3,3,4,1,1,0,2,3,1,3,2,0.6286
3,1,1,4,1,1,1,1,1,0,1,2,0.2238
5,2,2,7,3,2,1,2,1,0,3,2,0.6573
6,3,3,9,3,2,0,3,3,1,3,3,0.9489
2,2,2,8,3,3,1,3,2,0,2,3,0.9428
6,3,2,3,2,2,1,3,1,0,3,2,0.8745
6,3,2,3,2,2,1,3,1,0,2,3,0.9349
1,1,1,10,2,2,0,1,1,0,2,1,0.1073
2,2,2,5,3,2,0,2,2,0,2,3,0.6888
3,1,1,1,1,1,0,1,1,0,1,1,0.069
7,3,2,1,1,1,0,2,1,0,2,1,0.3375
3,1,1,10,2,2,0,1,2,0,1,1,0.128
1,1,1,3,2,2,1,3,1,0,2,3,0.8633
2,2,3,10,1,1,0,1,3,1,2,2,0.3378
5,2,2,10,1,1,0,1,2,1,3,2,0.2749
7,2,2,1,1,1,0,2,3,1,2,1,0.3669
7,3,2,2,2,2,0,2,1,0,3,1,0.3643
2,2,2,8,3,3,1,3,2,0,2,3,0.9428
2,2,2,6,1,1,1,2,1,0,2,2,0.6007
1,1,1,3,4,3,0,3,2,0,1,3,0.8568
2,2,2,10,1,1,0,1,3,1,2,2,0.328
4,2,2,1,2,2,0,2,1,0,2,1,0.2966
1,1,1,3,3,2,1,3,1,0,1,3,0.8928
5,2,2,2,1,1,0,1,1,0,3,1,0.0863
2,2,2,7,3,3,1,2,1,0,2,2,0.6983
1,1,1,10,1,1,1,1,3,1,1,2,0.3965
6,3,2,3,3,3,0,3,1,0,3,2,0.819
5,2,2,7,3,2,1,2,1,0,2,3,0.798
6,3,2,3,3,2,1,3,2,0,3,3,0.9428
2,2,2,1,2,2,0,1,2,1,2,1,0.1658
4,2,1,1,1,1,0,1,1,0,2,1,0.0897
3,1,1,4,2,2,0,1,2,0,1,1,0.1018
3,2,1,7,4,3,1,2,2,0,1,3,0.8539
2,2,2,7,3,2,1,2,2,0,2,2,0.7117
5,2,3,1,1,1,0,2,3,1,2,1,0.3822
3,1,2,6,2,2,0,1,2,1,2,2,0.2275
3,1,1,9,4,3,1,2,1,0,1,2,0.6754
3,1,2,4,3,2,0,1,3,1,2,2,0.2592
1,1,1,4,3,3,0,1,2,0,1,2,0.2044
7,3,2,10,1,1,0,2,3,1,2,1,0.5639
2,2,1,10,1,1,0,1,1,0,2,1,0.1292
4,2,2,5,2,2,0,2,2,0,2,2,0.5033
3,1,1,9,2,2,1,2,3,1,1,3,0.8217
7,2,3,8,2,2,1,3,3,1,3,2,0.9104
3,1,2,8,2,2,1,3,3,1,1,3,0.9396
4,2,2,8,4,3,1,3,2,0,2,3,0.9497
1,1,1,10,1,1,0,1,1,0,1,2,0.1694
1,1,1,6,2,2,0,1,1,0,1,2,0.1725
2,2,2,7,2,2,1,2,2,0,2,2,0.6784
4,2,3,6,4,3,0,2,3,1,2,2,0.7097
2,2,1,10,2,2,1,2,1,0,2,1,0.5318
2,2,2,1,1,1,1,2,2,0,2,1,0.4233
6,3,2,4,3,2,1,2,1,0,3,1,0.58
4,2,2,5,2,2,0,2,2,1,2,2,0.5877
7,3,3,8,3,2,1,3,2,0,2,3,0.9598
1,1,1,3,3,2,0,3,1,0,1,3,0.8167
5,2,3,9,3,2,1,3,2,1,2,2,0.9282
3,1,1,1,1,1,0,1,1,0,1,1,0.069
2,2,3,9,3,2,1,3,2,1,2,2,0.9303
1,1,1,2,1,1,0,1,2,1,1,1,0.1096
7,3,2,8,3,3,1,3,1,0,3,2,0.9122
7,3,2,1,1,1,0,2,3,1,3,2,0.5873
3,1,1,3,3,2,1,3,2,0,1,3,0.9002
1,1,1,4,2,2,0,1,1,0,1,2,0.1605
2,2,2,7,2,2,1,2,2,0,2,2,0.6784
3,1,1,9,3,3,1,2,1,0,2,3,0.7425
2,2,2,9,3,3,1,3,1,0,2,2,0.8948
4,2,3,3,4,3,1,3,2,1,2,3,0.9572
6,3,2,4,2,2,0,2,1,0,3,1,0.387
3,1,1,9,2,2,1,2,2,0,1,3,0.7476
2,2,2,9,4,3,1,3,2,0,2,2,0.9168
5,2,3,10,1,1,0,2,3,1,2,1,0.4769
4,2,2,2,2,2,0,2,1,0,2,1,0.3057
2,2,2,9,4,3,0,3,1,0,2,3,0.9068
1,1,1,6,3,3,0,1,1,0,1,1,0.1216
5,2,2,9,2,2,1,3,1,0,2,3,0.9254
2,2,2,8,3,2,1,3,3,1,2,3,0.9611
3,1,1,8,4,3,0,3,1,0,1,3,0.8679
5,2,2,9,3,2,1,3,1,0,2,2,0.8882
1,1,1,3,3,2,1,3,1,0,1,3,0.8928
5,2,3,3,2,2,1,3,3,1,2,3,0.9452
7,3,2,5,2,2,1,2,1,0,3,2,0.6903
6,3,3,6,1,1,0,2,2,1,2,2,0.6551
7,3,2,4,2,2,1,2,1,0,3,2,0.681
7,3,2,3,3,3,1,3,1,0,3,3,0.9387
6,3,3,8,2,2,1,3,2,0,3,3,0.9481
6,3,2,6,1,1,1,2,1,0,2,2,0.6859
7,3,2,1,1,1,0,2,2,0,3,1,0.3334
3,2,1,4,4,3,1,1,3,1,2,2,0.535
4,2,2,9,1,1,1,2,1,0,2,3,0.7539
4,2,3,7,2,2,0,2,3,1,3,3,0.7445
6,3,3,5,2,2,1,2,2,0,3,2,0.7226
1,1,1,4,2,2,0,1,2,0,1,1,0.1037
4,2,2,3,2,2,1,3,2,0,2,3,0.9146
1,1,1,7,3,3,1,2,2,0,1,2,0.6483
5,2,2,4,2,2,0,2,1,0,2,2,0.4647
5,3,2,8,3,2,1,3,1,0,3,3,0.9492
3,1,1,9,4,3,0,2,2,0,1,2,0.5518
7,2,3,7,2,2,1,2,2,1,3,2,0.723
7,3,2,9,3,2,1,2,1,0,3,2,0.756
3,1,1,4,4,3,1,1,1,0,1,1,0.2139
3,1,1,5,3,2,0,2,1,0,1,2,0.4355
7,3,2,8,4,3,1,3,2,0,3,3,0.9609
4,2,2,10,2,2,1,1,1,0,2,2,0.3865
3,2,1,3,4,3,1,3,2,0,1,3,0.9431
1,1,1,7,3,2,1,2,1,0,1,2,0.6162
3,1,1,2,1,1,0,1,1,0,1,1,0.0718
4,2,2,6,2,2,0,2,3,1,2,2,0.6221
4,2,3,3,3,2,1,3,3,1,3,3,0.9476
4,2,1,1,1,1,0,2,1,0,2,1,0.2495
7,3,3,7,3,2,1,2,1,0,3,2,0.7482
6,3,3,4,1,1,0,2,2,1,3,1,0.4582
5,2,2,2,1,1,0,1,1,0,3,1,0.0863
6,3,3,5,3,3,1,2,2,0,3,2,0.7597
2,2,2,3,4,3,0,3,2,1,2,3,0.9212
7,3,3,5,2,2,1,2,3,1,3,2,0.8004
2,2,3,5,2,2,1,2,3,1,2,2,0.7589
7,2,2,10,2,2,0,2,1,0,2,2,0.5239
7,3,2,8,2,2,1,3,1,0,2,3,0.9463
5,2,2,8,3,3,1,3,1,0,2,3,0.9352
3,1,1,8,4,3,1,3,1,0,2,3,0.916
3,1,1,8,2,2,0,3,2,1,1,3,0.878
6,3,3,5,4,3,1,2,1,0,3,3,0.8594
4,2,2,2,1,1,0,1,3,1,2,1,0.1563
3,1,2,4,2,2,1,1,2,0,2,2,0.2643
2,2,2,8,3,3,1,3,1,0,2,3,0.9371
6,3,3,5,2,2,0,2,2,1,3,2,0.6621
7,2,2,5,1,1,1,2,1,0,2,2,0.5775
7,3,3,10,1,1,1,2,3,1,2,1,0.7165
5,2,2,8,4,3,1,3,1,0,2,2,0.9023
2,2,2,8,2,2,1,3,1,0,2,3,0.9246
4,2,2,6,4,3,0,2,1,0,2,2,0.576
1,1,1,7,3,2,1,2,1,0,1,2,0.6162
7,3,2,8,3,2,0,3,1,0,3,2,0.8426
6,3,2,10,1,1,0,2,1,0,3,2,0.5517
7,2,2,4,2,2,0,2,2,0,2,2,0.4846
3,1,1,7,4,3,0,2,1,0,1,3,0.6511
2,2,2,1,2,2,0,1,3,1,2,2,0.2867
7,3,3,10,2,2,0,2,3,1,3,1,0.5928
5,3,3,3,4,3,1,3,3,1,3,3,0.9705
5,2,2,4,2,2,1,2,1,0,2,1,0.4703
7,3,3,5,2,2,0,2,3,1,3,2,0.682
4,2,2,8,4,3,1,3,1,0,2,2,0.9032
2,2,2,3,3,2,1,3,1,0,2,3,0.9205
4,2,3,9,1,1,1,3,2,1,2,2,0.9019
2,2,2,6,2,2,0,2,3,1,3,2,0.5987
2,2,3,8,2,2,0,3,2,1,2,3,0.9143
2,2,2,2,2,2,1,1,2,0,1,1,0.2372
3,2,1,10,1,1,0,1,1,0,1,2,0.2322
5,2,2,6,2,2,1,2,1,0,3,2,0.6108
7,3,2,6,2,2,1,2,1,0,3,1,0.56
4,2,2,1,1,1,0,2,3,1,2,1,0.3743
4,2,2,4,3,3,0,2,1,0,2,2,0.5157
6,3,3,10,1,1,0,2,2,1,2,1,0.5525
4,2,1,10,1,1,0,2,1,0,2,2,0.4724
3,1,1,3,3,3,1,3,1,0,1,3,0.8943
7,2,2,2,1,1,0,1,1,0,2,1,0.0944
7,2,3,1,2,2,0,2,2,1,2,1,0.3992
2,2,2,10,1,1,0,1,3,1,2,1,0.2107
2,2,1,1,1,1,0,2,1,0,2,1,0.2534
2,2,2,2,1,2,0,1,1,0,2,1,0.1023
7,3,2,1,2,2,0,2,1,0,3,1,0.3543
3,1,1,7,4,3,0,2,2,0,1,2,0.5304
1,1,1,6,2,2,1,1,2,1,1,2,0.3776
6,3,3,7,4,3,1,2,3,1,2,2,0.8762
7,3,3,8,2,2,1,3,1,0,3,3,0.9423
7,2,2,1,1,1,0,2,3,1,2,1,0.3669
5,2,2,2,2,2,0,2,2,0,2,2,0.4684
6,3,3,9,4,3,0,3,2,0,3,2,0.888
7,2,2,6,3,3,1,2,1,0,2,2,0.6777
7,3,3,3,3,3,1,3,3,1,3,3,0.965
3,1,1,8,4,3,1,3,3,1,1,3,0.9549
6,3,2,8,2,2,0,3,1,0,3,2,0.8221
2,2,2,7,4,3,1,2,2,0,2,2,0.7498
2,2,3,2,2,2,0,1,2,1,3,1,0.1614
4,2,3,6,2,2,1,2,3,1,2,2,0.7629
7,3,2,6,3,2,0,2,1,0,3,2,0.5929
7,2,2,9,4,3,1,3,2,1,2,2,0.9363
1,1,1,8,3,3,1,2,1,0,1,3,0.7607
5,2,2,10,1,1,0,2,1,0,2,2,0.4808
1,1,1,8,4,3,1,2,1,0,1,3,0.7882
4,2,2,1,2,2,0,2,3,1,3,2,0.5408
4,2,2,6,1,1,1,2,1,0,2,2,0.5956
2,2,1,1,2,2,0,2,2,0,2,2,0.4546
3,2,1,7,2,2,1,2,1,0,2,2,0.6435
1,1,1,3,3,2,1,3,2,1,1,3,0.9284
2,2,2,10,2,2,0,1,2,0,2,2,0.2757
2,2,2,9,2,2,1,2,3,1,2,2,0.7816
2,2,3,7,3,2,1,2,3,1,2,3,0.8801
6,3,3,6,1,1,1,2,3,1,3,2,0.7771
2,2,2,5,3,2,1,2,2,0,2,2,0.6937
6,3,3,9,3,2,0,3,2,0,3,2,0.8672
5,2,2,5,3,3,1,2,1,0,2,2,0.6729
5,2,2,8,2,2,1,3,3,1,2,3,0.9534
7,2,3,5,2,2,1,2,2,1,2,2,0.7296
7,2,2,4,2,2,1,2,1,0,3,2,0.585
3,2,1,7,3,2,0,2,2,0,1,2,0.5848
2,2,3,3,2,2,1,3,3,1,2,3,0.9468
1,1,1,2,1,1,0,1,2,0,1,1,0.0804
2,2,2,3,4,3,1,3,2,1,2,3,0.9563
5,2,2,3,4,3,1,3,3,1,2,3,0.9591
7,3,2,1,1,1,0,2,1,0,3,2,0.4525
7,3,2,8,3,3,1,3,1,0,2,3,0.9553
6,3,2,7,4,3,0,2,1,0,3,3,0.7732
7,3,2,8,3,2,1,3,1,0,2,3,0.9537
6,3,3,7,4,3,1,2,2,1,3,2,0.8502
1,1,1,5,2,2,0,1,3,1,1,2,0.2558
3,1,1,3,2,2,1,3,1,0,1,3,0.8745
3,1,1,4,3,2,1,1,1,0,1,1,0.1831
7,2,2,9,3,3,1,3,1,0,3,3,0.929
5,2,2,10,1,1,0,1,2,0,2,2,0.233
4,2,2,6,2,2,1,2,1,0,2,2,0.6413
6,3,3,1,2,2,0,2,2,1,2,2,0.6502
4,2,2,5,3,3,0,2,1,0,2,2,0.5265
3,1,1,3,4,3,0,3,1,0,1,2,0.7434
6,3,3,8,2,2,1,3,2,0,3,3,0.9481
1,1,1,4,1,1,0,1,2,0,1,2,0.1484
5,2,1,2,2,2,0,1,1,0,2,2,0.1843
7,2,2,4,2,2,1,2,1,0,2,1,0.465
7,3,2,9,2,2,1,3,1,0,3,3,0.9423
1,1,1,5,4,3,0,1,1,0,1,2,0.221
6,3,2,4,2,2,0,2,1,0,3,1,0.387
2,2,3,9,2,2,1,3,3,1,2,2,0.9265
7,3,2,1,1,1,0,1,2,0,3,1,0.1292
3,1,1,10,1,1,0,1,1,0,1,2,0.1665
6,3,2,8,2,2,1,3,1,0,3,3,0.9405
2,2,2,6,1,1,0,2,2,1,2,1,0.4065
5,2,2,1,1,1,0,2,2,0,2,1,0.2755
1,1,1,7,3,3,1,2,3,1,1,2,0.7415
2,2,2,8,3,3,1,3,1,0,3,2,0.8785
2,2,2,10,2,2,0,1,2,0,3,1,0.156
1,1,1,3,2,2,1,3,1,0,1,3,0.8768
4,2,2,8,3,3,1,3,1,0,2,3,0.9358
7,2,2,4,4,3,1,2,2,0,2,2,0.7141
7,2,2,10,2,2,0,2,1,0,3,1,0.3482
4,2,2,10,1,1,1,1,2,0,2,2,0.3647
6,3,2,10,1,1,0,2,2,1,2,1,0.5415
7,2,2,2,2,2,0,1,2,0,2,1,0.1228
3,1,1,7,3,3,1,2,1,0,1,2,0.6199
1,1,1,10,1,1,0,1,1,0,1,2,0.1694
4,2,2,4,1,1,0,1,1,0,2,1,0.1049
1,1,1,7,2,2,1,2,1,0,1,3,0.715
1,1,1,5,1,1,0,1,2,0,1,2,0.1539
2,2,3,4,4,3,1,2,3,1,1,1,0.7253
5,2,2,3,3,3,1,3,1,0,3,3,0.9117
1,1,1,3,4,3,1,3,3,1,1,3,0.9457
6,3,2,1,1,1,0,2,2,0,3,1,0.3358
2,2,3,6,2,2,1,2,3,1,2,2,0.7667
4,2,3,9,2,2,1,3,3,1,2,2,0.9251
5,2,2,10,1,1,1,1,1,0,3,1,0.1995
4,2,3,7,2,2,1,2,3,1,2,3,0.86
7,3,3,9,2,2,1,3,3,1,2,3,0.9707
7,3,2,4,2,2,0,2,1,0,3,2,0.5331
2,2,2,10,1,1,0,2,3,1,2,1,0.4738
2,2,3,5,3,2,0,2,3,1,2,2,0.6633
3,1,1,4,2,2,0,1,1,0,1,2,0.1577
5,2,1,6,3,2,0,2,1,0,2,1,0.3669
4,2,2,7,3,3,1,2,2,0,2,2,0.7149
7,3,2,7,2,2,1,2,1,0,2,2,0.7325
2,2,2,4,1,1,1,1,1,0,1,2,0.3157
5,2,2,5,2,2,0,2,3,1,2,2,0.6094
3,1,1,2,1,1,0,1,3,1,1,2,0.1959
1,1,2,8,4,3,1,3,2,1,1,3,0.9533
4,2,2,7,3,3,1,2,1,0,2,2,0.6938
3,2,1,6,1,1,1,1,2,0,1,2,0.345
3,2,1,6,1,1,0,1,1,0,2,1,0.11
2,2,2,2,1,1,0,1,2,0,2,1,0.1084
6,3,2,4,3,3,1,2,1,0,2,2,0.747
7,2,2,7,4,3,1,2,1,0,2,3,0.8244
1,1,1,9,2,2,1,2,2,1,1,2,0.6995
7,3,2,3,3,3,1,3,1,0,3,3,0.9387
6,3,2,10,1,1,0,2,1,0,3,1,0.4024
5,2,2,9,1,1,1,3,1,0,2,3,0.9109
3,1,1,9,1,1,1,2,1,0,1,3,0.688
3,1,1,5,2,2,1,2,3,1,1,2,0.6797
1,1,1,9,3,2,0,2,2,0,1,2,0.5088
1,1,1,5,2,2,1,2,2,0,1,2,0.5821
7,2,2,8,3,2,1,3,1,0,2,3,0.9316
6,3,2,7,2,2,1,2,1,0,2,3,0.8349
6,3,2,1,2,2,0,2,1,0,3,1,0.3568
7,2,2,7,2,2,1,2,1,0,2,3,0.7677
2,2,3,4,3,3,0,1,3,1,2,1,0.241
7,2,2,4,1,1,1,2,2,0,3,2,0.5623
5,2,2,10,1,1,0,2,1,0,2,2,0.4808
3,2,1,5,2,2,0,2,1,0,1,2,0.4995
7,2,2,6,4,3,1,2,1,0,3,2,0.6858
6,3,3,1,1,1,0,2,2,0,2,1,0.3732
1,1,1,4,3,3,0,1,1,0,1,2,0.1884
7,2,3,8,3,2,0,3,3,1,2,3,0.9291
7,3,3,3,3,2,1,3,3,1,3,3,0.9637
2,2,2,4,2,2,0,2,1,0,2,1,0.3289
3,1,1,10,2,2,0,1,1,0,1,1,0.1171
3,1,1,10,2,2,0,1,2,1,1,1,0.1711
1,1,1,5,3,2,1,2,1,0,1,2,0.5957
5,2,2,7,3,2,1,2,1,0,2,3,0.798
5,2,2,4,1,1,1,2,2,0,2,2,0.5966
1,1,1,1,1,1,0,1,2,0,1,1,0.0773
7,2,2,1,2,2,0,2,1,0,2,1,0.29
5,2,2,8,2,2,1,3,2,0,2,3,0.9293
5,2,2,6,3,3,0,2,1,0,3,2,0.5047
1,1,1,7,2,2,1,2,1,0,1,3,0.715
2,2,2,3,2,2,1,3,1,0,2,3,0.9082
7,3,2,5,2,2,0,2,1,0,3,2,0.5438
3,1,1,10,1,1,0,1,3,1,1,2,0.2559
4,2,2,4,3,2,0,2,1,0,2,2,0.5065
2,2,2,3,4,3,1,3,1,0,2,3,0.9336
3,1,1,6,3,2,0,2,2,0,1,2,0.4712
6,3,2,7,2,2,1,2,1,0,3,2,0.7106
6,3,2,9,2,2,1,3,1,0,3,3,0.9428
1,1,1,8,2,2,1,3,2,0,1,3,0.9072
1,1,1,3,4,3,1,3,2,1,1,3,0.9403
1,1,1,7,2,2,1,2,3,1,1,2,0.7026
7,3,2,2,2,2,1,1,1,0,2,1,0.2637
2,2,2,2,2,2,0,1,3,1,2,1,0.1867
4,2,2,1,1,1,0,2,2,1,2,2,0.497
4,2,2,6,2,2,0,2,1,0,2,1,0.3434
4,2,2,4,3,3,0,2,1,0,3,2,0.4858
5,2,2,6,3,2,1,2,2,0,2,1,0.5562
6,3,3,8,3,3,1,3,1,0,3,2,0.9164
2,2,1,2,1,1,0,1,1,0,2,1,0.0951
6,3,3,9,2,2,1,3,3,1,2,2,0.9482
4,2,2,3,3,2,0,3,2,1,2,2,0.8377
4,2,3,4,2,2,1,2,3,1,2,1,0.6176
4,2,2,7,3,2,1,2,2,0,2,3,0.8154
3,1,2,3,4,3,1,3,2,1,1,3,0.9415
3,1,1,9,3,2,1,2,2,0,1,2,0.6547
5,2,2,7,3,3,1,2,1,0,2,2,0.6916
6,3,3,8,4,3,1,3,2,1,3,2,0.9523
3,1,1,5,4,3,0,2,2,0,1,2,0.5089
2,2,2,10,2,2,0,1,2,1,2,1,0.2266
5,2,2,8,2,2,0,3,2,0,2,3,0.8755
1,1,1,6,2,2,0,1,1,0,1,2,0.1725
3,2,2,4,2,2,1,1,3,1,2,2,0.4584
6,3,2,5,4,3,0,2,1,0,3,2,0.6312
3,2,1,9,2,2,0,2,3,1,2,2,0.6444
2,2,1,4,4,3,0,2,1,0,2,2,0.5491
7,3,3,4,3,2,1,2,2,1,3,2,0.8025
5,2,2,7,2,2,0,2,2,0,2,3,0.6664
3,1,1,7,4,3,1,2,1,0,1,2,0.6562
6,3,3,10,2,2,0,2,3,1,3,1,0.5953
2,2,2,10,2,2,0,1,1,0,2,1,0.1584
5,2,2,9,2,2,1,3,2,1,2,3,0.9508
5,2,2,6,2,2,0,2,3,1,2,2,0.6196
1,1,1,4,2,2,0,1,3,1,1,2,0.2477
5,2,2,6,4,3,0,2,2,0,2,2,0.5979
4,2,2,5,1,1,1,2,1,0,2,2,0.5852
7,3,2,8,3,2,1,3,1,0,3,3,0.9482
3,1,1,5,4,3,1,1,1,0,1,2,0.3418
3,1,1,1,2,2,0,1,3,1,1,2,0.2208
6,3,3,8,2,2,1,3,2,1,3,3,0.9625
2,2,1,3,2,2,0,3,1,0,2,2,0.7347
4,2,2,5,2,2,1,2,2,0,2,2,0.6545
1,1,1,8,2,2,1,3,1,0,1,2,0.8285
5,2,2,8,2,2,1,3,2,1,2,2,0.9101
5,2,2,8,2,2,1,3,1,0,2,2,0.8667
3,2,1,2,2,2,0,1,1,0,2,1,0.1121
3,2,1,10,2,2,1,1,1,0,2,1,0.2499
4,2,3,2,1,1,0,2,2,1,2,1,0.371
5,2,2,3,2,2,1,3,1,0,2,3,0.9055
1,1,1,3,3,3,1,3,2,1,1,3,0.9308
5,2,2,1,1,1,0,2,1,0,2,2,0.3859
5,2,3,6,3,2,0,2,3,1,3,2,0.6387
4,2,2,5,2,2,1,2,1,0,3,2,0.6031
6,3,2,5,4,3,0,2,1,0,2,2,0.6586
1,1,1,10,1,1,0,1,1,0,1,1,0.1004
7,2,2,2,1,1,0,2,1,0,2,1,0.26
3,1,1,1,2,2,0,1,3,1,1,2,0.2208
4,2,1,1,1,1,0,2,1,0,2,1,0.2495
3,1,1,1,2,2,0,1,2,0,1,1,0.0906
5,2,2,5,2,2,0,2,3,1,2,2,0.6094
2,2,2,8,4,3,1,3,3,1,2,2,0.9426
1,1,1,9,3,2,0,2,1,0,1,2,0.4835
2,2,2,3,2,2,0,3,3,1,2,3,0.9011
1,1,1,6,1,1,0,1,2,1,1,2,0.2109
3,1,1,1,1,1,1,1,2,1,1,2,0.2829
1,1,1,2,1,1,0,1,2,0,1,1,0.0804
1,1,1,4,4,3,0,1,1,0,1,1,0.1294
7,2,2,10,1,1,0,1,1,0,3,1,0.1154
7,3,2,7,2,2,0,2,1,0,3,2,0.5651
2,2,2,8,2,2,0,3,2,0,2,3,0.8789
1,1,1,10,1,1,0,1,1,0,1,2,0.1694
4,2,2,4,1,1,1,2,1,0,2,2,0.5747
3,1,1,9,2,2,1,2,1,0,1,3,0.728
3,1,2,6,2,2,1,1,2,1,1,2,0.383
3,1,1,7,2,2,0,2,2,1,1,2,0.5279
6,3,3,8,4,3,1,3,2,1,3,3,0.9733
6,3,3,3,4,3,1,3,1,0,2,3,0.9552
5,2,2,4,3,2,1,2,1,0,3,1,0.4797
5,2,2,8,3,2,1,3,1,0,2,3,0.9329
7,3,2,6,3,2,0,2,1,0,3,1,0.4434
1,1,1,8,3,2,1,3,2,0,1,3,0.9196
5,2,3,4,1,1,1,2,3,1,3,2,0.681
4,2,2,1,1,1,0,1,1,0,2,1,0.0934
6,3,2,4,3,3,0,2,1,0,3,1,0.4338
7,3,2,1,2,2,0,2,1,0,2,1,0.3822
4,2,2,8,2,2,1,3,1,0,3,2,0.8536
2,2,2,2,2,2,0,1,2,1,2,2,0.275
3,1,1,3,2,2,1,3,1,0,1,3,0.8745
1,1,1,6,2,2,0,1,1,0,1,2,0.1725
4,2,2,10,2,2,0,1,3,1,2,2,0.3671
4,2,2,1,1,1,0,2,2,0,3,2,0.384
7,3,2,7,4,3,1,2,1,0,3,2,0.7753
6,3,2,8,3,3,1,3,1,0,3,3,0.9505
4,2,2,3,4,3,1,3,2,1,2,3,0.9554
2,2,2,7,3,3,0,2,2,0,2,3,0.7145
6,3,2,8,3,2,1,3,1,0,2,3,0.9542
3,2,1,10,1,1,0,1,2,1,2,2,0.2946
1,1,1,2,1,1,0,1,1,0,1,1,0.0733
7,3,2,5,4,3,0,2,1,0,3,3,0.7558
1,1,1,4,3,2,1,1,3,1,1,2,0.4188
7,3,2,6,4,3,0,2,2,0,2,1,0.5467
1,1,1,8,3,3,0,3,1,0,1,2,0.7582
2,2,3,3,4,3,1,3,3,1,2,3,0.962
2,2,2,10,1,1,0,1,3,1,2,2,0.328
4,2,2,10,1,1,0,1,2,0,2,2,0.2349
7,3,3,1,1,1,0,2,2,1,2,2,0.6024
6,3,2,9,4,3,1,3,1,0,3,2,0.9276
4,2,2,10,2,2,0,1,1,0,2,1,0.1556
1,1,1,4,3,3,0,1,3,1,1,2,0.2856
4,2,2,1,1,1,1,1,2,0,2,1,0.1757
4,2,3,8,2,2,1,3,3,1,2,2,0.922
7,3,3,10,1,1,0,2,3,1,3,2,0.6867
3,1,1,2,2,2,0,1,2,1,1,1,0.1276
6,3,2,6,2,2,1,2,1,0,3,1,0.5627
6,3,2,7,3,2,1,2,2,0,3,3,0.8532
3,1,1,5,1,1,0,1,1,0,1,2,0.1387
4,2,2,3,3,3,0,3,3,1,2,3,0.9154
7,2,3,7,3,2,1,2,2,0,2,2,0.7099
2,2,2,9,4,3,1,3,1,0,2,2,0.9087
4,2,2,8,2,2,0,3,1,0,2,2,0.7785
2,2,2,10,1,1,0,1,2,1,2,2,0.3061
6,3,3,6,3,2,1,2,3,1,2,2,0.8481
1,1,1,3,4,3,1,3,1,0,2,2,0.8308
3,2,2,7,4,3,1,2,2,1,2,3,0.8841
7,3,2,7,4,3,0,2,1,0,3,2,0.6486
1,1,1,8,3,3,1,2,3,1,1,3,0.8455
1,1,1,7,2,2,0,2,3,1,1,3,0.6979
4,2,2,5,4,3,0,2,3,1,2,2,0.6914
1,1,1,6,3,3,0,1,1,0,1,2,0.2019
5,2,2,2,2,2,0,1,2,0,2,1,0.1251
5,2,3,10,1,1,0,1,3,1,2,1,0.2128
