lead_id,primary_sentiment,sentiment_score,sentiment_combo_score,intent,message_quality,summary_length,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,historical_avg_sentiment,industry_close_rate,sale_closed
lead:00000984,angry,-0.9,-1,upsell_opportunity,short,131,1,1.3,1,1,-0.52,0.653,1
lead:00000985,negotiating,0.66,5,at_risk,short,133,1,0.6,0,0,0.49,0.421,1
lead:00000986,interested,0.26,3,information_seeking,medium,172,0,0.69,0,0,0.05,0.507,1
lead:00000987,dissatisfied,-0.49,-1,ready_to_buy,long,310,0,2.08,1,1,-0.35,0.668,1
lead:00000988,urgent,0.6,5,closing,long,264,1,2.79,0,0,0.45,0.612,1
lead:00000989,curious,0.15,0,information_seeking,medium,171,0,0.65,0,0,0.23,0.396,0
lead:00000990,negotiating,0.64,5,information_seeking,long,321,0,0.99,3,1,0.55,0.541,0
lead:00000991,urgent,0.85,5,comparison_shopping,medium,215,0,0.79,0,0,0.43,0.524,0
lead:00000992,dissatisfied,-0.57,1,closing,detailed,398,1,2.01,3,1,-0.29,0.64,1
lead:00000993,angry,-0.87,0,ready_to_buy,medium,181,1,1.89,4,1,-0.54,0.567,1
lead:00000994,satisfied,0.88,4,upsell_opportunity,short,131,1,2.14,0,0,0.66,0.629,1
lead:00000995,dissatisfied,-0.77,-2,window_shopping,short,116,0,0.0,1,0,-0.63,0.461,0
lead:00000996,negotiating,0.59,3,comparison_shopping,detailed,408,0,0.76,0,0,0.39,0.397,0
lead:00000997,angry,-0.97,-2,churning,short,141,0,0.0,1,1,-0.52,0.424,0
lead:00000998,negotiating,0.35,5,comparison_shopping,medium,206,1,0.74,7,1,0.24,0.539,1
lead:00000999,dissatisfied,-0.77,-3,negotiating,medium,210,1,1.12,1,0,-0.37,0.522,0
lead:00001000,curious,0.44,3,ready_to_buy,medium,177,0,2.24,0,0,0.09,0.684,1
lead:00001001,curious,0.39,6,comparison_shopping,detailed,391,1,0.65,2,1,0.36,0.392,1
lead:00001002,dissatisfied,-0.61,-2,at_risk,short,115,0,0.0,1,0,-0.3,0.442,0
lead:00001003,interested,0.39,3,ready_to_buy,long,254,1,2.18,1,0,0.36,0.694,1
lead:00001004,negotiating,0.42,4,information_seeking,medium,225,1,0.76,0,0,0.43,0.466,1
lead:00001005,negotiating,0.34,7,comparison_shopping,detailed,427,1,0.68,6,1,0.44,0.467,1
lead:00001006,curious,0.16,3,at_risk,medium,214,0,0.09,1,1,0.05,0.389,0
lead:00001007,satisfied,0.82,8,window_shopping,short,135,0,0.6,4,1,0.53,0.506,1
lead:00001008,negotiating,0.61,4,evaluating,long,295,1,1.44,1,0,0.63,0.472,1
lead:00001009,curious,0.03,5,at_risk,medium,208,0,0.23,6,1,0.17,0.316,0
lead:00001010,negotiating,0.49,4,window_shopping,medium,192,1,0.42,0,0,0.48,0.486,0
lead:00001011,negotiating,0.49,5,closing,long,272,1,2.9,1,0,0.45,0.64,1
lead:00001012,dissatisfied,-0.39,1,closing,detailed,438,1,2.2,6,1,0.07,0.705,1
lead:00001013,angry,-0.83,-4,churning,short,119,0,0.0,0,0,-0.29,0.276,0
lead:00001014,negotiating,0.34,2,at_risk,short,126,0,0.36,0,0,0.18,0.425,0
lead:00001015,urgent,0.64,5,negotiating,detailed,364,1,1.43,0,0,0.42,0.583,0
lead:00001016,satisfied,0.72,5,window_shopping,short,100,1,0.56,1,0,0.55,0.444,1
lead:00001017,urgent,0.7,3,at_risk,medium,213,0,0.56,0,0,0.59,0.446,1
lead:00001018,interested,0.41,4,ready_to_buy,long,244,1,2.32,1,0,0.17,0.669,1
lead:00001019,satisfied,0.8,4,window_shopping,medium,208,0,0.5,1,0,0.44,0.367,1
lead:00001020,dissatisfied,-0.69,-4,at_risk,short,111,0,0.01,0,0,-0.58,0.487,0
lead:00001021,curious,0.26,2,information_seeking,short,138,0,0.98,0,0,-0.1,0.415,0
lead:00001022,urgent,0.89,5,ready_to_buy,medium,210,0,2.72,0,0,0.38,0.663,1
lead:00001023,negotiating,0.31,4,negotiating,detailed,447,1,1.42,1,0,0.33,0.523,1
lead:00001024,satisfied,0.95,4,ready_to_buy,long,283,1,2.74,0,0,0.44,0.63,1
lead:00001025,satisfied,0.88,6,comparison_shopping,detailed,375,1,0.89,1,1,0.85,0.374,1
lead:00001026,angry,-0.58,-2,at_risk,short,100,0,0.0,1,0,-0.5,0.3,0
lead:00001027,interested,0.54,5,negotiating,long,265,0,1.71,1,0,0.4,0.624,0
lead:00001028,angry,-0.89,-3,evaluating,medium,202,0,0.63,0,0,-0.65,0.528,0
lead:00001029,curious,0.06,2,closing,long,296,1,2.34,0,0,-0.05,0.598,0
lead:00001030,dissatisfied,-0.72,0,churning,medium,201,0,0.0,4,1,-0.6,0.299,1
lead:00001031,angry,-0.89,-5,churning,short,143,0,0.0,0,0,-0.65,0.377,0
lead:00001032,dissatisfied,-0.43,2,upsell_opportunity,long,324,0,1.65,2,1,-0.54,0.563,1
lead:00001033,dissatisfied,-0.22,0,window_shopping,short,136,0,0.12,1,0,-0.21,0.383,0
lead:00001034,satisfied,0.99,4,evaluating,medium,222,0,1.57,1,0,0.79,0.591,1
lead:00001035,satisfied,0.79,5,at_risk,medium,185,1,0.8,0,0,0.57,0.308,1
lead:00001036,angry,-0.97,-3,information_seeking,long,280,0,0.12,0,0,-0.8,0.458,0
lead:00001037,angry,-0.95,-1,ready_to_buy,detailed,473,1,1.52,7,1,-0.73,0.679,1
lead:00001038,satisfied,0.94,4,closing,long,263,0,2.85,1,0,0.53,0.639,1
lead:00001039,angry,-0.8,-1,negotiating,detailed,381,1,0.7,2,1,-0.53,0.504,1
lead:00001040,satisfied,0.96,5,evaluating,detailed,374,1,1.21,1,0,0.81,0.444,1
lead:00001041,angry,-0.61,-1,comparison_shopping,medium,171,0,0.15,1,0,-0.39,0.47,0
lead:00001042,dissatisfied,-0.44,-1,closing,long,241,1,2.44,0,0,-0.25,0.613,1
lead:00001043,curious,0.19,4,churning,medium,172,0,0.28,2,1,0.16,0.34,0
lead:00001044,angry,-0.66,-2,information_seeking,detailed,357,0,0.0,0,0,-0.65,0.431,1
lead:00001045,satisfied,0.98,4,ready_to_buy,long,249,0,2.69,0,0,0.78,0.618,1
lead:00001046,interested,0.44,4,comparison_shopping,medium,174,1,0.83,0,0,0.46,0.408,1
lead:00001047,dissatisfied,-0.77,-3,at_risk,short,116,0,0.0,1,0,-0.44,0.391,0
lead:00001048,interested,0.41,6,comparison_shopping,short,156,1,0.67,4,1,0.31,0.454,1
lead:00001049,negotiating,0.47,3,upsell_opportunity,medium,171,1,1.88,0,0,0.21,0.563,1
lead:00001050,urgent,0.68,7,information_seeking,short,123,0,1.12,2,1,0.47,0.414,1
lead:00001051,satisfied,0.77,4,evaluating,medium,219,0,1.27,0,0,0.73,0.457,1
lead:00001052,negotiating,0.6,2,comparison_shopping,medium,180,0,0.74,0,0,0.37,0.38,1
lead:00001053,dissatisfied,-0.6,-1,at_risk,medium,183,0,0.03,2,1,-0.36,0.312,0
lead:00001054,urgent,0.57,2,information_seeking,detailed,464,0,0.89,0,0,0.32,0.506,1
lead:00001055,negotiating,0.52,5,at_risk,short,153,1,0.67,0,0,0.23,0.472,0
lead:00001056,curious,0.39,3,evaluating,long,295,0,1.11,0,0,0.31,0.545,1
lead:00001057,urgent,0.77,6,upsell_opportunity,medium,227,0,2.3,4,1,0.32,0.548,1
lead:00001058,satisfied,0.91,4,comparison_shopping,medium,217,0,0.9,0,0,0.92,0.362,0
lead:00001059,urgent,0.66,4,at_risk,medium,199,1,0.66,1,0,0.43,0.471,1
lead:00001060,urgent,0.6,4,closing,medium,168,1,2.61,0,0,0.37,0.612,1
lead:00001061,angry,-0.92,-2,evaluating,medium,189,0,0.6,3,1,-0.5,0.593,0
lead:00001062,dissatisfied,-0.62,-1,at_risk,short,137,0,0.0,1,0,-0.43,0.442,0
lead:00001063,negotiating,0.51,4,negotiating,long,236,0,1.27,0,0,0.38,0.504,1
lead:00001064,angry,-0.66,-1,window_shopping,short,135,0,0.0,7,1,-0.24,0.406,0
lead:00001065,interested,0.46,7,comparison_shopping,detailed,350,1,0.79,2,1,0.21,0.444,1
lead:00001066,satisfied,0.89,6,comparison_shopping,detailed,372,1,0.79,0,0,0.29,0.454,0
lead:00001067,urgent,0.87,5,at_risk,medium,205,0,0.64,0,0,0.67,0.452,0
lead:00001068,urgent,0.77,4,information_seeking,detailed,451,0,0.91,0,0,0.54,0.526,1
lead:00001069,urgent,0.85,6,window_shopping,short,125,0,0.69,4,1,0.73,0.421,0
lead:00001070,negotiating,0.43,3,ready_to_buy,long,320,1,2.75,0,0,0.33,0.645,1
lead:00001071,urgent,0.9,6,evaluating,long,282,1,1.44,0,0,0.48,0.553,1
lead:00001072,urgent,0.77,4,churning,short,116,0,0.5,1,1,0.47,0.328,0
lead:00001073,satisfied,0.71,4,negotiating,medium,185,1,1.4,0,0,0.69,0.514,1
lead:00001074,angry,-0.6,-3,negotiating,detailed,499,1,0.98,0,0,-0.48,0.627,0
lead:00001075,urgent,0.7,6,closing,long,265,1,2.66,7,1,0.4,0.693,1
lead:00001076,satisfied,0.74,6,closing,long,325,1,2.85,1,0,0.51,0.614,1
lead:00001077,urgent,0.73,2,comparison_shopping,short,106,0,1.26,0,0,0.66,0.44,1
lead:00001078,dissatisfied,-0.54,-2,information_seeking,long,295,1,0.37,0,0,-0.32,0.427,0
lead:00001079,curious,0.25,3,window_shopping,medium,201,0,0.46,0,0,0.14,0.468,0
lead:00001080,angry,-0.83,-3,at_risk,short,130,0,0.0,0,0,-0.87,0.438,0
lead:00001081,angry,-0.66,-3,window_shopping,short,111,0,0.0,0,0,-0.68,0.52,0
lead:00001082,dissatisfied,-0.2,0,ready_to_buy,detailed,332,0,2.06,0,0,-0.2,0.605,1
lead:00001083,negotiating,0.64,4,upsell_opportunity,medium,203,1,2.26,0,0,0.48,0.628,1
lead:00001084,curious,0.47,6,information_seeking,long,274,0,0.74,5,1,0.4,0.533,0
lead:00001085,curious,0.1,5,closing,long,267,0,2.55,3,1,0.0,0.714,1
lead:00001086,urgent,0.7,7,churning,medium,176,0,0.33,4,1,0.46,0.439,0
lead:00001087,negotiating,0.32,2,negotiating,detailed,499,1,1.34,0,0,0.03,0.5,1
lead:00001088,satisfied,0.87,8,upsell_opportunity,medium,185,1,2.44,3,1,0.46,0.525,1
lead:00001089,dissatisfied,-0.23,0,ready_to_buy,long,287,0,2.15,1,0,-0.16,0.601,1
lead:00001090,urgent,0.73,4,ready_to_buy,long,281,1,2.84,0,0,0.51,0.615,1
lead:00001091,interested,0.59,6,evaluating,long,261,0,1.25,6,1,0.57,0.556,0
lead:00001092,urgent,0.84,6,at_risk,medium,200,0,0.59,6,1,0.62,0.311,1
lead:00001093,angry,-0.78,-3,at_risk,short,123,0,0.0,0,0,-0.53,0.429,0
lead:00001094,angry,-0.82,-3,at_risk,short,124,0,0.0,0,0,-0.52,0.375,0
lead:00001095,angry,-0.53,-2,upsell_opportunity,medium,201,1,1.6,0,0,-0.38,0.631,0
lead:00001096,curious,0.16,1,upsell_opportunity,medium,198,0,1.86,1,0,0.14,0.618,1
lead:00001097,angry,-0.66,-3,negotiating,long,319,1,0.83,0,0,-0.51,0.56,0
lead:00001098,urgent,0.85,6,closing,long,325,0,3.16,4,1,0.74,0.681,1
lead:00001099,curious,0.4,5,evaluating,long,315,0,1.02,7,1,0.41,0.586,0
lead:00001100,interested,0.55,6,evaluating,detailed,402,1,1.38,1,0,0.29,0.52,0
lead:00001101,dissatisfied,-0.33,-1,evaluating,medium,175,0,1.01,0,0,0.09,0.529,0
lead:00001102,interested,0.48,3,upsell_opportunity,medium,175,1,2.18,1,0,0.29,0.566,1
lead:00001103,interested,0.56,5,comparison_shopping,long,253,0,0.85,1,0,0.48,0.468,0
lead:00001104,dissatisfied,-0.77,-2,churning,medium,180,1,0.0,2,0,-0.6,0.267,0
lead:00001105,dissatisfied,-0.54,1,ready_to_buy,long,261,1,2.14,6,1,-0.29,0.619,1
lead:00001106,urgent,0.62,7,closing,long,276,0,2.9,3,1,0.62,0.662,1
lead:00001107,negotiating,0.54,8,evaluating,long,288,1,1.19,4,1,0.37,0.512,1
lead:00001108,negotiating,0.47,5,churning,medium,228,0,0.24,6,1,0.56,0.291,0
lead:00001109,satisfied,0.94,6,upsell_opportunity,long,240,1,2.25,1,0,0.73,0.62,1
lead:00001110,dissatisfied,-0.48,0,information_seeking,medium,191,1,0.42,0,0,-0.51,0.438,0
lead:00001111,satisfied,0.81,5,closing,detailed,350,1,3.21,0,0,0.46,0.672,1
lead:00001112,dissatisfied,-0.78,-4,closing,medium,180,0,2.17,0,0,-0.7,0.714,1
lead:00001113,urgent,0.67,6,closing,long,303,1,3.03,1,0,0.2,0.605,1
lead:00001114,angry,-0.94,0,information_seeking,short,127,1,0.23,5,1,-0.46,0.453,1
lead:00001115,curious,0.49,7,comparison_shopping,medium,182,1,1.08,3,1,0.34,0.463,0
lead:00001116,dissatisfied,-0.71,-4,negotiating,detailed,394,1,0.99,0,0,-0.51,0.616,0
lead:00001117,urgent,0.61,3,at_risk,medium,218,0,0.44,0,0,0.54,0.481,0
lead:00001118,negotiating,0.46,2,churning,short,155,1,0.11,0,0,0.2,0.334,0
lead:00001119,negotiating,0.59,5,comparison_shopping,long,242,1,0.87,1,1,0.43,0.493,0
lead:00001120,satisfied,0.73,5,upsell_opportunity,medium,229,1,2.21,1,1,0.26,0.64,1
lead:00001121,urgent,0.7,3,information_seeking,medium,196,1,0.71,0,0,0.45,0.499,0
lead:00001122,urgent,0.79,6,closing,medium,189,0,3.11,1,1,0.23,0.67,1
lead:00001123,angry,-0.6,-3,at_risk,medium,224,0,0.04,1,0,-0.57,0.45,0
lead:00001124,negotiating,0.4,1,comparison_shopping,medium,214,0,0.62,0,0,0.27,0.396,0
lead:00001125,negotiating,0.48,4,comparison_shopping,short,154,1,0.66,1,0,0.25,0.502,0
lead:00001126,negotiating,0.34,4,upsell_opportunity,long,306,1,1.59,0,0,0.21,0.645,1
lead:00001127,satisfied,0.85,8,at_risk,short,111,0,0.69,4,1,0.56,0.455,0
lead:00001128,negotiating,0.54,3,churning,medium,206,0,0.32,0,0,0.22,0.313,0
lead:00001129,satisfied,0.75,2,churning,medium,182,0,0.31,0,0,0.57,0.307,0
lead:00001130,urgent,0.76,4,at_risk,medium,174,0,0.69,3,0,0.66,0.401,1
lead:00001131,dissatisfied,-0.4,-2,evaluating,short,127,1,0.75,0,0,-0.32,0.488,0
lead:00001132,urgent,0.64,4,evaluating,long,238,0,1.46,0,0,0.58,0.479,1
lead:00001133,curious,0.39,5,ready_to_buy,medium,186,1,2.51,7,1,0.21,0.67,1
lead:00001134,urgent,0.87,4,ready_to_buy,long,243,0,2.7,1,0,0.45,0.599,1
lead:00001135,satisfied,0.77,3,ready_to_buy,long,283,0,2.83,1,0,0.42,0.562,1
lead:00001136,negotiating,0.36,2,ready_to_buy,medium,204,1,2.34,0,0,0.04,0.665,1
lead:00001137,interested,0.59,6,negotiating,long,321,1,1.31,6,1,0.37,0.611,1
lead:00001138,curious,0.46,2,ready_to_buy,long,264,1,2.35,0,0,0.3,0.651,1
lead:00001139,interested,0.39,4,evaluating,short,135,1,1.1,0,0,0.09,0.566,1
lead:00001140,interested,0.43,6,information_seeking,long,249,1,0.94,5,1,0.23,0.542,1
lead:00001141,satisfied,0.92,6,negotiating,long,269,0,1.75,2,0,0.34,0.588,1
lead:00001142,negotiating,0.37,3,at_risk,medium,219,0,0.32,1,0,0.31,0.494,0
lead:00001143,urgent,0.79,6,window_shopping,short,156,0,0.71,3,1,0.72,0.381,1
lead:00001144,angry,-0.64,-2,ready_to_buy,medium,168,1,2.2,0,0,-0.57,0.634,0
lead:00001145,urgent,0.65,3,comparison_shopping,medium,217,1,0.51,0,0,0.63,0.502,0
lead:00001146,angry,-0.52,-3,at_risk,medium,204,0,0.06,0,0,-0.34,0.373,0
lead:00001147,negotiating,0.51,3,comparison_shopping,detailed,391,1,0.8,0,0,0.54,0.505,0
lead:00001148,urgent,0.84,3,at_risk,short,116,0,0.82,0,0,0.58,0.411,0
lead:00001149,negotiating,0.52,4,closing,long,243,0,2.74,0,0,0.34,0.698,1
lead:00001150,curious,0.34,6,negotiating,detailed,378,1,1.25,6,1,0.52,0.61,1
lead:00001151,interested,0.29,3,ready_to_buy,detailed,406,1,2.36,0,0,0.09,0.633,1
lead:00001152,interested,0.29,4,closing,detailed,404,1,2.61,1,0,0.25,0.659,1
lead:00001153,dissatisfied,-0.76,-3,evaluating,medium,191,1,0.38,0,0,-0.41,0.446,1
lead:00001154,angry,-0.86,-4,evaluating,short,155,0,0.23,0,0,-0.24,0.474,0
lead:00001155,interested,0.43,4,window_shopping,short,133,0,0.41,5,1,0.21,0.444,0
lead:00001156,satisfied,0.93,4,information_seeking,long,261,0,1.08,0,0,0.58,0.398,0
lead:00001157,curious,0.09,3,closing,detailed,482,1,2.67,0,0,0.35,0.596,1
lead:00001158,urgent,0.78,7,window_shopping,short,142,0,0.88,3,1,0.49,0.459,0
lead:00001159,curious,0.41,2,churning,short,130,0,0.04,0,0,0.23,0.327,0
lead:00001160,negotiating,0.38,3,ready_to_buy,detailed,471,1,2.66,0,0,0.31,0.564,1
lead:00001161,dissatisfied,-0.32,-3,comparison_shopping,medium,193,0,0.31,0,0,0.05,0.506,0
lead:00001162,urgent,0.66,4,negotiating,medium,221,1,1.63,0,0,0.62,0.52,0
lead:00001163,urgent,0.81,6,churning,medium,211,0,0.6,2,0,0.5,0.268,0
lead:00001164,negotiating,0.56,7,information_seeking,long,316,1,0.79,2,0,0.71,0.438,0
lead:00001165,urgent,0.75,5,churning,short,107,0,0.6,1,0,0.62,0.32,0
lead:00001166,negotiating,0.48,4,evaluating,short,109,1,1.22,0,0,0.21,0.566,0
lead:00001167,dissatisfied,-0.35,-2,at_risk,short,143,0,0.0,1,0,0.05,0.351,0
lead:00001168,urgent,0.55,8,upsell_opportunity,medium,211,1,1.82,7,1,0.41,0.632,1
lead:00001169,urgent,0.67,4,churning,short,142,0,0.61,1,1,0.68,0.419,0
lead:00001170,urgent,0.65,3,negotiating,detailed,495,0,1.61,0,0,0.61,0.575,0
lead:00001171,interested,0.5,3,at_risk,short,137,1,0.55,0,0,0.09,0.443,1
lead:00001172,urgent,0.6,7,churning,short,107,0,0.36,3,1,0.48,0.314,1
lead:00001173,interested,0.34,3,upsell_opportunity,detailed,371,1,1.96,1,0,-0.09,0.523,1
lead:00001174,angry,-0.82,0,comparison_shopping,medium,229,0,0.12,3,1,-0.67,0.455,0
lead:00001175,curious,0.25,6,comparison_shopping,medium,197,0,0.56,2,1,0.23,0.392,0
lead:00001176,angry,-0.88,-2,negotiating,long,268,1,0.77,0,0,-0.45,0.642,1
lead:00001177,angry,-0.53,0,information_seeking,detailed,335,0,0.67,3,1,-0.49,0.416,0
lead:00001178,angry,-0.63,0,negotiating,long,265,1,0.53,7,1,-0.55,0.529,1
lead:00001179,angry,-0.55,-2,ready_to_buy,long,280,1,1.96,0,0,-0.48,0.591,1
lead:00001180,dissatisfied,-0.31,2,negotiating,detailed,367,1,1.0,1,1,0.0,0.549,1
lead:00001181,curious,0.05,5,ready_to_buy,detailed,472,1,2.46,4,1,-0.05,0.59,1
lead:00001182,dissatisfied,-0.43,0,window_shopping,medium,208,0,0.0,5,1,-0.39,0.424,1
lead:00001183,angry,-0.84,-2,ready_to_buy,long,261,1,1.83,0,0,-0.61,0.652,1
lead:00001184,dissatisfied,-0.63,-1,negotiating,detailed,432,1,1.01,1,0,-0.66,0.644,0
lead:00001185,satisfied,0.96,6,churning,short,115,1,0.7,0,0,0.8,0.392,1
lead:00001186,curious,0.01,4,ready_to_buy,detailed,389,1,1.98,4,1,0.05,0.574,1
lead:00001187,negotiating,0.62,6,window_shopping,medium,221,0,0.3,1,1,0.32,0.371,0
lead:00001188,interested,0.54,4,window_shopping,medium,170,0,0.73,0,0,0.34,0.503,1
lead:00001189,angry,-0.88,1,window_shopping,medium,206,1,0.0,5,1,-0.64,0.492,0
lead:00001190,curious,0.37,3,at_risk,short,151,0,0.56,0,0,0.08,0.445,0
lead:00001191,curious,0.29,7,closing,medium,182,1,2.8,4,1,0.03,0.581,1
lead:00001192,urgent,0.89,5,evaluating,medium,200,0,1.28,0,0,0.59,0.593,1
lead:00001193,satisfied,0.73,6,negotiating,medium,191,1,1.57,1,0,0.68,0.6,1
lead:00001194,satisfied,0.87,6,information_seeking,detailed,380,0,1.1,1,0,0.61,0.389,1
lead:00001195,curious,0.14,2,window_shopping,medium,182,1,0.33,1,0,0.17,0.368,1
lead:00001196,satisfied,0.87,7,churning,short,119,0,0.75,1,1,0.4,0.303,1
lead:00001197,interested,0.35,4,comparison_shopping,short,109,0,0.56,1,0,0.15,0.53,0
lead:00001198,angry,-1.0,-3,ready_to_buy,medium,194,1,1.76,0,0,-0.79,0.562,1
lead:00001199,angry,-0.54,-4,upsell_opportunity,short,139,0,1.63,0,0,-0.36,0.569,0
lead:00001200,curious,0.45,7,upsell_opportunity,detailed,388,1,2.0,2,1,0.11,0.649,1
lead:00001201,dissatisfied,-0.59,-1,closing,medium,188,1,2.34,1,0,-0.5,0.659,1
lead:00001202,satisfied,0.77,6,evaluating,detailed,441,1,1.32,2,1,0.53,0.524,1
lead:00001203,curious,0.29,7,negotiating,medium,173,1,1.47,5,1,0.31,0.518,1
lead:00001204,urgent,0.79,2,churning,short,146,0,0.47,0,0,0.31,0.281,0
lead:00001205,negotiating,0.34,2,information_seeking,short,121,0,0.6,0,0,0.45,0.55,1
lead:00001206,curious,0.31,4,evaluating,medium,192,1,1.05,0,0,0.2,0.548,0
lead:00001207,angry,-0.61,1,at_risk,medium,203,0,0.0,7,1,-0.38,0.418,0
lead:00001208,negotiating,0.52,7,evaluating,medium,188,0,0.92,4,1,0.22,0.552,1
lead:00001209,satisfied,0.99,6,window_shopping,short,123,0,0.91,2,1,0.35,0.506,0
lead:00001210,urgent,0.88,8,upsell_opportunity,medium,182,1,2.24,7,1,0.63,0.563,1
lead:00001211,curious,0.4,1,window_shopping,short,140,0,0.2,0,0,0.34,0.373,0
lead:00001212,dissatisfied,-0.59,-1,churning,short,135,0,0.0,6,1,-0.45,0.293,1
lead:00001213,interested,0.48,5,evaluating,medium,174,0,1.09,5,1,0.36,0.445,0
lead:00001214,angry,-0.85,-3,evaluating,medium,213,1,0.56,0,0,-0.46,0.512,0
lead:00001215,satisfied,0.98,5,information_seeking,medium,211,1,1.27,1,0,0.57,0.446,1
lead:00001216,curious,0.3,4,information_seeking,long,246,1,0.57,1,0,0.2,0.525,1
lead:00001217,dissatisfied,-0.45,1,closing,detailed,483,1,2.23,2,0,-0.39,0.692,0
lead:00001218,negotiating,0.37,2,window_shopping,medium,175,1,0.24,0,0,0.21,0.477,0
lead:00001219,urgent,0.66,8,ready_to_buy,detailed,370,1,2.51,7,1,0.68,0.582,1
lead:00001220,negotiating,0.66,5,negotiating,detailed,466,1,1.61,0,0,0.65,0.595,1
lead:00001221,negotiating,0.59,2,ready_to_buy,medium,211,0,2.78,0,0,0.11,0.676,1
lead:00001222,satisfied,0.8,3,evaluating,detailed,358,0,1.34,0,0,0.95,0.507,1
lead:00001223,satisfied,0.85,5,at_risk,medium,223,0,0.86,0,0,0.57,0.422,1
lead:00001224,interested,0.56,6,information_seeking,medium,197,1,0.9,4,1,0.5,0.425,1
lead:00001225,negotiating,0.45,3,closing,medium,183,0,2.72,0,0,0.5,0.646,1
lead:00001226,curious,0.49,1,evaluating,short,137,0,1.12,0,0,0.31,0.534,1
lead:00001227,urgent,0.8,5,at_risk,medium,222,0,0.59,1,0,0.47,0.378,1
lead:00001228,urgent,0.9,6,closing,detailed,455,1,2.8,0,0,0.52,0.583,1
lead:00001229,interested,0.44,6,upsell_opportunity,medium,210,0,2.07,4,1,0.42,0.628,1
lead:00001230,dissatisfied,-0.73,-3,upsell_opportunity,long,235,1,1.27,1,0,-0.66,0.604,0
lead:00001231,interested,0.42,3,negotiating,detailed,431,1,1.21,0,0,0.51,0.547,0
lead:00001232,angry,-0.55,0,closing,medium,175,0,2.26,2,0,-0.63,0.718,1
lead:00001233,curious,0.2,2,comparison_shopping,long,265,1,0.71,0,0,-0.16,0.378,0
lead:00001234,dissatisfied,-0.54,-3,negotiating,detailed,391,1,0.88,0,0,-0.22,0.592,1
lead:00001235,urgent,0.79,5,evaluating,medium,215,0,1.37,6,1,0.45,0.469,1
lead:00001236,angry,-0.72,-5,churning,medium,175,0,0.0,0,0,-0.35,0.439,0
lead:00001237,urgent,0.86,6,window_shopping,short,128,0,0.63,7,1,0.41,0.455,0
lead:00001238,dissatisfied,-0.75,-3,churning,short,115,0,0.0,0,0,-0.53,0.43,0
lead:00001239,interested,0.33,2,comparison_shopping,long,311,1,0.64,0,0,0.01,0.498,1
lead:00001240,interested,0.36,1,closing,long,294,0,2.96,0,0,0.44,0.629,1
lead:00001241,dissatisfied,-0.53,-1,upsell_opportunity,long,239,1,1.42,1,0,-0.59,0.643,0
lead:00001242,negotiating,0.36,7,at_risk,medium,212,1,0.4,5,1,0.38,0.392,0
lead:00001243,dissatisfied,-0.35,-2,window_shopping,short,129,0,0.0,0,0,0.07,0.389,0
lead:00001244,dissatisfied,-0.54,-2,upsell_opportunity,medium,211,1,1.33,0,0,-0.34,0.549,0
lead:00001245,urgent,0.89,5,ready_to_buy,medium,229,1,2.58,0,0,0.93,0.648,1
lead:00001246,interested,0.37,4,ready_to_buy,medium,198,1,2.22,0,0,0.13,0.629,1
lead:00001247,negotiating,0.59,4,ready_to_buy,long,274,1,2.59,1,0,0.66,0.619,1
lead:00001248,satisfied,0.81,8,closing,long,233,1,2.75,6,1,0.63,0.696,1
lead:00001249,interested,0.28,4,ready_to_buy,long,259,1,2.53,0,0,0.37,0.589,1
lead:00001250,curious,0.32,4,closing,long,258,1,2.66,1,1,0.02,0.604,0
lead:00001251,satisfied,0.84,4,upsell_opportunity,short,119,1,2.49,0,0,0.93,0.556,1
lead:00001252,dissatisfied,-0.79,-1,evaluating,long,271,0,0.33,2,0,-0.8,0.589,1
lead:00001253,urgent,0.66,5,comparison_shopping,short,125,0,0.72,1,0,0.38,0.516,1
lead:00001254,interested,0.47,6,churning,medium,227,0,0.46,3,1,0.11,0.394,1
lead:00001255,satisfied,0.81,8,information_seeking,short,131,1,1.12,2,1,0.43,0.423,0
lead:00001256,curious,0.04,3,information_seeking,medium,213,0,0.15,5,1,0.0,0.539,1
lead:00001257,urgent,0.65,4,information_seeking,detailed,426,0,0.81,0,0,0.23,0.46,1
lead:00001258,interested,0.36,5,window_shopping,medium,168,0,0.1,7,1,0.3,0.432,0
lead:00001259,angry,-0.64,-1,information_seeking,medium,201,1,0.21,0,0,-0.58,0.435,1
lead:00001260,urgent,0.78,5,churning,short,128,1,0.5,0,0,0.63,0.298,0
lead:00001261,satisfied,0.97,5,at_risk,short,108,0,0.6,0,0,0.89,0.385,1
lead:00001262,interested,0.6,3,comparison_shopping,short,100,0,0.83,1,0,0.54,0.456,0
lead:00001263,interested,0.31,3,comparison_shopping,long,264,0,0.9,1,1,0.4,0.505,0
lead:00001264,interested,0.58,3,comparison_shopping,detailed,439,1,1.05,0,0,0.83,0.374,1
lead:00001265,negotiating,0.69,7,closing,detailed,467,1,2.79,7,1,0.34,0.682,1
lead:00001266,urgent,0.78,6,information_seeking,medium,214,1,0.88,5,1,0.53,0.544,1
lead:00001267,interested,0.46,4,upsell_opportunity,medium,224,1,1.7,1,0,0.36,0.619,1
lead:00001268,interested,0.38,3,information_seeking,detailed,368,0,0.84,0,0,0.05,0.484,0
