lead_id,product_category,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,sale_closed,days_in_pipeline,pipeline_velocity
lead:00001222,chiller,industrial,4,357000,18,high,15,11-20t,industrial_11-20t,421260,3.6e-05,0,0,0.553,Manual Follow Up,0,0,9,0.2723
lead:00001223,hybrid,combo,4,85500,18,mid,9,6-10t,combo_6-10t,100890,8.9e-05,1,0,0.622,Contract Sent,1,1,5,0.9977
lead:00001224,hybrid,solar_hybrid,5,238000,18,high,3,1-5t,solar_hybrid_1-5t,280840,1.1e-05,0,0,0.502,New Lead,0,0,2,0.4911
lead:00001225,hybrid,combo,4,111500,18,mid,6,6-10t,combo_6-10t,131570,4.6e-05,1,0,0.554,Closed,1,1,3,2.0012
lead:00001226,chiller,air_cooled,4,245500,18,high,12,11-20t,air_cooled_11-20t,289690,4.1e-05,1,0,0.594,Quotation,1,1,22,0.1649
lead:00001227,chiller,centrifugal,4,614000,18,enterprise,49,21-50t,centrifugal_21-50t,724520,6.8e-05,1,1,0.508,Closed,0,1,0,6.0
lead:00001228,chiller,absorption,5,621000,18,enterprise,18,11-20t,absorption_11-20t,732780,2.5e-05,1,1,0.513,Proposal Sent,0,1,10,0.3583
lead:00001229,cooler,portable,1,31000,12,low,10,6-10t,portable_6-10t,34720,0.000288,1,0,0.571,Quotation,0,1,19,0.185
lead:00001230,chiller,centrifugal,4,406000,18,enterprise,14,11-20t,centrifugal_11-20t,479080,2.9e-05,1,1,0.524,Closed,1,1,3,1.9962
lead:00001231,cooler,evaporative,2,26500,12,low,2,1-5t,evaporative_1-5t,29680,6.7e-05,1,1,0.683,Closed,1,1,0,6.0
lead:00001232,hybrid,combo,4,120500,18,mid,4,1-5t,combo_1-5t,142190,2.8e-05,1,0,0.522,Proposal Sent,0,1,14,0.2468
lead:00001233,hybrid,combo,4,97000,18,mid,17,11-20t,combo_11-20t,114460,0.000149,1,0,0.58,Follow Up / Negot.,1,1,11,0.3693
lead:00001234,chiller,centrifugal,5,450500,18,enterprise,6,6-10t,centrifugal_6-10t,531590,1.1e-05,1,1,0.446,Contract Sent,0,1,10,0.5038
lead:00001235,chiller,rooftop,4,372000,18,high,18,11-20t,rooftop_11-20t,438960,4.1e-05,1,0,0.507,Sales Follow Up,0,0,11,0.2231
lead:00001236,chiller,screw,5,328500,18,high,14,11-20t,screw_11-20t,387630,3.6e-05,1,1,0.454,Demo Scheduled,0,0,20,0.1497
lead:00001237,hybrid,inverter,3,116500,18,mid,8,6-10t,inverter_6-10t,137470,5.8e-05,1,0,0.547,Quotation,1,1,22,0.1639
lead:00001238,cooler,split,3,69000,12,mid,2,1-5t,split_1-5t,77280,2.6e-05,1,0,0.646,Sales Follow Up,0,0,102,0.0322
lead:00001239,cooler,cassette,3,63500,12,mid,2,1-5t,cassette_1-5t,71120,2.8e-05,1,0,0.647,Sales Qualified,0,0,8,0.2495
lead:00001240,cooler,portable,1,19000,12,low,7,6-10t,portable_6-10t,21280,0.000329,1,0,0.66,Quotation,0,1,22,0.1572
lead:00001241,hybrid,premium,3,132500,18,mid,1,1-5t,premium_1-5t,156350,6e-06,0,0,0.526,New Lead,0,0,2,0.4975
lead:00001242,cooler,floor_stand,2,23000,12,low,4,1-5t,floor_stand_1-5t,25760,0.000155,1,0,0.618,Follow Up / Negot.,0,1,34,0.1104
lead:00001243,hybrid,dual_fuel,5,180000,18,high,29,21-50t,dual_fuel_21-50t,212400,0.000137,0,0,0.482,Manual Follow Up,0,0,12,0.2151
lead:00001244,chiller,scroll,4,302000,18,high,18,11-20t,scroll_11-20t,356360,5.1e-05,1,1,0.518,Quotation,1,1,24,0.1483
lead:00001245,chiller,rooftop,4,252500,18,high,13,11-20t,rooftop_11-20t,297950,4.4e-05,1,0,0.553,Quotation,0,0,14,0.2533
lead:00001246,chiller,air_cooled,3,226000,18,high,21,21-50t,air_cooled_21-50t,266680,7.9e-05,0,0,0.587,Follow Up / Negot.,0,1,25,0.1533
lead:00001247,chiller,screw,5,531500,18,enterprise,6,6-10t,screw_6-10t,627170,1e-05,1,1,0.495,New Lead,0,0,2,0.5081
lead:00001248,chiller,rooftop,4,338500,18,high,16,11-20t,rooftop_11-20t,399430,4e-05,1,0,0.49,Contract Sent,1,1,7,0.7126
lead:00001249,chiller,industrial,4,290000,18,high,17,11-20t,industrial_11-20t,342200,5e-05,0,0,0.505,Demo Scheduled,0,0,13,0.2367
lead:00001250,hybrid,premium,3,104000,18,mid,6,6-10t,premium_6-10t,122720,4.9e-05,0,0,0.532,Follow Up / Negot.,1,1,18,0.2304
lead:00001251,cooler,portable,1,20500,12,low,6,6-10t,portable_6-10t,22960,0.000261,1,0,0.636,Lost,0,0,37,0.0216
lead:00001252,cooler,modular,3,63000,12,mid,4,1-5t,modular_1-5t,70560,5.7e-05,1,1,0.572,Follow Up / Negot.,1,1,13,0.3036
lead:00001253,chiller,scroll,3,192000,18,high,54,51-100t,scroll_51-100t,226560,0.000238,0,1,0.558,Quotation,0,0,15,0.2382
lead:00001254,hybrid,premium,4,165000,18,high,7,6-10t,premium_6-10t,194700,3.6e-05,1,0,0.577,Closed,1,1,2,2.9945
lead:00001255,hybrid,vrf,5,241500,18,high,2,1-5t,vrf_1-5t,284970,7e-06,0,0,0.523,Sales Follow Up,0,0,20,0.1233
lead:00001256,hybrid,combo,4,127000,18,mid,23,21-50t,combo_21-50t,149860,0.000153,0,0,0.575,Follow Up / Negot.,0,1,20,0.1908
lead:00001257,chiller,air_cooled,3,282000,18,high,15,11-20t,air_cooled_11-20t,332760,4.5e-05,1,1,0.505,Contract Sent,1,1,7,0.7095
lead:00001258,chiller,scroll,4,290500,18,high,24,21-50t,scroll_21-50t,342790,7e-05,0,0,0.533,Demo Scheduled,0,0,20,0.1402
lead:00001259,cooler,economy,2,27000,12,low,4,1-5t,economy_1-5t,30240,0.000132,1,0,0.671,Quotation,0,1,21,0.1714
lead:00001260,cooler,floor_stand,2,36000,12,low,6,6-10t,floor_stand_6-10t,40320,0.000149,1,0,0.594,Quotation,1,1,10,0.3467
lead:00001261,chiller,industrial,5,400000,18,enterprise,44,21-50t,industrial_21-50t,472000,9.3e-05,1,1,0.454,Sales Qualified,0,0,5,0.392
lead:00001262,chiller,absorption,5,654000,18,enterprise,65,51-100t,absorption_51-100t,771720,8.4e-05,1,1,0.496,Quotation,1,1,23,0.1426
lead:00001263,cooler,cassette,3,73000,12,mid,10,6-10t,cassette_6-10t,81760,0.000122,1,0,0.585,Closed,0,1,0,6.0
lead:00001264,hybrid,vrf,4,183500,18,high,18,11-20t,vrf_11-20t,216530,8.3e-05,1,0,0.554,Follow Up / Negot.,1,1,33,0.1133
lead:00001265,chiller,glycol,4,221000,18,high,18,11-20t,glycol_11-20t,260780,6.9e-05,1,0,0.525,Proposal Sent,1,0,22,0.1527
lead:00001266,hybrid,heat_pump,4,149000,18,mid,2,1-5t,heat_pump_1-5t,175820,1.1e-05,1,0,0.534,Demo Scheduled,0,1,16,0.1959
lead:00001267,hybrid,combo,2,89500,18,mid,4,1-5t,combo_1-5t,105610,3.8e-05,0,1,0.573,Lost,0,0,50,0.0121
lead:00001268,cooler,economy,1,15500,12,low,1,1-5t,economy_1-5t,17360,5.8e-05,1,0,0.553,Proposal Sent,0,1,23,0.1482
lead:00001269,cooler,economy,2,25000,12,low,8,6-10t,economy_6-10t,28000,0.000286,1,0,0.613,Quotation,1,1,29,0.111
lead:00001270,chiller,rooftop,3,369500,18,high,11,11-20t,rooftop_11-20t,436010,2.5e-05,1,1,0.524,Contract Sent,0,0,10,0.5099
lead:00001271,chiller,industrial,5,282000,18,high,20,11-20t,industrial_11-20t,332760,6e-05,1,1,0.531,Follow Up / Negot.,1,1,19,0.2008
lead:00001272,hybrid,vrf,3,237500,18,high,4,1-5t,vrf_1-5t,280250,1.4e-05,1,0,0.491,Contract Sent,0,1,10,0.5068
lead:00001273,hybrid,solar_hybrid,5,208500,18,high,20,11-20t,solar_hybrid_11-20t,246030,8.1e-05,0,0,0.559,Lost,0,0,34,0.0298
lead:00001274,hybrid,inverter,3,88000,18,mid,1,1-5t,inverter_1-5t,103840,1e-05,0,0,0.559,Proposal Sent,0,1,16,0.2216
lead:00001275,hybrid,solar_hybrid,5,275500,18,high,3,1-5t,solar_hybrid_1-5t,325090,9e-06,0,0,0.567,Follow Up / Negot.,1,1,15,0.2703
lead:00001276,hybrid,solar_hybrid,4,244000,18,high,9,6-10t,solar_hybrid_6-10t,287920,3.1e-05,1,0,0.525,New Lead,0,0,0,1.0
lead:00001277,hybrid,heat_pump,3,126000,18,mid,3,1-5t,heat_pump_1-5t,148680,2e-05,1,0,0.535,Quotation,1,1,22,0.1574
lead:00001278,chiller,rooftop,3,369500,18,high,19,11-20t,rooftop_11-20t,436010,4.4e-05,1,0,0.476,Quotation,0,0,14,0.2416
lead:00001279,cooler,cassette,2,46500,12,low,4,1-5t,cassette_1-5t,52080,7.7e-05,0,0,0.579,Demo Scheduled,0,1,15,0.1939
lead:00001280,chiller,rooftop,3,398500,18,high,24,21-50t,rooftop_21-50t,470230,5.1e-05,1,1,0.489,Demo Scheduled,0,1,14,0.212
lead:00001281,cooler,evaporative,2,25500,12,low,8,6-10t,evaporative_6-10t,28560,0.00028,0,0,0.555,Follow Up / Negot.,0,1,15,0.2723
lead:00001282,hybrid,inverter,3,73500,18,mid,1,1-5t,inverter_1-5t,86730,1.2e-05,1,1,0.589,Follow Up / Negot.,0,1,29,0.1369
lead:00001283,chiller,air_cooled,3,185000,18,high,8,6-10t,air_cooled_6-10t,218300,3.7e-05,1,1,0.45,Sales Qualified,0,1,11,0.1813
lead:00001284,chiller,scroll,4,256500,18,high,14,11-20t,scroll_11-20t,302670,4.6e-05,0,0,0.548,On Hold,0,0,62,0.0144
lead:00001285,hybrid,heat_pump,4,144000,18,mid,46,21-50t,heat_pump_21-50t,169920,0.000271,1,1,0.603,Closed,0,1,2,2.9999
lead:00001286,chiller,absorption,4,650500,18,enterprise,14,11-20t,absorption_11-20t,767590,1.8e-05,1,1,0.402,Contract Sent,0,1,11,0.4578
lead:00001287,hybrid,premium,4,152500,18,high,8,6-10t,premium_6-10t,179950,4.4e-05,1,0,0.517,Quotation,0,1,10,0.3568
lead:00001288,hybrid,inverter,3,88500,18,mid,5,1-5t,inverter_1-5t,104430,4.8e-05,1,0,0.563,Contract Sent,1,1,12,0.4156
lead:00001289,chiller,glycol,3,206500,18,high,17,11-20t,glycol_11-20t,243670,7e-05,1,0,0.59,Quotation,0,0,26,0.1247
lead:00001290,cooler,modular,3,71500,12,mid,3,1-5t,modular_1-5t,80080,3.7e-05,1,0,0.591,Quotation,1,1,16,0.2175
lead:00001291,cooler,evaporative,1,15000,12,low,3,1-5t,evaporative_1-5t,16800,0.000179,1,0,0.612,Follow Up / Negot.,1,1,22,0.1731
lead:00001292,hybrid,combo,3,83000,18,mid,2,1-5t,combo_1-5t,97940,2e-05,0,0,0.608,Manual Follow Up,0,0,25,0.0959
lead:00001293,chiller,scroll,3,288000,18,high,24,21-50t,scroll_21-50t,339840,7.1e-05,1,1,0.576,Contract Sent,0,0,13,0.3796
lead:00001294,cooler,modular,3,74000,12,mid,9,6-10t,modular_6-10t,82880,0.000109,1,0,0.61,On Hold,0,0,62,0.0173
lead:00001295,chiller,rooftop,4,417500,18,enterprise,100,51-100t,rooftop_51-100t,492650,0.000203,1,1,0.517,Follow Up / Negot.,0,0,33,0.1252
lead:00001296,chiller,industrial,4,381000,18,high,36,21-50t,industrial_21-50t,449580,8e-05,1,0,0.555,On Hold,0,0,85,0.0121
lead:00001297,hybrid,solar_hybrid,4,202000,18,high,19,11-20t,solar_hybrid_11-20t,238360,8e-05,1,0,0.529,Proposal Sent,0,1,28,0.1338
lead:00001298,chiller,glycol,3,238000,18,high,32,21-50t,glycol_21-50t,280840,0.000114,0,0,0.45,Manual Follow Up,0,0,13,0.2015
lead:00001299,chiller,rooftop,4,344000,18,high,77,51-100t,rooftop_51-100t,405920,0.00019,0,0,0.454,Lost,0,0,56,0.014
lead:00001300,hybrid,heat_pump,3,133000,18,mid,12,11-20t,heat_pump_11-20t,156940,7.6e-05,1,0,0.608,Contract Sent,1,1,15,0.3315
lead:00001301,hybrid,solar_hybrid,5,253500,18,high,7,6-10t,solar_hybrid_6-10t,299130,2.3e-05,0,1,0.488,Demo Scheduled,0,1,6,0.4978
lead:00001302,cooler,economy,2,29000,12,low,3,1-5t,economy_1-5t,32480,9.2e-05,1,0,0.688,Closed,1,1,0,6.0
lead:00001303,cooler,economy,2,19500,12,low,4,1-5t,economy_1-5t,21840,0.000183,1,0,0.637,Closed,1,1,1,5.9992
lead:00001304,chiller,glycol,3,219000,18,high,19,11-20t,glycol_11-20t,258420,7.4e-05,0,0,0.457,Proposal Sent,1,1,20,0.1703
lead:00001305,hybrid,vrf,3,196500,18,high,48,21-50t,vrf_21-50t,231870,0.000207,1,0,0.544,Quotation,0,1,15,0.2398
lead:00001306,hybrid,heat_pump,4,143500,18,mid,3,1-5t,heat_pump_1-5t,169330,1.8e-05,0,0,0.568,Sales Qualified,0,0,175,0.0197
lead:00001307,chiller,glycol,4,214500,18,high,30,21-50t,glycol_21-50t,253110,0.000119,1,0,0.579,Manual Follow Up,1,0,18,0.1393
lead:00001308,hybrid,inverter,3,91000,18,mid,4,1-5t,inverter_1-5t,107380,3.7e-05,1,0,0.546,Proposal Sent,0,1,179,0.0141
lead:00001309,cooler,evaporative,2,27500,12,low,9,6-10t,evaporative_6-10t,30800,0.000292,1,1,0.644,Lost,0,0,25,0.049
lead:00001310,hybrid,vrf,3,170500,18,high,39,21-50t,vrf_21-50t,201190,0.000194,0,0,0.561,New Lead,1,0,1,1.0032
lead:00001311,chiller,rooftop,3,330000,18,high,12,11-20t,rooftop_11-20t,389400,3.1e-05,1,0,0.578,Contract Sent,1,1,8,0.6281
lead:00001312,chiller,absorption,4,647500,18,enterprise,45,21-50t,absorption_21-50t,764050,5.9e-05,0,1,0.478,Manual Follow Up,0,0,11,0.2309
lead:00001313,cooler,evaporative,1,26000,12,low,10,6-10t,evaporative_6-10t,29120,0.000343,1,0,0.645,Demo Scheduled,1,1,14,0.2111
lead:00001314,cooler,evaporative,1,17500,12,low,9,6-10t,evaporative_6-10t,19600,0.000459,1,0,0.6,Closed,1,1,0,6.0
lead:00001315,hybrid,dual_fuel,4,216000,18,high,24,21-50t,dual_fuel_21-50t,254880,9.4e-05,1,1,0.507,Manual Follow Up,0,1,22,0.1178
lead:00001316,cooler,floor_stand,1,21500,12,low,4,1-5t,floor_stand_1-5t,24080,0.000166,1,0,0.667,Sales Follow Up,0,0,20,0.1165
lead:00001317,chiller,glycol,3,174500,18,high,17,11-20t,glycol_11-20t,205910,8.3e-05,0,1,0.552,Lost,0,0,51,0.0124
lead:00001318,cooler,floor_stand,2,26000,12,low,17,11-20t,floor_stand_11-20t,29120,0.000584,1,0,0.561,Sales Follow Up,0,1,12,0.218
lead:00001319,hybrid,premium,4,116500,18,mid,11,11-20t,premium_11-20t,137470,8e-05,1,0,0.521,Proposal Sent,0,1,16,0.2283
lead:00001320,chiller,scroll,3,248000,18,high,31,21-50t,scroll_21-50t,292640,0.000106,1,1,0.572,Contract Sent,0,0,13,0.3891
lead:00001321,cooler,evaporative,1,13000,12,low,5,1-5t,evaporative_1-5t,14560,0.000343,1,0,0.639,Quotation,0,0,8,0.4389
lead:00001322,cooler,modular,3,51000,12,mid,3,1-5t,modular_1-5t,57120,5.3e-05,1,0,0.622,Closed,0,0,88,0.0603
lead:00001323,chiller,scroll,3,263000,18,high,94,51-100t,scroll_51-100t,310340,0.000303,1,1,0.561,Closed,0,1,1,5.9958
lead:00001324,hybrid,combo,3,100000,18,mid,7,6-10t,combo_6-10t,118000,5.9e-05,1,0,0.65,Proposal Sent,1,1,19,0.18
lead:00001325,hybrid,vrf,5,193500,18,high,10,6-10t,vrf_6-10t,228330,4.4e-05,0,0,0.593,Sales Follow Up,0,0,11,0.2216
lead:00001326,cooler,split,3,49000,12,low,2,1-5t,split_1-5t,54880,3.6e-05,1,0,0.657,Quotation,0,1,14,0.242
lead:00001327,chiller,scroll,3,226500,18,high,48,21-50t,scroll_21-50t,267270,0.00018,1,0,0.556,Contract Sent,0,1,12,0.4141
lead:00001328,hybrid,solar_hybrid,4,178500,18,high,4,1-5t,solar_hybrid_1-5t,210630,1.9e-05,0,0,0.492,Sales Qualified,0,0,9,0.2304
lead:00001329,chiller,scroll,3,228500,18,high,6,6-10t,scroll_6-10t,269630,2.2e-05,1,0,0.59,Follow Up / Negot.,0,1,21,0.1951
lead:00001330,cooler,cassette,3,49000,12,low,9,6-10t,cassette_6-10t,54880,0.000164,1,0,0.574,Closed,1,1,3,1.9942
lead:00001331,chiller,absorption,5,644000,18,enterprise,12,11-20t,absorption_11-20t,759920,1.6e-05,0,1,0.442,Sales Follow Up,0,0,140,0.01
lead:00001332,hybrid,dual_fuel,5,145000,18,mid,6,6-10t,dual_fuel_6-10t,171100,3.5e-05,1,0,0.521,Contract Sent,0,1,10,0.4948
lead:00001333,hybrid,combo,2,127500,18,mid,10,6-10t,combo_6-10t,150450,6.6e-05,1,0,0.606,Sales Follow Up,0,0,12,0.1988
lead:00001334,hybrid,vrf,4,244500,18,high,12,11-20t,vrf_11-20t,288510,4.2e-05,1,0,0.57,Closed,0,1,2,2.9941
lead:00001335,hybrid,inverter,2,80000,18,mid,15,11-20t,inverter_11-20t,94400,0.000159,0,0,0.603,Follow Up / Negot.,1,1,17,0.2393
lead:00001336,hybrid,dual_fuel,4,142000,18,mid,10,6-10t,dual_fuel_6-10t,167560,6e-05,0,0,0.542,Manual Follow Up,0,0,14,0.1811
lead:00001337,cooler,modular,2,60000,12,mid,1,1-5t,modular_1-5t,67200,1.5e-05,1,0,0.565,Quotation,1,1,14,0.2581
lead:00001338,chiller,air_cooled,3,281500,18,high,6,6-10t,air_cooled_6-10t,332170,1.8e-05,1,1,0.531,Contract Sent,0,1,14,0.3595
lead:00001339,chiller,centrifugal,5,563000,18,enterprise,6,6-10t,centrifugal_6-10t,664340,9e-06,1,1,0.429,Closed,0,1,1,5.9976
lead:00001340,chiller,scroll,4,188500,18,high,50,21-50t,scroll_21-50t,222430,0.000225,1,0,0.547,Sales Qualified,0,0,5,0.4026
lead:00001341,chiller,centrifugal,4,508500,18,enterprise,18,11-20t,centrifugal_11-20t,600030,3e-05,0,1,0.453,On Hold,0,0,42,0.0384
lead:00001342,chiller,centrifugal,4,486000,18,enterprise,39,21-50t,centrifugal_21-50t,573480,6.8e-05,1,1,0.408,Closed,0,0,0,6.0
lead:00001343,hybrid,premium,4,169000,18,high,1,1-5t,premium_1-5t,199420,5e-06,1,0,0.465,Quotation,0,1,29,0.1297
lead:00001344,hybrid,dual_fuel,5,164500,18,high,2,1-5t,dual_fuel_1-5t,194110,1e-05,1,0,0.493,Closed,1,1,0,6.0
lead:00001345,hybrid,solar_hybrid,4,210000,18,high,19,11-20t,solar_hybrid_11-20t,247800,7.7e-05,1,0,0.593,On Hold,1,0,42,0.0365
lead:00001346,chiller,scroll,3,227000,18,high,10,6-10t,scroll_6-10t,267860,3.7e-05,1,0,0.589,Proposal Sent,0,0,19,0.193
lead:00001347,cooler,evaporative,1,12500,12,low,8,6-10t,evaporative_6-10t,14000,0.000571,0,0,0.564,Quotation,0,1,22,0.1635
lead:00001348,cooler,portable,1,32500,12,low,14,11-20t,portable_11-20t,36400,0.000385,1,0,0.651,Follow Up / Negot.,1,1,11,0.3603
lead:00001349,hybrid,heat_pump,3,159500,18,high,12,11-20t,heat_pump_11-20t,188210,6.4e-05,1,1,0.477,Manual Follow Up,0,0,25,0.1091
lead:00001350,hybrid,inverter,3,103000,18,mid,1,1-5t,inverter_1-5t,121540,8e-06,1,0,0.612,Contract Sent,0,1,14,0.3613
lead:00001351,chiller,absorption,5,531000,18,enterprise,43,21-50t,absorption_21-50t,626580,6.9e-05,0,1,0.408,Sales Follow Up,0,0,12,0.2024
lead:00001352,chiller,absorption,4,585000,18,enterprise,10,6-10t,absorption_6-10t,690300,1.4e-05,1,1,0.462,Manual Follow Up,1,0,16,0.162
lead:00001353,hybrid,premium,4,158000,18,high,3,1-5t,premium_1-5t,186440,1.6e-05,1,0,0.582,Proposal Sent,0,1,17,0.1962
lead:00001354,chiller,absorption,5,697500,18,enterprise,17,11-20t,absorption_11-20t,823050,2.1e-05,1,1,0.469,Quotation,1,1,14,0.2472
lead:00001355,chiller,centrifugal,5,638500,18,enterprise,9,6-10t,centrifugal_6-10t,753430,1.2e-05,1,1,0.444,Quotation,0,0,16,0.2252
lead:00001356,hybrid,premium,4,178000,18,high,17,11-20t,premium_11-20t,210040,8.1e-05,1,0,0.518,Closed,1,1,2,3.0035
lead:00001357,chiller,screw,5,519500,18,enterprise,14,11-20t,screw_11-20t,613010,2.3e-05,1,1,0.41,Follow Up / Negot.,0,0,18,0.2258
lead:00001358,chiller,glycol,4,249500,18,high,12,11-20t,glycol_11-20t,294410,4.1e-05,0,0,0.476,Lost,0,0,30,0.0291
lead:00001359,chiller,scroll,3,218000,18,high,66,51-100t,scroll_51-100t,257240,0.000257,1,0,0.452,Closed,0,1,3,1.9971
lead:00001360,cooler,cassette,3,57000,12,mid,1,1-5t,cassette_1-5t,63840,1.6e-05,1,1,0.618,Closed,1,1,3,1.9948
lead:00001361,chiller,rooftop,4,366000,18,high,26,21-50t,rooftop_21-50t,431880,6e-05,1,1,0.538,Follow Up / Negot.,1,1,29,0.1281
lead:00001362,cooler,floor_stand,1,27000,12,low,4,1-5t,floor_stand_1-5t,30240,0.000132,1,0,0.677,Closed,0,1,3,1.9925
lead:00001363,chiller,absorption,5,489500,18,enterprise,11,11-20t,absorption_11-20t,577610,1.9e-05,1,1,0.485,Follow Up / Negot.,0,1,22,0.1911
lead:00001364,cooler,portable,1,24500,12,low,9,6-10t,portable_6-10t,27440,0.000328,1,0,0.685,Proposal Sent,0,0,26,0.1412
lead:00001365,hybrid,dual_fuel,4,167000,18,high,18,11-20t,dual_fuel_11-20t,197060,9.1e-05,1,0,0.531,Closed,0,1,2,2.996
lead:00001366,hybrid,vrf,5,222500,18,high,26,21-50t,vrf_21-50t,262550,9.9e-05,0,0,0.588,Proposal Sent,0,0,21,0.1647
lead:00001367,cooler,floor_stand,2,21000,12,low,9,6-10t,floor_stand_6-10t,23520,0.000383,1,0,0.594,Quotation,0,1,16,0.2111
lead:00001368,hybrid,premium,4,149000,18,mid,7,6-10t,premium_6-10t,175820,4e-05,1,0,0.602,Closed,0,1,3,1.9911
lead:00001369,cooler,economy,2,22000,12,low,12,11-20t,economy_11-20t,24640,0.000487,1,0,0.617,Closed,1,1,1,6.0058
lead:00001370,chiller,scroll,3,200500,18,high,10,6-10t,scroll_6-10t,236590,4.2e-05,1,0,0.45,Proposal Sent,1,1,25,0.1456
lead:00001371,chiller,glycol,3,233500,18,high,6,6-10t,glycol_6-10t,275530,2.2e-05,1,1,0.575,Contract Sent,1,1,12,0.4146
lead:00001372,chiller,air_cooled,4,252000,18,high,11,11-20t,air_cooled_11-20t,297360,3.7e-05,0,0,0.556,On Hold,1,1,30,0.0591
lead:00001373,hybrid,inverter,3,115000,18,mid,5,1-5t,inverter_1-5t,135700,3.7e-05,1,0,0.636,Follow Up / Negot.,0,1,10,0.4005
lead:00001374,chiller,air_cooled,4,218000,18,high,67,51-100t,air_cooled_51-100t,257240,0.00026,0,1,0.484,Quotation,0,0,26,0.1296
lead:00001375,chiller,centrifugal,5,538500,18,enterprise,9,6-10t,centrifugal_6-10t,635430,1.4e-05,1,1,0.491,Closed,0,0,1,5.9949
lead:00001376,chiller,industrial,5,235500,18,high,10,6-10t,industrial_6-10t,277890,3.6e-05,1,0,0.498,Manual Follow Up,0,0,9,0.2715
lead:00001377,chiller,industrial,4,490500,18,enterprise,17,11-20t,industrial_11-20t,578790,2.9e-05,1,1,0.444,Sales Qualified,1,1,9,0.2233
lead:00001378,chiller,rooftop,4,320500,18,high,19,11-20t,rooftop_11-20t,378190,5e-05,1,0,0.531,Contract Sent,0,0,3,1.6691
lead:00001379,hybrid,dual_fuel,5,185000,18,high,6,6-10t,dual_fuel_6-10t,218300,2.7e-05,1,0,0.587,Closed,0,1,2,3.0035
lead:00001380,chiller,scroll,4,198500,18,high,20,11-20t,scroll_11-20t,234230,8.5e-05,0,1,0.541,Proposal Sent,0,0,27,0.1244
lead:00001381,hybrid,combo,3,73500,18,mid,4,1-5t,combo_1-5t,86730,4.6e-05,1,0,0.586,Quotation,0,0,28,0.1226
lead:00001382,cooler,floor_stand,2,20500,12,low,3,1-5t,floor_stand_1-5t,22960,0.000131,1,0,0.672,Quotation,0,0,23,0.1494
lead:00001383,cooler,floor_stand,1,22000,12,low,9,6-10t,floor_stand_6-10t,24640,0.000365,0,0,0.656,Demo Scheduled,0,0,14,0.2234
lead:00001384,chiller,air_cooled,4,226000,18,high,48,21-50t,air_cooled_21-50t,266680,0.00018,1,0,0.512,Contract Sent,0,0,12,0.4142
lead:00001385,chiller,scroll,3,261500,18,high,38,21-50t,scroll_21-50t,308570,0.000123,1,1,0.575,Contract Sent,0,0,13,0.3789
lead:00001386,cooler,economy,2,15000,12,low,10,6-10t,economy_6-10t,16800,0.000595,1,0,0.579,Follow Up / Negot.,1,1,161,0.0207
lead:00001387,hybrid,dual_fuel,5,185500,18,high,20,11-20t,dual_fuel_11-20t,218890,9.1e-05,1,0,0.569,Sales Qualified,1,0,5,0.3901
lead:00001388,chiller,absorption,4,486000,18,enterprise,18,11-20t,absorption_11-20t,573480,3.1e-05,0,1,0.408,Manual Follow Up,0,0,16,0.1639
lead:00001389,chiller,scroll,3,247500,18,high,36,21-50t,scroll_21-50t,292050,0.000123,0,1,0.546,Sales Follow Up,0,0,20,0.1298
lead:00001390,hybrid,dual_fuel,5,183000,18,high,36,21-50t,dual_fuel_21-50t,215940,0.000167,1,1,0.524,Sales Follow Up,0,1,18,0.1385
lead:00001391,cooler,evaporative,1,23000,12,low,4,1-5t,evaporative_1-5t,25760,0.000155,1,0,0.574,Closed,0,1,1,6.0019
lead:00001392,cooler,modular,2,64000,12,mid,18,11-20t,modular_11-20t,71680,0.000251,0,0,0.603,New Lead,0,0,2,0.49
lead:00001393,cooler,split,3,46500,12,low,5,1-5t,split_1-5t,52080,9.6e-05,1,0,0.585,Lost,0,0,58,0.026
lead:00001394,hybrid,premium,3,149000,18,mid,17,11-20t,premium_11-20t,175820,9.7e-05,1,1,0.643,Proposal Sent,1,1,21,0.1631
lead:00001395,chiller,screw,4,364500,18,high,6,6-10t,screw_6-10t,430110,1.4e-05,1,1,0.568,Follow Up / Negot.,0,1,17,0.2405
lead:00001396,hybrid,premium,3,150500,18,high,20,11-20t,premium_11-20t,177590,0.000113,1,0,0.552,Quotation,0,0,26,0.1337
lead:00001397,hybrid,inverter,2,115500,18,mid,10,6-10t,inverter_6-10t,136290,7.3e-05,1,0,0.589,Proposal Sent,0,1,18,0.1973
lead:00001398,hybrid,inverter,3,76000,18,mid,16,11-20t,inverter_11-20t,89680,0.000178,0,1,0.588,On Hold,0,0,81,0.0145
lead:00001399,cooler,portable,1,34000,12,low,4,1-5t,portable_1-5t,38080,0.000105,0,0,0.648,Lost,0,0,58,0.0204
lead:00001400,hybrid,combo,3,95500,18,mid,8,6-10t,combo_6-10t,112690,7.1e-05,1,0,0.649,Follow Up / Negot.,1,1,13,0.307
lead:00001401,hybrid,premium,3,107500,18,mid,8,6-10t,premium_6-10t,126850,6.3e-05,0,0,0.627,Sales Qualified,0,0,9,0.2259
