has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_score
0,2,1,0,1,2,1,2,1,4,2,1,0,1,1,3,2,1,2,3,0.415
0,3,1,0,3,2,2,2,1,1,2,1,0,6,2,2,2,3,3,2,0.62
1,2,2,0,2,2,2,2,1,2,2,1,0,5,3,1,1,2,1,3,0.5533
1,3,1,0,3,2,2,2,1,1,2,1,0,4,3,1,2,3,2,3,0.705
1,2,2,1,1,3,1,1,0,2,1,1,1,12,1,2,2,2,1,2,0.5083
0,1,2,0,1,1,1,1,0,4,1,1,0,4,3,2,2,1,1,3,0.32
0,2,2,0,3,2,2,2,1,3,2,1,0,10,2,2,2,2,2,2,0.5067
0,2,1,0,2,1,1,3,1,1,3,1,0,11,2,2,1,1,3,2,0.375
1,3,1,0,3,2,2,2,1,1,2,1,0,10,2,2,1,3,3,2,0.72
0,1,3,1,1,1,1,2,1,1,2,0,0,8,3,1,2,1,2,1,0.215
0,1,1,0,1,1,1,1,1,2,1,1,1,6,2,1,3,1,1,1,0.1033
0,2,2,1,2,1,2,2,1,1,2,1,1,9,2,2,2,2,3,3,0.635
0,1,2,0,1,1,1,1,1,2,1,1,0,7,1,2,2,1,1,1,0.1533
0,2,2,0,2,3,1,2,1,1,2,0,0,11,2,2,1,2,3,2,0.46
1,2,1,0,1,3,1,2,1,2,2,1,0,10,2,2,1,2,2,2,0.5183
0,1,1,0,2,1,1,3,1,1,3,0,0,5,3,1,1,1,2,1,0.13
1,2,3,1,3,1,2,1,1,2,1,1,0,6,2,2,1,3,1,2,0.6733
0,3,2,0,3,3,2,3,1,2,3,1,1,4,3,1,2,3,3,2,0.6833
1,2,2,1,2,1,2,1,1,4,1,0,1,8,3,1,1,2,1,1,0.37
1,2,2,0,2,3,1,2,1,3,2,1,0,10,2,2,1,3,2,3,0.7667
0,1,2,0,2,1,1,3,1,1,3,1,0,5,3,1,1,1,2,2,0.32
1,3,1,0,3,1,2,1,1,2,2,0,1,4,2,2,2,3,1,1,0.4083
0,1,2,1,1,2,1,2,1,1,2,0,0,10,2,2,2,1,2,1,0.215
0,1,1,0,2,1,1,2,1,3,2,1,1,10,2,2,3,1,2,1,0.2417
0,3,1,0,3,3,2,1,1,4,1,1,0,6,2,2,1,3,1,2,0.52
1,2,1,0,1,2,1,3,1,2,3,0,0,4,2,2,2,2,3,2,0.5033
0,1,2,0,1,1,1,1,1,2,1,1,0,11,2,1,1,1,2,1,0.2133
1,2,3,1,2,2,1,1,1,4,1,0,0,6,2,1,1,2,1,1,0.415
1,3,1,0,2,2,2,3,1,2,2,1,1,1,1,3,3,3,3,3,0.7983
0,2,2,1,1,2,1,3,1,3,3,1,0,1,1,3,2,2,1,3,0.5217
0,2,1,0,2,3,1,3,1,2,3,1,0,11,2,2,1,2,2,2,0.4533
0,2,1,0,1,2,1,3,1,2,3,0,0,10,2,2,3,1,3,1,0.2283
0,1,2,1,1,1,1,3,1,2,3,1,0,8,2,1,2,1,1,1,0.2083
0,2,1,0,2,2,1,2,1,1,2,1,0,1,1,3,1,2,2,3,0.5
1,2,1,0,2,2,1,2,1,1,2,1,0,5,3,1,2,2,2,2,0.495
0,2,1,0,2,2,1,2,1,2,2,1,0,10,2,2,1,2,1,3,0.4233
0,3,3,1,2,2,2,2,1,3,2,1,0,9,2,2,2,3,2,2,0.6667
0,2,1,0,1,3,1,2,1,2,2,0,1,6,2,1,3,1,3,1,0.2233
1,2,2,0,2,2,1,2,1,3,3,1,0,2,2,2,2,2,2,3,0.6567
1,3,1,0,3,2,2,3,1,3,3,1,0,2,1,3,1,3,3,3,0.8467
0,2,2,1,2,1,1,2,1,3,2,0,1,12,2,2,3,2,2,1,0.3467
0,1,2,0,2,1,1,1,1,2,2,1,1,10,2,2,3,1,1,2,0.2633
0,2,1,0,2,2,2,1,0,1,2,1,0,4,2,2,2,2,1,2,0.335
0,1,3,1,1,1,1,3,1,1,3,1,1,4,2,2,3,1,3,2,0.47
1,2,2,1,2,2,1,1,0,4,1,1,1,2,1,3,2,3,1,3,0.73
1,2,1,0,2,2,1,2,1,2,2,1,0,9,2,2,2,3,3,3,0.7733
0,2,1,0,2,3,1,2,1,1,3,0,0,11,2,2,2,2,3,1,0.36
0,2,1,0,2,3,1,1,1,2,2,0,1,6,2,2,2,2,2,1,0.2883
0,2,3,1,1,3,1,1,0,3,1,1,0,10,2,2,2,2,1,3,0.5317
1,3,1,0,3,2,2,1,0,4,1,0,0,12,2,2,1,3,1,1,0.435
1,2,1,0,2,2,1,2,1,2,2,0,0,5,3,1,2,3,2,1,0.4533
0,2,2,1,1,2,1,3,1,2,3,0,1,4,2,2,3,2,3,1,0.4133
1,2,1,0,2,3,2,1,1,1,1,1,0,10,2,2,2,2,1,2,0.455
1,2,1,0,3,1,2,1,1,2,2,1,1,10,2,2,3,3,2,1,0.5633
1,3,3,1,3,2,2,1,1,1,2,1,0,10,2,2,1,3,1,3,0.765
1,3,2,0,3,3,2,3,1,3,3,1,0,1,1,3,2,3,2,3,0.8267
0,2,1,0,2,3,1,2,1,3,2,0,0,4,2,2,2,2,2,2,0.3767
1,1,1,0,2,1,1,1,1,2,2,1,0,10,2,2,2,1,2,2,0.4033
0,1,1,0,2,2,1,2,1,1,2,1,1,4,3,1,1,1,3,2,0.37
0,1,1,0,2,1,1,2,1,4,2,1,0,8,3,1,2,1,2,2,0.315
0,1,1,0,2,1,1,2,1,3,3,0,0,11,2,2,2,1,3,1,0.2467
0,3,1,0,3,1,2,3,1,1,3,1,1,1,1,3,2,3,1,3,0.55
1,3,1,0,3,2,2,3,1,1,3,0,1,12,2,2,3,3,3,1,0.575
0,2,3,1,2,2,1,1,1,3,2,1,0,10,3,1,2,2,2,2,0.5417
0,3,2,1,3,2,2,1,1,4,1,1,0,4,2,2,2,3,1,3,0.66
0,1,3,1,2,2,1,3,1,2,3,1,0,5,2,1,2,1,3,1,0.4383
1,2,1,0,2,2,2,2,1,4,2,1,0,1,3,1,2,2,3,3,0.695
1,3,2,1,2,2,2,1,0,2,1,1,1,12,2,2,3,3,1,2,0.6233
0,3,2,0,3,2,2,1,0,1,1,0,1,4,3,2,3,3,1,1,0.33
1,3,1,0,3,3,2,1,0,4,1,1,0,10,2,1,3,3,1,1,0.52
0,2,3,1,2,3,1,2,1,3,3,1,0,9,3,1,3,2,3,2,0.6467
0,2,3,1,1,3,1,1,1,1,1,1,1,9,2,2,2,2,1,2,0.44
0,1,1,0,2,1,1,2,1,2,3,0,0,11,1,3,2,1,3,1,0.2483
0,1,1,0,1,1,1,2,1,2,2,1,1,10,2,2,2,1,3,2,0.3533
1,2,1,0,3,1,2,2,1,4,2,0,0,5,3,1,2,2,3,1,0.47
0,2,2,0,3,2,2,2,1,1,2,0,0,11,2,2,2,2,3,1,0.4
1,2,1,0,2,1,2,1,1,3,1,1,1,8,3,1,2,2,1,1,0.3517
0,3,3,1,3,3,2,1,1,2,1,1,1,10,2,2,3,3,1,1,0.5383
0,2,3,1,2,2,1,3,1,1,3,0,1,4,2,2,2,2,3,1,0.46
1,2,2,0,2,2,1,2,1,1,2,0,1,5,3,1,2,2,2,1,0.375
0,2,1,0,2,2,1,1,1,3,1,1,0,4,3,2,2,2,1,3,0.4267
1,3,2,0,2,2,2,2,1,4,1,1,0,3,2,2,2,3,2,2,0.685
0,2,2,0,2,2,1,2,1,1,2,1,1,2,1,3,2,2,2,3,0.535
1,1,2,0,1,1,1,3,1,1,3,1,0,1,1,3,2,1,2,3,0.5
1,3,3,1,3,1,2,1,0,2,2,1,0,2,2,3,2,3,1,3,0.7633
0,3,2,1,3,3,2,1,0,2,1,1,1,10,1,3,3,3,1,2,0.5833
1,2,3,1,2,2,1,2,1,3,2,0,1,9,2,2,1,3,3,2,0.7517
0,1,3,1,1,3,1,3,1,3,3,1,0,4,3,2,2,1,3,3,0.6117
1,3,2,0,3,3,2,3,1,2,3,0,0,8,3,1,1,3,1,1,0.4783
1,1,1,0,2,1,1,3,1,2,3,1,0,2,2,3,2,1,3,3,0.5783
1,3,1,0,3,2,2,2,1,1,2,1,0,7,1,3,1,3,2,3,0.735
0,3,1,0,3,1,2,1,0,4,1,1,1,2,2,3,3,3,2,3,0.635
1,3,2,0,3,2,2,1,1,1,1,1,1,2,2,3,3,3,1,3,0.685
1,1,3,1,2,1,1,1,1,1,2,0,0,6,2,1,2,1,1,1,0.265
1,2,2,1,2,2,1,2,1,2,2,1,0,5,3,1,2,2,2,2,0.5933
1,2,1,0,3,1,2,2,1,1,2,1,0,4,2,2,2,3,3,2,0.7
0,1,1,0,2,3,1,3,1,3,3,1,0,10,3,1,1,1,3,2,0.4267
1,1,1,0,1,2,1,2,1,2,2,0,0,10,3,1,2,1,1,1,0.1533
1,2,2,1,2,2,1,1,0,2,1,1,1,1,1,3,3,2,1,3,0.6033
1,3,2,1,3,2,2,1,1,1,1,1,0,8,3,1,2,3,1,1,0.555
1,2,1,0,2,2,1,3,1,1,3,1,0,3,2,2,1,2,3,2,0.595
0,3,2,1,3,2,2,2,1,1,2,1,1,1,1,3,3,3,3,3,0.795
0,1,2,0,2,1,1,1,1,4,1,1,0,1,1,3,2,1,1,3,0.37
0,2,1,0,1,2,1,2,1,4,2,1,1,4,2,3,3,1,3,3,0.49
1,2,2,0,2,2,1,2,1,1,2,0,0,6,2,2,2,2,1,1,0.315
1,2,1,0,3,2,2,2,1,1,3,0,0,4,2,2,2,3,3,2,0.65
0,2,3,1,2,3,1,3,1,2,3,0,0,8,3,1,2,2,3,1,0.4783
0,1,1,0,1,2,1,3,1,3,3,0,0,11,2,2,1,1,2,1,0.1667
0,1,1,0,1,3,1,1,0,4,1,1,0,10,2,2,2,1,1,2,0.25
0,2,2,0,1,3,1,2,1,1,2,1,1,1,1,3,3,1,3,2,0.43
1,2,1,0,2,1,1,3,1,1,3,0,0,11,2,2,1,2,2,1,0.345
0,2,1,0,2,3,1,1,0,1,1,1,0,4,3,1,2,2,1,2,0.32
1,3,3,1,3,2,2,1,1,3,1,0,1,11,2,2,1,3,2,1,0.6267
0,3,2,0,3,2,2,3,1,2,3,1,1,5,2,1,3,3,2,2,0.5883
0,3,2,0,2,2,2,3,1,3,3,1,1,1,1,3,3,3,3,3,0.7567
1,3,1,0,3,2,2,3,1,2,3,1,0,1,1,3,2,3,3,3,0.8333
1,2,3,1,3,2,2,2,1,3,2,0,0,3,3,1,2,3,3,1,0.6967
1,3,1,0,3,2,2,2,1,4,2,1,1,4,3,2,3,3,2,2,0.685
1,2,1,0,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,3,0.5983
1,2,3,1,2,2,1,1,1,4,1,1,1,10,2,2,3,3,1,1,0.61
0,2,2,0,2,2,2,2,1,3,2,1,1,2,1,3,2,2,2,3,0.5717
0,1,2,0,2,2,1,3,1,1,3,1,0,1,1,3,1,1,1,3,0.37
0,2,2,1,1,3,1,2,1,3,2,0,0,7,1,3,2,2,3,1,0.4517
1,3,1,0,3,1,2,1,0,4,1,1,1,4,3,2,3,3,1,2,0.57
1,2,1,0,2,3,1,1,0,1,1,0,1,12,1,2,3,2,1,1,0.28
0,1,1,0,1,1,1,2,1,3,2,1,0,9,2,2,2,1,3,3,0.4417
1,2,1,0,2,3,1,3,1,3,3,0,0,8,2,1,2,2,1,1,0.3217
0,2,1,0,1,3,1,2,1,3,2,1,0,10,2,2,3,1,3,1,0.3317
0,3,1,0,3,2,2,1,1,2,1,1,0,2,1,3,3,3,1,2,0.4883
1,2,3,1,3,3,2,2,1,2,2,1,0,1,1,3,2,3,3,3,0.9633
1,3,1,0,3,2,2,1,0,2,1,0,1,12,1,2,3,3,1,1,0.4083
1,3,2,0,3,2,2,2,0,3,1,1,1,9,3,1,3,3,1,1,0.5217
1,1,1,0,2,1,1,1,1,3,1,0,0,4,2,2,2,1,1,1,0.1767
0,1,1,0,2,1,1,2,1,3,2,1,1,1,1,3,1,1,3,3,0.4817
0,1,3,1,2,2,1,3,1,2,3,0,1,12,1,2,3,1,3,1,0.3733
0,2,1,0,1,3,1,1,1,2,2,1,1,11,2,2,3,2,1,1,0.2683
1,3,1,0,3,2,2,2,1,3,2,1,0,10,2,2,1,3,1,3,0.6717
0,2,2,1,2,3,1,1,1,3,2,1,1,2,1,3,1,2,3,3,0.7067
0,1,1,0,1,2,1,3,1,3,3,1,0,4,3,2,1,1,2,3,0.3967
1,3,1,0,2,2,2,1,0,3,1,0,0,6,2,2,2,3,1,1,0.3967
0,1,1,0,2,2,1,2,1,2,2,1,1,4,2,2,3,1,2,2,0.3233
1,2,1,0,2,3,2,2,1,3,3,1,0,10,2,2,1,2,3,3,0.7267
0,2,2,0,1,3,1,1,0,1,1,1,1,3,1,2,3,1,1,2,0.245
1,2,2,0,2,3,1,2,1,1,2,1,0,6,2,2,2,2,1,2,0.49
0,2,2,0,1,3,1,1,0,4,1,1,1,4,2,2,2,1,1,2,0.285
1,2,1,0,2,2,1,2,1,3,2,0,0,10,2,2,2,2,3,2,0.5317
0,1,2,0,1,2,1,2,1,4,2,1,0,4,2,2,2,1,3,2,0.435
1,2,3,1,3,2,2,1,1,1,2,1,1,4,3,1,3,3,1,2,0.675
0,2,2,1,1,3,1,1,1,4,1,0,1,8,3,1,3,1,1,1,0.175
0,2,1,0,2,3,2,2,1,3,2,1,0,11,2,2,2,2,2,2,0.4667
1,2,1,0,2,2,1,3,1,3,3,0,1,5,2,1,3,2,3,1,0.4517
0,1,2,1,1,2,1,2,1,4,2,1,1,4,2,2,3,1,2,2,0.41
1,3,2,0,2,2,2,1,0,1,1,1,0,4,3,1,1,3,1,2,0.545
0,1,2,1,2,1,1,1,0,2,1,1,0,11,2,2,1,1,1,2,0.2933
0,2,2,1,1,2,1,1,0,2,1,1,0,11,2,2,1,2,1,3,0.4633
1,2,1,0,3,1,2,1,0,4,1,1,0,4,3,1,1,2,1,3,0.53
0,2,2,1,1,1,1,2,1,3,2,1,1,5,3,1,3,2,3,1,0.4617
1,2,3,1,2,1,2,1,1,4,2,1,0,10,2,2,2,2,2,2,0.66
1,3,1,0,2,1,2,2,1,2,2,1,1,4,2,2,2,3,1,2,0.5383
1,2,2,1,2,2,2,1,1,3,2,1,0,1,1,3,1,3,2,3,0.8217
1,3,3,1,2,2,2,2,1,1,2,1,0,1,1,3,2,3,2,3,0.83
0,1,3,1,1,1,1,2,1,3,2,0,0,8,3,1,1,1,3,1,0.3167
1,2,1,0,3,1,2,3,1,2,3,1,1,2,1,3,2,2,3,3,0.7133
1,2,2,0,3,1,2,1,0,4,1,1,1,1,1,3,2,3,1,3,0.695
1,2,1,0,1,3,1,3,1,3,3,1,1,9,2,2,2,2,2,3,0.6167
1,3,3,1,2,2,2,2,1,3,2,1,1,1,1,3,2,3,2,3,0.8567
0,1,2,1,1,2,1,1,0,2,1,1,0,10,2,2,2,1,1,2,0.2883
0,2,1,0,2,2,1,1,1,1,2,1,0,6,2,2,2,2,2,2,0.41
1,1,3,1,2,1,1,2,1,1,3,1,0,3,1,3,1,2,3,3,0.785
0,2,1,0,2,2,1,1,1,3,1,1,0,6,2,2,3,1,1,2,0.2517
1,3,3,1,2,2,2,2,1,2,2,1,1,1,1,3,1,3,2,3,0.8433
0,2,1,0,2,3,1,2,1,2,2,1,0,1,1,3,2,2,2,3,0.5333
1,2,2,0,3,3,2,1,1,3,1,0,0,9,2,2,3,3,1,1,0.4867
0,2,2,0,1,3,1,3,1,1,3,1,0,10,2,2,2,2,2,2,0.45
1,1,2,0,1,2,1,3,1,2,3,1,0,4,2,2,2,1,1,2,0.3683
0,2,2,1,1,2,1,2,1,4,2,1,0,11,2,2,1,2,3,2,0.585
0,2,2,0,2,2,1,3,1,2,3,1,0,4,3,2,2,2,1,2,0.3933
1,2,1,0,2,1,2,1,1,4,2,1,0,4,3,2,2,2,2,3,0.615
0,2,1,0,2,1,2,3,1,1,3,1,0,1,1,3,1,1,2,3,0.4
1,3,2,1,3,2,2,2,1,4,2,1,1,10,2,2,2,3,2,2,0.77
1,3,2,0,3,1,2,1,1,2,1,1,0,8,3,1,1,3,1,1,0.4983
1,2,2,1,2,3,1,1,1,3,1,0,0,5,2,1,1,3,1,1,0.4867
1,2,3,1,2,2,2,1,1,4,1,1,0,10,2,2,1,3,1,2,0.695
0,1,1,0,1,2,1,2,1,2,1,1,1,1,1,3,2,1,2,3,0.3783
0,2,1,0,2,2,1,3,1,2,3,1,0,1,1,3,2,1,2,3,0.4233
1,2,1,0,2,2,1,2,1,4,2,1,0,1,1,3,1,2,2,3,0.64
0,1,3,1,1,1,1,3,1,1,3,0,0,11,1,2,2,1,1,1,0.165
0,2,3,1,2,2,1,2,1,1,2,0,0,9,2,2,3,2,2,1,0.375
0,2,2,1,2,2,1,1,1,4,1,1,0,9,2,2,2,2,1,2,0.45
1,3,3,1,2,3,2,1,0,4,1,1,1,2,3,1,1,3,2,2,0.765
0,1,1,0,1,2,1,3,1,3,2,1,1,4,2,2,3,1,3,2,0.3867
0,1,3,1,1,1,1,3,1,1,3,0,0,3,2,2,1,1,3,1,0.315
0,2,3,1,2,2,1,1,0,3,1,1,0,11,2,2,2,2,1,2,0.4617
1,2,1,0,2,1,1,2,1,1,2,0,0,3,2,2,2,2,2,1,0.335
1,2,2,0,2,3,1,3,1,2,3,1,0,3,2,2,1,2,1,2,0.5133
1,2,2,0,2,2,1,2,1,4,2,1,0,10,2,2,1,2,3,3,0.735
1,3,2,0,3,1,2,1,0,1,1,1,0,1,1,3,1,3,1,3,0.655
1,1,1,0,2,2,1,3,1,2,3,1,0,1,1,3,1,1,3,3,0.5983
1,3,3,1,2,3,2,2,1,1,2,1,0,1,1,3,2,3,3,3,0.925
1,2,1,0,3,3,2,1,1,1,2,0,0,12,1,2,2,3,1,1,0.435
0,3,1,0,3,2,2,2,1,2,2,1,0,10,2,2,2,3,3,2,0.6333
0,2,1,0,2,3,1,3,1,2,3,0,0,6,2,2,3,2,3,1,0.3733
0,2,1,0,1,3,1,3,1,2,3,1,0,2,1,3,2,1,3,3,0.4933
1,2,3,1,2,3,1,2,1,3,2,0,0,7,1,3,2,2,3,1,0.6117
0,3,1,0,3,3,2,2,1,2,2,1,0,1,1,3,2,3,2,3,0.6683
0,2,1,0,2,2,1,2,1,3,2,1,0,10,2,2,2,1,2,3,0.4117
0,2,2,0,1,2,1,1,1,1,2,1,1,1,1,3,3,1,2,3,0.41
1,3,1,0,2,3,2,2,1,2,2,1,1,9,2,2,3,3,3,1,0.6533
0,3,3,1,3,2,2,1,0,2,1,1,0,10,2,2,1,3,1,2,0.5833
1,2,2,0,3,1,2,1,1,3,1,1,1,1,1,3,3,3,1,3,0.6917
1,2,1,0,2,3,2,2,1,1,3,1,1,1,1,3,1,2,2,3,0.64
0,3,2,0,3,1,2,3,1,2,3,1,0,9,2,2,2,3,1,2,0.5083
1,2,1,0,1,2,1,2,1,3,2,1,0,4,2,2,2,2,2,3,0.5867
1,2,1,0,2,1,2,3,1,2,2,1,1,2,2,3,3,2,3,3,0.6783
0,2,3,1,2,2,1,1,0,2,1,1,0,11,2,2,3,2,1,1,0.3733
0,1,1,0,2,1,1,3,1,2,3,1,1,3,2,2,3,1,3,2,0.3883
0,2,3,1,2,2,1,3,1,3,3,1,0,10,2,2,2,2,3,3,0.7167
0,1,1,0,2,1,1,2,1,2,2,1,0,11,3,1,2,1,2,1,0.2133
1,2,1,0,2,2,1,2,1,3,2,1,0,12,1,2,1,2,3,1,0.5367
0,3,1,0,3,2,2,1,1,2,1,1,0,10,2,2,1,3,1,2,0.4733
1,2,2,0,3,1,2,2,1,1,3,0,0,7,1,3,2,3,3,1,0.605
1,1,3,1,1,2,1,3,1,2,3,1,0,4,3,1,1,1,3,2,0.5883
0,1,1,0,1,2,1,1,0,2,1,0,0,6,2,2,2,1,1,1,0.0483
1,2,1,0,2,1,2,2,1,1,2,1,1,10,2,2,3,2,3,2,0.575
1,3,1,0,3,3,2,2,1,3,2,1,0,10,2,2,2,3,3,2,0.7667
1,3,1,0,3,2,2,2,1,2,2,0,0,4,2,2,2,3,2,1,0.5033
1,3,2,0,3,3,2,2,1,1,2,1,1,7,1,3,3,3,1,2,0.64
1,3,3,1,3,3,2,1,0,4,1,1,0,2,1,3,3,3,2,3,0.895
1,3,1,0,2,2,2,2,1,3,2,0,0,3,2,2,3,3,3,1,0.5667
1,3,2,1,3,2,2,2,1,3,2,0,0,4,2,2,2,3,2,2,0.6767
1,3,1,0,2,3,2,1,1,2,1,1,0,5,3,1,1,3,1,2,0.5533
0,1,2,0,2,1,1,2,1,2,2,1,1,4,2,2,1,1,2,3,0.4133
0,2,2,0,2,2,1,2,1,3,2,0,1,10,2,2,2,1,2,1,0.2167
0,1,2,1,1,2,1,2,1,3,2,1,0,1,1,3,2,1,2,3,0.4867
1,2,2,1,1,2,1,2,1,2,2,0,0,11,2,1,2,2,3,1,0.4883
0,1,3,1,2,2,1,2,1,1,2,0,0,4,2,2,2,1,2,1,0.275
0,2,1,0,2,2,1,1,1,2,2,1,1,2,1,3,3,2,1,3,0.4383
0,1,3,1,2,2,1,3,1,3,3,0,0,3,2,2,3,1,3,1,0.3867
1,1,1,0,2,1,1,3,1,1,3,1,0,10,2,2,1,1,2,2,0.4
1,2,1,0,1,3,1,2,1,4,2,1,0,10,2,2,1,2,2,3,0.62
0,2,1,0,1,3,1,2,1,2,2,1,1,12,1,2,3,1,2,1,0.2433
0,2,2,0,2,3,1,2,1,1,3,1,1,10,2,2,3,1,3,2,0.45
0,2,2,1,2,2,1,2,1,2,2,1,0,1,1,3,2,2,3,3,0.6733
1,2,1,0,1,3,1,2,1,3,2,1,0,4,3,1,2,2,2,3,0.5917
1,3,3,1,3,2,2,3,1,1,3,1,0,9,2,2,2,3,3,3,0.925
1,2,3,1,2,3,1,2,1,1,2,1,0,3,2,2,2,3,2,2,0.75
1,2,2,0,3,2,2,1,0,3,1,0,1,5,3,1,2,3,1,1,0.4417
0,2,1,0,2,2,1,3,1,2,3,1,0,9,2,2,1,2,2,2,0.4333
1,3,3,1,3,2,2,2,1,1,2,1,0,10,3,1,1,3,3,2,0.825
0,2,2,1,3,2,1,2,1,3,2,1,1,2,2,3,3,3,3,3,0.8117
1,3,2,0,3,3,2,2,1,2,2,1,1,4,2,2,3,3,3,3,0.8633
0,1,1,0,2,1,1,3,1,2,3,1,0,2,2,3,2,1,3,3,0.4783
0,2,3,1,2,2,2,2,1,2,2,0,0,5,3,1,2,2,2,1,0.3833
1,3,1,0,3,3,2,2,1,2,2,0,0,9,2,2,2,3,3,1,0.5983
0,2,2,1,2,2,1,1,1,1,1,0,0,4,2,2,3,2,1,2,0.33
1,3,2,1,3,3,2,3,1,3,3,1,0,7,1,3,2,3,3,2,0.8767
0,3,2,1,3,2,2,3,1,2,3,1,0,10,2,2,2,3,3,3,0.8033
0,2,3,1,1,2,1,3,1,3,3,1,0,10,2,2,3,1,3,1,0.4417
1,3,2,0,2,3,2,3,1,2,3,0,0,3,2,2,1,3,3,1,0.6183
1,2,3,1,2,2,1,1,0,4,1,1,1,3,2,2,3,3,1,2,0.675
0,1,1,0,1,2,1,2,1,3,2,0,0,4,2,2,1,1,3,1,0.2317
1,2,3,1,2,3,1,2,1,1,2,1,1,4,3,2,2,3,2,3,0.825
0,2,3,1,2,2,1,2,1,3,2,1,1,12,2,2,2,2,3,2,0.6317
0,2,1,0,1,2,1,1,1,4,1,0,0,8,3,1,2,1,1,1,0.07
0,3,1,0,2,2,2,3,1,2,3,1,1,1,1,3,2,3,3,3,0.7083
1,3,3,1,3,3,2,2,1,1,2,1,1,2,2,3,3,3,2,3,0.875
0,1,3,1,2,1,1,2,1,1,2,1,0,10,2,2,2,1,2,2,0.41
0,1,2,0,1,2,1,3,1,4,3,1,0,2,2,3,2,1,3,3,0.535
0,3,1,0,3,3,2,1,1,4,1,1,0,10,2,1,2,3,1,1,0.43
1,2,3,1,2,3,2,2,1,3,2,1,0,10,2,2,2,3,2,2,0.7867
1,1,1,0,2,1,1,1,1,1,2,1,0,4,2,2,1,1,1,3,0.39
0,2,1,0,1,2,1,1,0,2,1,0,0,6,2,1,2,1,1,1,0.0333
1,3,2,0,3,3,2,2,1,3,2,1,1,2,2,2,3,3,2,2,0.7267
0,1,2,0,1,2,1,1,1,2,2,1,0,8,3,1,2,1,1,1,0.1683
1,1,1,0,1,1,1,2,1,4,2,1,1,4,3,1,3,1,2,1,0.315
1,3,2,0,3,2,2,2,1,3,2,1,0,8,3,1,3,3,2,1,0.6167
0,2,3,1,2,1,2,2,1,2,2,1,0,9,3,2,2,2,3,2,0.6083
0,1,1,0,1,2,1,3,1,4,3,0,0,6,2,2,2,1,3,1,0.255
1,3,1,0,3,1,2,3,1,4,3,0,0,5,3,1,3,3,2,1,0.505
1,2,1,0,2,3,1,2,1,1,2,1,0,2,2,2,2,2,3,3,0.68
0,1,2,0,2,1,1,2,1,2,2,0,1,3,1,3,2,1,2,1,0.1983
1,2,3,1,2,1,2,1,1,2,1,1,0,1,1,3,1,2,2,3,0.7133
0,3,1,0,3,3,2,2,1,2,2,1,0,1,1,3,1,3,2,3,0.6683
0,1,1,0,2,2,1,3,1,3,2,0,0,9,2,2,2,1,3,1,0.2567
0,1,1,0,1,2,1,3,1,2,3,1,0,10,2,2,2,1,1,2,0.2333
0,2,3,1,2,2,1,1,1,2,2,0,0,12,3,1,2,2,1,1,0.2983
0,2,3,1,2,1,1,2,1,1,2,1,0,6,2,2,2,2,2,3,0.585
1,3,1,0,2,3,2,1,1,1,2,1,0,9,3,1,2,3,2,1,0.55
1,2,1,0,3,2,2,3,1,2,3,1,1,5,2,1,1,3,3,2,0.7283
0,2,1,0,1,2,1,1,0,4,1,0,0,7,1,3,2,1,1,2,0.165
0,1,1,0,2,2,1,1,1,2,1,1,0,2,1,3,3,1,1,3,0.3283
0,2,3,1,2,2,1,2,1,1,2,0,1,6,2,2,3,2,3,1,0.45
0,3,2,0,3,3,2,1,1,4,1,1,0,3,2,2,1,3,1,3,0.63
1,3,1,0,3,1,2,2,1,1,2,1,0,1,1,3,1,3,3,3,0.79
1,3,2,0,2,2,2,3,1,2,3,1,1,6,2,1,2,3,3,1,0.6633
1,2,2,0,3,1,2,3,1,4,3,1,0,11,2,1,1,2,2,1,0.52
0,1,2,1,1,1,1,1,0,2,1,0,1,5,3,1,2,1,1,1,0.0983
1,3,1,0,2,2,2,1,0,2,1,1,0,11,2,2,1,3,1,2,0.5383
0,2,2,1,2,2,1,1,1,1,2,1,0,9,2,2,2,2,2,2,0.495
0,2,3,1,2,2,1,3,1,3,2,1,1,2,2,2,2,2,3,2,0.6317
0,3,3,1,3,2,2,2,1,2,2,1,0,10,1,3,1,3,1,2,0.6183
1,2,2,1,3,3,2,2,0,4,2,1,0,1,3,1,1,3,2,2,0.765
1,2,1,0,3,3,2,2,1,3,2,1,1,1,1,3,2,2,2,3,0.6817
0,2,1,0,2,1,2,2,1,1,2,1,0,9,2,2,2,2,3,3,0.55
1,2,2,1,2,2,1,3,1,2,3,0,0,11,2,2,2,3,1,1,0.4883
1,2,1,0,1,3,1,3,1,3,3,1,0,10,2,2,1,1,3,2,0.5167
1,2,1,0,2,2,1,3,1,4,3,1,0,2,2,3,2,2,2,3,0.65
0,1,1,0,2,1,1,1,1,4,1,0,0,12,2,2,2,1,1,1,0.09
1,2,2,0,2,2,2,2,1,2,2,1,0,4,2,2,2,3,2,2,0.6683
0,3,3,1,3,3,2,2,1,1,3,1,0,1,1,3,1,3,3,3,0.86
