lead_id,has_action_milestone,stage_velocity,historical_deals_won,is_repeat_customer,industry_close_rate,historical_avg_sentiment,intent,total_interactions,is_multi_channel,recency_bucket,engagement_depth,quotation_sent,is_enterprise_deal,pipeline_stage,days_in_pipeline,pipeline_velocity,total_price_with_tax,consumer_score_tier,interaction_score_tier,product_quotation_score_tier,sale_closed
lead:00000418,1,0.79,0,0,0.49,0.33,NON SALES,5,0,stale,2.6,1,0,Sales Follow Up,10,0.2546,89040,Medium,Medium,Medium,0
lead:00000419,1,2.47,5,1,0.71,-0.16,SALES,13,1,active,5.2,1,0,Closed,3,2.0001,175820,High,High,High,1
lead:00000420,1,1.09,3,1,0.558,-0.55,SALES,7,1,stale,3.7,0,1,Sales Qualified,3,0.6616,464330,Medium,Low,Medium,1
lead:00000421,0,0.36,0,0,0.43,0.57,NON SALES,10,1,cold,4.8,1,1,Contract Sent,5,0.9987,228330,Low,Medium,High,0
lead:00000422,0,0.0,0,0,0.508,-0.49,NON SALES,1,0,cold,0.5,1,0,Lost,34,0.0228,63280,Low,Low,Medium,0
lead:00000423,0,0.38,7,1,0.402,-0.44,NON SALES,13,1,cold,5.9,1,1,Follow Up / Negot.,31,0.1239,524510,Low,High,Low,0
lead:00000424,0,2.28,0,0,0.544,0.64,SALES,11,1,stale,5.1,1,0,Follow Up / Negot.,131,0.0212,29120,Medium,Medium,Medium,1
lead:00000425,1,0.0,0,0,0.409,-0.35,NON SALES,17,1,stale,7.2,1,0,Follow Up / Negot.,15,0.2745,110920,Low,Medium,High,0
lead:00000426,0,1.65,7,1,0.7,-0.51,SALES,6,1,cold,3.6,1,0,Closed,3,2.0045,128030,Medium,Medium,High,1
lead:00000427,0,2.32,0,0,0.553,0.37,SALES,2,1,stale,1.4,1,0,Demo Scheduled,10,0.302,365800,High,Low,Medium,0
lead:00000428,1,1.49,3,1,0.631,0.22,SALES,5,1,fresh,2.7,1,0,Demo Scheduled,9,0.3383,460790,High,Medium,Medium,1
lead:00000429,1,0.13,0,0,0.289,0.26,NON SALES,4,1,stale,2.9,1,0,Quotation,14,0.2499,271400,Low,Low,High,0
lead:00000430,0,0.67,6,1,0.354,0.73,NON SALES,3,1,cold,2.5,1,0,Closed,1,5.9926,208270,Medium,Medium,High,0
lead:00000431,1,2.56,3,1,0.637,0.53,SALES,2,1,fresh,1.2,0,0,Sales Qualified,10,0.2075,27440,High,Low,Medium,0
lead:00000432,0,0.48,3,1,0.407,0.53,NON SALES,6,1,cold,3.6,1,1,Contract Sent,8,0.6214,684990,Low,Low,High,1
lead:00000433,1,2.55,0,0,0.581,0.62,SALES,6,1,active,3.2,1,0,Closed,0,6.0,59360,High,Low,High,1
lead:00000434,0,0.48,1,0,0.502,-0.46,NON SALES,8,1,stale,3.7,1,0,Follow Up / Negot.,21,0.1873,83780,Low,Medium,Medium,0
lead:00000435,0,0.52,1,0,0.586,-0.52,NON SALES,10,1,cold,4.7,1,0,Closed,2,2.9978,47600,Low,High,High,0
lead:00000436,0,0.31,0,0,0.488,-0.46,NON SALES,8,1,active,4.3,1,0,Quotation,8,0.4334,188800,Low,High,Medium,0
lead:00000437,1,0.93,1,0,0.489,0.51,NON SALES,10,1,stale,5.3,1,0,Proposal Sent,24,0.1529,140420,High,High,Medium,1
lead:00000438,1,0.33,4,1,0.323,-0.19,NON SALES,9,1,cold,4.7,1,1,Quotation,19,0.1894,742810,Low,High,Low,1
lead:00000439,0,0.74,1,0,0.364,0.24,NON SALES,2,0,fresh,2.0,1,1,Proposal Sent,15,0.2403,134520,Medium,Medium,High,1
lead:00000440,1,1.36,7,1,0.507,0.25,NON SALES,6,1,stale,3.3,0,1,Lost,30,0.0348,654900,Medium,High,Low,1
lead:00000441,1,0.22,0,0,0.459,-0.13,NON SALES,15,1,stale,6.6,1,1,Quotation,16,0.2156,48160,Low,Medium,High,0
lead:00000442,1,0.0,0,0,0.392,-0.66,NON SALES,12,1,fresh,5.6,1,0,Quotation,29,0.1255,50960,Low,High,Low,0
lead:00000443,1,1.9,1,0,0.508,0.26,SALES,1,0,active,0.7,1,1,Closed,0,6.0,574660,High,Low,Medium,1
lead:00000444,0,0.08,1,0,0.497,-0.48,NON SALES,2,1,stale,1.7,1,0,Quotation,24,0.1482,309160,Low,Low,Medium,1
lead:00000445,1,2.15,6,1,0.672,-0.27,SALES,3,1,cold,2.8,0,0,Sales Qualified,12,0.1602,230100,High,Medium,Low,1
lead:00000446,1,2.36,0,0,0.614,0.63,SALES,12,1,active,5.6,1,0,Sales Qualified,10,0.1919,28560,High,High,Medium,1
lead:00000447,0,2.06,0,0,0.525,0.18,SALES,13,1,cold,5.4,1,1,Sales Qualified,7,0.2779,569350,High,Low,Low,0
lead:00000448,1,0.32,0,0,0.333,-0.43,NON SALES,7,1,active,3.9,1,0,Sales Qualified,12,0.1607,253700,Low,Medium,Medium,0
lead:00000449,0,1.01,7,1,0.556,0.02,NON SALES,6,1,fresh,3.7,1,0,Closed,3,1.9941,71120,Medium,Medium,High,0
lead:00000450,0,0.09,1,0,0.388,0.38,NON SALES,14,1,stale,6.1,1,0,Closed,1,6.0092,22960,Low,High,High,1
lead:00000451,0,2.7,0,0,0.631,0.53,SALES,10,1,active,5.1,1,1,Quotation,8,0.4377,398840,High,High,High,1
lead:00000452,0,1.05,6,1,0.431,0.59,NON SALES,3,1,active,1.7,0,1,Follow Up / Negot.,18,0.2299,294410,Medium,Low,Low,1
lead:00000453,1,1.82,4,1,0.631,0.16,SALES,11,1,stale,4.9,0,0,New Lead,5,0.2096,171100,High,High,Low,1
lead:00000454,1,0.91,0,0,0.541,-0.68,SALES,7,1,stale,3.8,0,1,Sales Follow Up,9,0.2826,586460,Medium,Medium,Low,1
lead:00000455,1,1.38,3,0,0.623,0.23,SALES,7,1,stale,4.0,1,0,New Lead,0,1.0,153990,High,Medium,Medium,1
lead:00000456,1,1.77,1,0,0.538,-0.6,SALES,6,1,active,3.6,1,0,Lost,42,0.0158,30800,Medium,High,Medium,1
lead:00000457,1,1.53,0,0,0.534,0.32,SALES,14,1,fresh,6.1,1,0,Follow Up / Negot.,30,0.1242,14000,Medium,High,Medium,0
lead:00000458,0,0.66,0,0,0.306,0.57,NON SALES,3,1,fresh,1.4,1,0,Proposal Sent,29,0.1184,279660,Low,Low,Medium,1
lead:00000459,0,2.23,4,1,0.609,0.24,SALES,6,1,cold,3.0,1,0,Quotation,19,0.1911,228330,High,Medium,High,1
lead:00000460,1,2.49,5,1,0.601,0.3,SALES,6,1,fresh,3.3,1,1,Follow Up / Negot.,30,0.141,316830,High,Medium,High,1
lead:00000461,1,2.3,1,0,0.623,-0.34,SALES,7,1,cold,3.4,1,1,Lost,41,0.0338,342790,High,Medium,Medium,1
lead:00000462,1,2.53,0,0,0.597,0.39,SALES,4,1,active,2.5,0,1,Manual Follow Up,10,0.248,259600,High,Medium,Low,1
lead:00000463,0,1.07,0,0,0.547,0.35,NON SALES,3,1,cold,1.9,1,0,Contract Sent,4,1.2591,29680,Medium,Low,High,1
lead:00000464,1,2.74,4,1,0.634,0.61,SALES,12,1,stale,5.3,1,1,Follow Up / Negot.,19,0.2111,361080,High,Low,Medium,1
lead:00000465,0,0.99,6,1,0.437,0.76,NON SALES,7,1,stale,4.1,1,0,Follow Up / Negot.,27,0.1517,21840,Medium,High,High,1
lead:00000466,0,0.82,4,1,0.444,0.49,NON SALES,18,1,cold,7.5,1,0,Proposal Sent,19,0.1784,128620,Medium,Medium,High,0
lead:00000467,1,0.34,0,0,0.407,0.6,NON SALES,5,0,cold,2.9,1,1,Follow Up / Negot.,16,0.2597,639560,Low,Low,Medium,0
lead:00000468,1,1.21,7,1,0.532,0.76,NON SALES,4,1,fresh,2.2,0,0,Manual Follow Up,10,0.2502,282020,High,Low,Low,0
lead:00000469,1,0.76,0,0,0.499,0.24,NON SALES,2,1,fresh,1.2,1,0,Quotation,8,0.4289,316830,Medium,Low,Medium,0
lead:00000470,0,0.11,1,1,0.431,-0.45,NON SALES,9,1,stale,4.2,0,1,Demo Scheduled,16,0.1901,541030,Low,High,Low,0
lead:00000471,0,0.76,2,1,0.52,0.44,NON SALES,1,0,active,0.9,1,0,Quotation,17,0.1993,178180,Medium,Low,High,1
lead:00000472,0,0.0,0,0,0.303,-0.35,NON SALES,15,1,cold,6.4,1,0,Sales Follow Up,13,0.1878,51520,Low,Low,Medium,0
lead:00000473,1,2.3,0,0,0.672,-0.21,SALES,6,0,stale,3.3,0,1,Proposal Sent,13,0.2671,110920,High,Low,Medium,1
lead:00000474,1,0.37,0,0,0.374,0.59,NON SALES,16,1,stale,6.4,0,0,Follow Up / Negot.,23,0.164,297360,Low,Low,Low,1
lead:00000475,0,2.32,0,0,0.557,0.46,SALES,11,1,fresh,5.0,1,1,Quotation,12,0.2867,528050,High,Medium,Low,1
lead:00000476,0,0.55,1,1,0.372,-0.02,NON SALES,17,1,cold,7.0,1,0,Contract Sent,4,1.2417,28560,Low,Medium,High,1
lead:00000477,1,2.36,1,0,0.607,0.39,SALES,6,1,fresh,3.5,1,1,Quotation,9,0.3817,266680,High,Medium,Medium,1
lead:00000478,0,0.47,0,0,0.411,-0.06,NON SALES,7,1,cold,3.6,0,1,Sales Qualified,3,0.6627,441910,Low,Medium,Low,0
lead:00000479,0,0.94,2,1,0.477,0.46,NON SALES,10,1,stale,4.4,0,0,On Hold,71,0.0166,408870,Medium,High,Low,0
lead:00000480,0,0.85,0,0,0.5,0.15,NON SALES,11,1,cold,4.8,0,1,On Hold,79,0.0204,619500,Medium,High,Low,1
lead:00000481,0,1.32,0,0,0.484,0.36,NON SALES,4,1,fresh,2.9,1,0,Closed,2,3.0038,89040,Medium,Medium,High,1
lead:00000482,0,0.64,0,0,0.279,0.43,NON SALES,10,1,cold,4.8,0,0,On Hold,89,0.01,53200,Low,High,Low,0
lead:00000483,1,2.2,0,0,0.617,0.31,SALES,9,1,active,4.1,1,1,Contract Sent,10,0.5053,164020,High,High,High,1
lead:00000484,1,2.61,0,0,0.707,0.13,SALES,1,0,fresh,1.1,0,0,Manual Follow Up,25,0.1014,269040,High,Low,Low,1
lead:00000485,1,0.87,1,0,0.619,-0.55,SALES,5,1,cold,3.4,0,0,Sales Qualified,4,0.5095,129210,Medium,Low,Low,1
lead:00000486,0,0.67,0,0,0.43,0.17,NON SALES,7,1,stale,3.2,1,1,Quotation,16,0.2198,101480,Low,Low,Medium,0
lead:00000487,1,2.08,0,0,0.524,0.59,SALES,8,1,active,3.6,1,0,Quotation,30,0.1075,375830,High,Low,Low,1
lead:00000488,1,1.66,6,1,0.558,-0.32,SALES,9,1,fresh,4.5,0,0,Sales Follow Up,16,0.1502,138060,Medium,Medium,Low,1
lead:00000489,0,2.45,3,1,0.538,0.85,SALES,16,1,stale,6.7,1,0,Proposal Sent,26,0.1319,167560,High,Low,High,1
lead:00000490,1,1.33,0,0,0.639,-0.52,SALES,6,1,cold,3.5,1,0,Quotation,30,0.1169,315650,High,High,Low,0
lead:00000491,1,2.3,0,0,0.552,0.46,SALES,10,1,cold,4.7,0,0,Sales Follow Up,18,0.13,148090,High,High,Low,1
lead:00000492,0,2.75,0,0,0.646,0.29,SALES,10,1,active,4.8,0,1,Demo Scheduled,5,0.6044,638380,High,High,Low,1
lead:00000493,0,1.08,1,0,0.532,0.43,NON SALES,9,1,fresh,4.6,1,1,Follow Up / Negot.,30,0.143,478490,Low,High,High,0
lead:00000494,0,0.58,0,0,0.46,0.2,NON SALES,14,1,fresh,6.6,1,1,Demo Scheduled,17,0.1742,499730,Medium,High,Medium,0
lead:00000495,1,0.05,0,0,0.411,-0.35,NON SALES,9,1,cold,4.5,1,0,Closed,3,1.997,271400,Low,High,High,0
lead:00000496,0,0.61,0,0,0.372,0.38,NON SALES,13,1,cold,6.1,1,0,Proposal Sent,10,0.3509,173460,Low,Medium,Medium,1
lead:00000497,1,0.31,1,0,0.389,-0.38,NON SALES,13,1,stale,5.8,1,0,Follow Up / Negot.,24,0.1664,22400,Low,High,High,1
lead:00000498,0,0.73,4,1,0.509,-0.33,NON SALES,11,1,cold,5.9,1,1,Follow Up / Negot.,31,0.1375,369340,Medium,High,Medium,1
lead:00000499,0,2.01,0,0,0.523,0.26,SALES,5,1,cold,3.2,0,1,Sales Follow Up,15,0.159,231280,High,Low,Low,1
lead:00000500,1,0.86,5,1,0.514,0.64,NON SALES,6,1,active,3.7,0,1,Sales Qualified,11,0.1918,424800,High,Medium,Low,1
lead:00000501,1,2.32,4,1,0.601,0.38,SALES,15,1,stale,6.2,1,0,Follow Up / Negot.,10,0.4019,220660,High,Medium,High,1
lead:00000502,0,0.42,0,0,0.408,-0.56,NON SALES,7,1,cold,4.1,1,0,Follow Up / Negot.,27,0.1501,63840,Low,Low,High,0
lead:00000503,0,2.28,0,0,0.619,-0.13,SALES,5,1,active,3.4,1,0,Contract Sent,5,1.0043,178180,High,Low,High,1
lead:00000504,0,1.12,1,0,0.482,0.63,NON SALES,7,1,cold,3.7,1,1,Proposal Sent,15,0.2395,100890,Medium,High,High,0
lead:00000505,0,0.04,0,0,0.425,0.39,NON SALES,18,1,active,7.1,1,0,Sales Follow Up,7,0.3634,293820,Low,Low,Medium,1
lead:00000506,0,0.96,0,0,0.504,0.3,NON SALES,14,1,stale,6.1,0,0,Sales Qualified,7,0.281,163430,Medium,High,Low,1
lead:00000507,1,1.3,1,1,0.453,0.5,NON SALES,2,1,fresh,1.5,1,0,Quotation,10,0.3546,78400,High,Low,Medium,0
lead:00000508,1,2.34,1,1,0.595,0.36,SALES,12,1,active,5.5,0,0,On Hold,64,0.0308,325090,High,Medium,Low,1
lead:00000509,0,0.4,0,0,0.377,0.51,NON SALES,7,1,active,4.0,1,0,Follow Up / Negot.,33,0.113,64400,Low,Medium,High,0
lead:00000510,0,1.55,0,0,0.52,0.54,NON SALES,5,1,fresh,3.3,1,1,Contract Sent,7,0.7104,74480,Medium,Medium,High,0
lead:00000511,0,0.0,0,0,0.464,-0.42,NON SALES,9,1,cold,4.3,0,1,Sales Qualified,5,0.4083,281430,Low,High,Low,0
lead:00000512,1,0.65,1,0,0.461,0.33,NON SALES,9,1,stale,4.4,0,0,Sales Qualified,171,0.0198,313880,Medium,Medium,Low,1
lead:00000513,1,0.5,6,1,0.579,-0.44,NON SALES,14,1,cold,6.4,1,0,Sales Qualified,4,0.4974,37520,Medium,Medium,High,1
lead:00000514,0,0.68,6,1,0.349,0.84,NON SALES,2,1,active,1.5,0,0,Quotation,24,0.1555,74480,Medium,Low,Low,0
lead:00000515,1,1.61,0,0,0.509,0.33,SALES,15,1,cold,6.5,1,1,Contract Sent,5,0.9964,513300,Medium,High,High,1
lead:00000516,1,2.24,0,0,0.668,-0.12,SALES,12,1,active,6.0,0,1,Sales Qualified,8,0.2423,557550,High,High,Low,1
lead:00000517,1,2.43,0,0,0.694,0.21,SALES,16,1,cold,6.6,1,1,Lost,57,0.0215,369930,High,Medium,Low,1
lead:00000518,0,1.25,6,1,0.426,0.8,NON SALES,14,1,active,6.3,0,1,Manual Follow Up,24,0.0971,516840,Medium,High,Low,1
lead:00000519,1,0.3,0,0,0.508,-0.66,NON SALES,5,1,stale,2.7,1,1,Contract Sent,9,0.5638,36400,Low,Low,High,0
lead:00000520,1,1.69,0,0,0.551,0.52,SALES,15,1,fresh,6.8,1,0,Contract Sent,13,0.3791,176410,Medium,Medium,Medium,1
lead:00000521,0,2.18,4,1,0.605,0.54,SALES,15,1,stale,6.7,1,1,Contract Sent,5,0.9975,390580,High,Low,High,1
lead:00000522,1,2.25,1,0,0.613,0.26,SALES,8,1,cold,4.1,1,0,Lost,41,0.0224,52080,High,Medium,Medium,1
lead:00000523,1,3.16,0,0,0.594,0.75,SALES,12,1,fresh,5.9,1,1,Sales Qualified,8,0.2418,659030,High,Medium,Low,1
lead:00000524,1,2.59,0,0,0.654,0.25,SALES,10,1,cold,5.0,0,0,Proposal Sent,26,0.1416,426570,High,Medium,Low,1
lead:00000525,0,0.0,0,0,0.357,-0.16,NON SALES,15,1,cold,6.0,1,1,Contract Sent,13,0.3942,260190,Low,High,Medium,0
lead:00000526,0,1.03,1,0,0.596,0.25,NON SALES,10,1,active,4.7,1,0,Closed,0,6.0,76720,Medium,Medium,High,1
lead:00000527,0,0.1,0,0,0.391,-0.31,NON SALES,16,1,cold,6.8,1,0,Closed,3,1.9949,230690,Low,Low,High,0
lead:00000528,0,0.59,0,0,0.332,0.42,NON SALES,5,1,fresh,3.2,1,0,Closed,154,0.0407,240130,Low,Medium,High,0
lead:00000529,0,0.0,2,0,0.407,-0.47,NON SALES,12,1,stale,5.9,0,0,Manual Follow Up,18,0.1447,47600,Low,High,Low,0
lead:00000530,1,2.3,0,0,0.658,-0.16,SALES,4,1,cold,3.0,1,1,Closed,1,5.9954,67760,High,Medium,High,1
lead:00000531,0,0.24,6,1,0.517,0.12,NON SALES,9,1,stale,4.6,1,1,Sales Qualified,3,0.6606,486160,Low,High,Medium,0
lead:00000532,0,0.48,1,1,0.519,0.54,NON SALES,6,1,fresh,3.1,1,1,Follow Up / Negot.,143,0.0188,641920,Low,Medium,Low,0
lead:00000533,0,0.56,5,1,0.365,0.23,NON SALES,7,1,stale,3.5,1,0,Lost,59,0.0129,319780,Low,Medium,Low,1
lead:00000534,0,0.69,0,0,0.255,0.49,NON SALES,7,1,active,4.1,1,0,Lost,21,0.0501,281430,Low,Medium,Low,0
lead:00000535,1,2.37,2,0,0.648,0.05,SALES,1,0,cold,0.8,1,1,Sales Follow Up,13,0.2,464330,High,Low,Low,1
lead:00000536,1,0.49,0,0,0.498,0.19,NON SALES,8,1,cold,3.8,0,0,Sales Qualified,5,0.4011,33040,Medium,Medium,Low,0
lead:00000537,0,2.03,1,0,0.671,-0.41,SALES,10,1,stale,4.9,1,1,Follow Up / Negot.,23,0.1826,117410,High,High,Medium,1
lead:00000538,0,0.31,6,1,0.516,-0.01,NON SALES,11,1,cold,4.9,1,1,Closed,1,5.9952,669650,Low,High,Medium,0
lead:00000539,0,0.71,0,0,0.41,-0.01,NON SALES,10,1,active,4.9,1,1,Follow Up / Negot.,13,0.3157,28000,Low,High,High,0
lead:00000540,1,2.24,0,0,0.647,-0.54,SALES,10,1,fresh,4.2,1,0,Lost,57,0.0188,202960,High,Medium,Medium,1
lead:00000541,0,0.28,0,0,0.363,0.53,NON SALES,3,0,fresh,1.9,1,0,Quotation,19,0.1883,98530,Low,Low,Medium,0
lead:00000542,1,1.28,0,0,0.541,0.39,SALES,8,1,cold,4.6,1,0,Quotation,14,0.2439,139240,Medium,Medium,High,1
lead:00000543,1,0.0,7,1,0.493,-0.76,NON SALES,13,1,cold,5.6,0,0,Sales Follow Up,98,0.0328,192340,Low,Low,Low,0
lead:00000544,0,3.12,0,0,0.58,0.74,SALES,14,1,active,6.0,1,0,Lost,53,0.0167,57120,High,High,Medium,1
lead:00000545,1,1.45,0,0,0.647,-0.18,SALES,1,0,cold,1.1,1,1,Closed,1,5.9931,73360,High,Low,High,1
lead:00000546,1,2.7,1,0,0.603,0.83,SALES,1,0,fresh,1.1,1,1,Closed,0,6.0,104430,High,Low,High,1
lead:00000547,0,0.1,2,1,0.376,0.19,NON SALES,6,1,stale,3.4,1,0,Quotation,29,0.1116,15680,Low,Medium,Low,0
lead:00000548,0,0.47,0,0,0.381,0.4,NON SALES,2,1,fresh,2.8,0,0,Manual Follow Up,11,0.2293,205910,Low,Low,Low,1
lead:00000549,0,0.22,2,0,0.415,-0.51,NON SALES,1,0,fresh,0.6,1,1,Quotation,21,0.1756,233640,Low,Low,Medium,0
lead:00000550,1,0.9,1,0,0.614,-0.2,SALES,11,1,active,5.3,1,1,Closed,3,1.9965,499140,High,High,Medium,1
lead:00000551,1,1.17,1,0,0.535,0.45,SALES,10,1,fresh,5.0,1,0,Quotation,13,0.2717,222430,Medium,High,Medium,1
lead:00000552,0,0.69,7,1,0.417,0.4,NON SALES,11,1,stale,4.9,1,0,Follow Up / Negot.,24,0.1645,106790,Low,Low,High,0
lead:00000553,0,0.42,2,1,0.528,-0.11,NON SALES,10,1,fresh,4.5,0,0,Manual Follow Up,121,0.0186,218300,Low,High,Low,0
lead:00000554,1,1.53,0,0,0.539,-0.61,SALES,7,1,active,4.3,0,0,Sales Qualified,11,0.1759,28000,Medium,High,Low,0
lead:00000555,0,0.48,6,1,0.468,-0.05,NON SALES,9,1,stale,4.7,0,0,Lost,33,0.025,146320,Low,High,Low,0
lead:00000556,0,0.0,2,0,0.463,-0.79,NON SALES,20,1,stale,7.3,1,0,On Hold,75,0.0231,272580,Low,Low,Low,0
lead:00000557,0,0.73,5,1,0.411,0.46,NON SALES,9,1,cold,4.9,1,1,Proposal Sent,29,0.1296,782340,Medium,Medium,Low,1
lead:00000558,0,0.24,0,0,0.405,0.1,NON SALES,8,1,active,4.1,1,0,Quotation,11,0.3195,17920,Low,High,Medium,0
lead:00000559,0,1.23,2,0,0.5,0.12,NON SALES,11,1,active,5.0,1,0,Closed,3,1.9953,76720,Medium,High,High,1
lead:00000560,1,1.6,7,1,0.604,-0.37,SALES,5,1,stale,3.5,1,1,Follow Up / Negot.,25,0.155,62720,High,Low,Medium,1
lead:00000561,1,2.53,6,1,0.575,0.52,SALES,17,1,active,7.4,0,0,New Lead,5,0.205,286150,High,High,Low,1
lead:00000562,1,1.89,5,1,0.627,-0.3,SALES,12,1,fresh,5.8,1,0,Closed,0,6.0,89680,High,High,High,1
lead:00000563,1,2.4,1,0,0.632,0.18,SALES,3,1,stale,2.5,1,0,Closed,3,1.9916,24080,High,Low,High,1
lead:00000564,0,0.05,0,0,0.446,-0.41,NON SALES,8,1,cold,4.2,1,1,Lost,48,0.0137,83780,Low,Medium,Medium,0
lead:00000565,0,0.0,0,0,0.492,-0.64,NON SALES,4,0,fresh,1.7,1,0,Demo Scheduled,13,0.2305,139830,Low,Low,Medium,0
lead:00000566,1,1.48,1,0,0.555,0.43,SALES,10,1,cold,4.6,1,0,Follow Up / Negot.,13,0.3144,337480,Medium,High,Medium,0
lead:00000567,0,0.66,5,1,0.529,0.48,NON SALES,8,1,active,4.2,0,0,Manual Follow Up,11,0.2262,457840,Medium,High,Low,1
lead:00000568,1,0.65,0,0,0.379,-0.02,NON SALES,6,1,stale,3.7,0,1,Follow Up / Negot.,30,0.1376,509760,Medium,Medium,Low,0
lead:00000569,1,0.63,2,0,0.355,0.32,NON SALES,2,0,stale,2.2,1,0,Follow Up / Negot.,12,0.3364,127440,Low,Low,Medium,1
lead:00000570,1,0.96,0,0,0.411,0.53,NON SALES,3,1,fresh,2.0,0,1,Manual Follow Up,19,0.1376,221840,Medium,Low,Medium,1
lead:00000571,0,0.96,3,1,0.518,0.39,NON SALES,6,1,stale,4.2,1,0,Follow Up / Negot.,27,0.14,296770,Medium,Low,High,0
lead:00000572,1,2.53,1,0,0.67,0.45,SALES,1,0,cold,1.3,1,0,Proposal Sent,23,0.15,184670,High,Low,Medium,1
lead:00000573,0,2.14,0,0,0.63,-0.56,SALES,2,1,fresh,1.8,1,0,Quotation,157,0.0158,40320,High,Low,Medium,0
lead:00000574,1,1.98,3,1,0.55,0.15,SALES,2,1,stale,1.4,0,0,On Hold,76,0.0129,207090,High,Low,Low,1
lead:00000575,0,0.0,0,0,0.303,-0.57,NON SALES,8,1,stale,4.5,1,0,Quotation,19,0.1848,80640,Low,Low,High,0
lead:00000576,1,2.14,2,1,0.585,0.24,SALES,7,1,fresh,3.6,0,0,Quotation,16,0.2252,70000,High,Medium,Low,1
lead:00000577,0,0.0,2,1,0.417,-0.43,NON SALES,10,1,stale,5.2,1,0,Closed,0,6.0,141600,Low,Medium,High,0
lead:00000578,1,2.81,0,0,0.582,0.78,SALES,6,0,stale,2.7,1,0,Lost,41,0.0173,400610,High,Low,Low,1
lead:00000579,0,0.75,5,1,0.446,0.56,NON SALES,4,1,active,2.7,1,0,Proposal Sent,17,0.2118,80080,Medium,Medium,High,1
lead:00000580,1,1.87,2,0,0.664,-0.62,SALES,3,1,fresh,2.0,1,0,Sales Follow Up,123,0.0176,76720,High,Low,Low,1
lead:00000581,0,0.07,0,0,0.498,-0.54,NON SALES,8,1,active,3.8,1,0,On Hold,66,0.0235,422440,Low,High,Low,0
lead:00000582,1,1.28,3,0,0.55,0.14,SALES,5,1,stale,3.1,1,0,Lost,54,0.0212,253110,Medium,Low,Medium,1
lead:00000583,1,1.45,0,0,0.602,-0.13,SALES,10,1,stale,5.1,1,1,Follow Up / Negot.,16,0.2502,382320,Medium,High,Medium,1
lead:00000584,1,1.87,0,0,0.585,0.38,SALES,4,0,active,2.3,1,0,Demo Scheduled,8,0.3726,198830,High,Medium,Medium,1
lead:00000585,1,2.59,1,1,0.627,0.28,SALES,9,1,cold,4.5,1,0,Manual Follow Up,11,0.2258,146320,High,Medium,High,1
lead:00000586,0,0.91,0,0,0.37,0.63,NON SALES,4,1,stale,3.1,0,1,Follow Up / Negot.,21,0.183,379370,Low,Medium,Low,1
lead:00000587,1,1.36,1,0,0.648,-0.46,SALES,1,0,fresh,2.3,1,0,Proposal Sent,70,0.0501,121540,Medium,Low,Low,1
lead:00000588,1,2.15,1,0,0.57,0.37,SALES,2,1,stale,1.3,1,0,Closed,1,5.9996,172870,High,Low,High,0
lead:00000589,0,0.52,5,1,0.375,0.25,NON SALES,16,1,stale,6.5,1,0,Quotation,11,0.309,30240,Medium,Low,Medium,0
lead:00000590,0,0.53,0,0,0.37,0.36,NON SALES,7,1,active,3.8,1,1,Follow Up / Negot.,25,0.1653,70000,Low,High,High,0
lead:00000591,0,1.91,0,0,0.614,-0.1,SALES,9,1,active,4.1,1,0,Closed,2,3.0056,27440,High,Low,High,1
lead:00000592,0,0.45,0,0,0.389,-0.55,NON SALES,3,1,fresh,1.8,0,0,Sales Qualified,5,0.4033,82880,Low,Low,Low,0
lead:00000593,1,1.98,0,0,0.6,0.08,SALES,10,1,cold,5.2,1,0,Sales Follow Up,6,0.424,113280,High,Medium,Medium,1
lead:00000594,1,2.37,4,1,0.675,-0.1,SALES,1,0,stale,0.7,1,1,Contract Sent,6,0.8382,206500,High,Low,High,1
lead:00000595,0,2.15,0,0,0.691,-0.23,SALES,13,1,cold,5.6,1,0,On Hold,75,0.0282,234820,High,Medium,Medium,1
lead:00000596,1,2.28,0,0,0.557,0.44,SALES,10,1,stale,5.6,1,1,Follow Up / Negot.,12,0.3381,355770,High,High,Medium,1
lead:00000597,1,2.35,0,0,0.632,-0.73,SALES,1,0,stale,0.8,1,1,Contract Sent,10,0.4935,22400,High,Low,High,1
lead:00000598,1,2.49,5,1,0.657,0.26,SALES,15,1,stale,6.0,1,1,On Hold,33,0.0474,783520,High,Low,Low,1
lead:00000599,1,1.23,0,0,0.447,0.51,NON SALES,6,1,active,3.3,0,1,Quotation,17,0.204,811250,Medium,Medium,Low,0
lead:00000600,0,1.06,2,1,0.425,0.38,NON SALES,13,1,active,5.8,1,0,Closed,1,5.9905,79060,Medium,High,High,1
lead:00000601,1,0.95,0,0,0.451,0.67,NON SALES,7,1,cold,4.3,1,0,Follow Up / Negot.,24,0.1631,28560,Medium,Medium,Medium,0
lead:00000602,1,2.86,0,0,0.699,0.51,SALES,5,1,cold,3.4,1,0,Quotation,14,0.2481,434830,High,Medium,Low,1
lead:00000603,1,2.57,2,0,0.662,0.54,SALES,8,1,cold,4.2,1,0,Manual Follow Up,12,0.2059,122720,High,Medium,Medium,0
lead:00000604,1,1.31,0,0,0.5,0.44,NON SALES,2,1,fresh,1.7,1,0,Sales Qualified,7,0.2771,223020,Medium,Low,Medium,1
lead:00000605,0,0.8,1,0,0.335,0.52,NON SALES,6,0,stale,3.0,1,1,Closed,0,6.0,592950,Low,Low,Medium,0
