,product_type,product_complexity,product_base_price,product_tax_rate,price_tier,capacity_tons,capacity_bin,product_x_capacity,total_price_with_tax,capacity_price_ratio,quotation_sent,is_enterprise_deal,industry_close_rate,pipeline_stage,is_repeat_customer,days_in_pipeline,pipeline_velocity,sale_score
2,21,2,1,12,1,2,3,76,1,3,0,0,3,5,0,3,1,0.2089
2,21,3,1,12,2,1,1,75,1,2,1,0,2,6,0,2,2,0.6949
3,6,4,2,18,2,2,2,23,2,2,1,1,2,4,0,3,1,0.6581
2,8,2,1,12,1,2,2,29,1,3,0,1,3,8,0,3,1,0.2144
2,9,1,1,12,1,1,1,30,1,1,1,0,2,10,1,2,2,0.8859
2,15,1,1,12,1,1,1,52,1,3,1,0,3,5,0,3,1,0.6416
3,6,4,2,18,3,1,1,20,2,1,0,1,2,4,0,2,2,0.3568
3,13,2,1,18,2,2,3,46,2,3,0,0,2,10,0,2,2,0.2395
1,1,4,3,18,4,3,5,3,3,2,1,1,1,10,0,2,2,0.4756
2,15,1,1,12,1,1,1,52,1,3,1,0,2,6,0,2,2,0.742
3,5,3,2,18,2,3,4,18,2,3,0,0,2,4,1,2,2,0.6736
2,3,2,1,12,1,1,1,9,1,2,1,0,2,11,0,2,1,0.3165
2,15,1,1,12,1,1,1,52,1,1,0,0,3,6,0,2,1,0.127
1,17,3,3,18,3,3,4,60,3,2,1,1,1,1,1,1,3,0.9531
3,16,4,2,18,2,1,1,55,2,2,1,0,2,1,0,1,3,0.8778
2,7,2,1,12,1,1,1,24,1,2,1,0,3,11,0,2,2,0.6524
1,17,4,3,18,3,3,4,60,3,2,0,0,1,10,0,2,2,0.1141
3,22,3,2,18,3,1,1,78,2,1,1,0,1,8,0,2,1,0.3073
2,21,3,1,12,2,1,1,75,1,1,1,0,3,1,0,1,3,0.8928
3,6,5,2,18,3,2,2,23,2,1,1,0,1,5,0,3,1,0.5224
2,3,3,1,12,1,1,1,9,1,2,1,0,3,10,1,2,2,0.8853
2,3,3,2,12,2,2,2,11,2,2,1,0,2,9,0,2,2,0.5621
1,18,5,3,18,4,3,4,64,3,2,0,1,2,6,1,2,1,0.2006
3,6,5,2,18,3,2,3,21,2,2,1,0,2,2,1,2,2,0.9212
2,3,3,1,12,2,2,2,11,1,2,1,0,2,2,0,1,3,0.8838
1,12,5,3,18,4,3,4,42,3,2,0,1,1,12,0,2,2,0.1022
1,4,4,3,18,3,3,5,14,3,2,1,1,2,10,0,2,2,0.5158
3,6,4,2,18,3,1,1,20,2,1,1,0,1,4,0,2,2,0.7079
1,18,4,3,18,4,3,4,64,3,2,1,1,1,4,0,2,2,0.6197
1,19,4,2,18,3,2,3,67,2,2,1,1,1,2,0,1,3,0.8589
3,16,3,2,18,3,3,4,57,2,3,1,0,1,9,1,2,2,0.852
3,20,5,2,18,3,1,1,71,2,1,0,0,2,11,0,2,2,0.1612
1,19,4,2,18,3,3,4,68,2,3,0,1,2,6,0,2,2,0.2819
3,11,3,2,18,3,2,3,38,2,2,1,0,1,10,1,2,2,0.8387
2,9,1,1,12,1,1,1,30,1,2,0,0,2,12,0,2,2,0.2103
1,10,3,2,18,3,3,5,35,2,3,0,0,1,5,0,3,1,0.1441
1,1,4,3,18,4,3,5,3,3,2,0,1,1,4,0,2,2,0.2193
1,2,4,2,18,3,3,5,7,2,3,1,0,2,10,0,2,2,0.5658
1,18,5,3,18,4,2,2,66,3,1,1,1,1,10,0,2,2,0.4793
2,21,2,1,12,2,2,2,77,1,2,1,0,3,10,1,2,2,0.8855
2,14,3,2,12,2,2,2,51,2,2,1,0,3,1,0,1,3,0.8592
3,20,5,2,18,3,3,4,73,2,2,0,0,1,4,1,2,2,0.5803
3,11,4,2,18,2,2,2,40,2,2,1,0,2,10,0,2,2,0.6157
2,14,2,1,12,2,2,2,51,1,2,1,1,3,4,0,3,1,0.6903
1,10,3,2,18,3,3,5,35,2,3,1,0,1,8,1,3,1,0.7478
3,6,4,2,18,3,1,1,20,2,1,0,0,2,11,0,2,2,0.1817
3,20,4,2,18,3,1,1,71,2,1,1,1,1,1,0,1,3,0.8825
1,1,5,3,18,4,3,4,2,3,2,0,1,2,12,0,2,2,0.1175
3,11,4,2,18,2,1,1,37,2,1,1,0,2,10,1,3,1,0.7499
3,16,4,2,18,3,2,3,56,2,2,1,0,2,4,1,2,2,0.9053
2,14,3,2,12,2,2,3,50,2,3,1,0,2,5,0,2,1,0.3139
3,16,3,2,18,3,1,1,55,2,1,1,0,1,1,1,3,1,0.87
1,1,5,3,18,4,2,3,1,3,1,1,1,1,12,1,2,2,0.7356
1,1,5,3,18,4,3,5,3,3,2,0,1,1,4,0,3,2,0.323
1,12,5,3,18,3,3,4,42,3,3,1,0,2,10,0,2,1,0.1814
1,17,3,3,18,3,3,5,61,3,3,1,0,1,9,1,3,1,0.6426
1,19,3,2,18,3,2,3,67,2,2,1,1,1,9,0,2,2,0.6205
3,6,4,2,18,3,3,4,22,2,2,0,0,2,11,0,1,3,0.3005
1,10,4,2,18,3,2,2,36,2,1,1,1,1,10,0,2,2,0.6127
3,5,2,2,18,2,2,2,19,2,2,0,0,2,5,0,3,1,0.2193
3,22,5,2,18,3,2,3,79,2,2,0,0,1,11,0,2,2,0.1396
3,20,5,2,18,3,3,4,73,2,2,1,1,1,8,0,3,1,0.4568
1,4,5,3,18,4,2,3,12,3,1,1,1,1,10,0,2,2,0.4565
3,6,5,2,18,3,2,3,21,2,2,0,1,1,4,0,2,2,0.3045
1,10,4,2,18,3,2,3,33,2,2,0,1,3,5,1,3,1,0.4902
3,22,3,2,18,3,1,1,78,2,1,1,0,2,4,1,3,2,0.9528
3,6,4,2,18,3,2,2,23,2,1,1,0,2,3,0,2,2,0.7631
1,2,4,2,18,3,2,3,5,2,2,1,1,1,2,0,1,3,0.8673
3,5,3,2,18,2,2,3,17,2,3,1,0,2,1,1,1,3,0.97
3,22,3,2,18,3,2,3,79,2,2,1,0,2,2,1,2,3,0.9791
1,17,4,3,18,4,3,5,61,3,3,1,1,1,10,0,1,3,0.626
2,9,1,1,12,1,1,1,30,1,1,0,1,2,9,1,2,2,0.6387
3,5,4,2,18,2,3,4,18,2,3,1,0,2,4,1,3,2,0.9543
2,15,1,1,12,1,1,1,52,1,2,0,0,3,8,0,3,1,0.1805
3,13,3,2,18,2,3,4,47,2,3,1,0,2,2,0,2,3,0.9296
2,8,1,1,12,1,2,2,29,1,3,1,0,2,7,0,1,3,0.8494
1,12,4,3,18,3,3,4,42,3,2,1,1,2,2,0,2,3,0.8988
1,1,5,3,18,4,3,4,2,3,2,1,1,1,2,0,2,3,0.8784
3,20,4,2,18,3,2,3,72,2,2,0,0,3,6,0,2,1,0.092
3,22,4,2,18,2,2,2,81,2,2,1,0,2,5,0,3,1,0.5683
3,16,4,2,18,2,2,2,58,2,2,1,0,2,4,0,2,2,0.742
2,21,3,1,12,2,1,1,75,1,2,1,0,2,10,1,3,1,0.7543
1,19,4,2,18,3,3,5,69,2,3,0,0,1,10,0,3,1,0.0845
1,17,3,3,18,3,2,2,62,3,1,1,1,1,1,0,1,3,0.8515
1,10,3,2,18,3,3,4,34,2,2,1,0,1,8,0,3,1,0.4345
2,14,2,1,12,2,1,1,49,1,2,1,0,3,3,0,2,2,0.7921
1,12,4,3,18,3,2,3,41,3,2,1,1,2,1,1,1,3,0.9544
1,2,4,2,18,3,2,3,5,2,2,1,0,2,1,1,1,3,0.9636
1,4,4,3,18,4,2,2,15,3,1,1,1,1,4,1,2,3,0.9665
3,5,4,2,18,2,2,2,19,2,2,0,0,3,6,0,2,2,0.3213
3,22,3,2,18,3,1,1,78,2,1,0,0,2,4,1,2,2,0.6473
3,5,4,2,18,2,1,1,16,2,2,0,0,3,8,0,3,1,0.1531
2,8,1,1,12,1,1,1,27,1,3,0,0,2,11,0,2,2,0.2325
1,19,4,2,18,3,2,2,70,2,1,1,0,2,10,0,2,2,0.5886
1,12,5,3,18,4,2,3,41,3,1,1,1,1,1,0,1,3,0.8005
2,15,1,1,12,1,1,1,52,1,2,0,0,3,11,0,2,2,0.2432
3,5,4,2,18,2,1,1,16,2,1,1,0,3,4,0,3,1,0.6168
2,8,2,1,12,1,2,2,29,1,3,0,1,3,11,0,2,2,0.2848
1,18,4,3,18,4,3,4,64,3,2,1,1,1,5,1,2,1,0.6177
1,17,3,3,18,3,3,4,60,3,2,1,1,2,1,0,1,3,0.8493
3,6,4,2,18,3,3,4,22,2,2,1,0,2,1,1,1,3,0.9661
3,11,4,2,18,3,2,3,38,2,2,0,0,2,3,0,3,1,0.1867
1,4,5,3,18,4,2,3,12,3,1,1,1,1,4,0,3,2,0.741
1,19,3,2,18,3,3,4,68,2,2,1,1,1,2,1,2,2,0.932
1,18,5,3,18,3,3,5,65,3,3,1,1,2,10,0,2,2,0.4811
3,22,5,2,18,3,2,3,79,2,2,1,1,2,2,0,1,3,0.8673
2,7,2,1,12,1,1,1,24,1,2,1,0,2,1,1,1,3,0.9738
3,5,2,2,18,2,2,3,17,2,2,0,0,2,7,0,1,3,0.4425
1,4,4,3,18,4,3,4,13,3,2,1,1,1,4,0,3,2,0.7617
1,1,5,3,18,4,3,5,3,3,3,0,1,2,12,0,1,2,0.0648
3,22,5,2,18,3,2,3,79,2,2,1,0,1,9,1,2,2,0.8263
1,19,3,2,18,3,2,3,67,2,2,0,0,2,8,0,2,1,0.0704
1,17,3,3,18,3,2,2,62,3,1,1,0,2,10,0,2,2,0.5126
3,20,4,3,18,3,2,3,72,3,2,1,0,2,2,0,1,3,0.8012
1,10,4,2,18,3,3,5,35,2,3,1,0,2,1,1,1,3,0.9606
1,4,4,3,18,3,2,3,12,3,2,0,1,2,12,0,1,2,0.0749
1,18,4,3,18,4,2,2,66,3,1,1,1,1,9,0,3,1,0.3587
1,19,3,2,18,3,3,5,69,2,3,0,0,2,4,0,2,2,0.2902
2,15,1,1,12,1,1,1,52,1,2,1,1,3,1,0,1,3,0.9279
1,12,4,3,18,4,2,3,41,3,2,0,1,1,12,0,1,2,0.0616
1,17,4,3,18,4,2,3,59,3,1,1,1,1,11,0,2,2,0.4359
2,15,1,1,12,1,2,2,54,1,3,1,0,2,10,1,2,2,0.8896
2,7,1,1,12,1,1,1,24,1,2,1,1,3,2,1,1,3,0.9803
2,9,2,1,12,1,2,2,32,1,3,1,0,3,4,0,3,2,0.8774
3,5,2,2,18,2,2,2,19,2,2,0,0,3,6,0,2,2,0.3589
1,17,3,3,18,3,2,3,59,3,2,1,1,2,4,0,2,2,0.6721
2,7,1,1,12,1,1,1,24,1,2,1,0,3,10,1,2,2,0.9008
1,4,4,3,18,4,2,2,15,3,1,1,1,2,3,0,1,2,0.5671
3,5,2,2,18,2,1,1,16,2,1,1,0,2,6,0,2,2,0.7342
1,10,3,2,18,3,3,4,34,2,3,1,1,1,4,0,2,2,0.738
3,13,2,2,18,2,2,2,48,2,2,0,0,3,10,1,2,2,0.59
3,13,2,2,18,2,2,2,48,2,2,1,0,3,4,0,2,2,0.7973
1,1,4,3,18,4,2,3,1,3,1,1,1,2,4,1,3,1,0.7937
1,4,5,3,18,4,3,5,14,3,2,0,1,1,8,0,3,1,0.079
1,2,4,2,18,3,3,5,7,2,3,1,0,2,11,0,2,2,0.5406
1,12,4,3,18,4,3,5,43,3,3,0,1,1,5,0,2,1,0.0622
1,1,4,3,18,4,3,4,2,3,2,1,1,1,4,0,2,2,0.6364
2,15,1,1,12,1,1,1,52,1,2,1,0,3,4,0,3,1,0.6635
2,7,2,1,12,1,1,1,24,1,3,1,0,3,11,0,2,2,0.6536
2,9,1,1,12,1,2,3,31,1,3,1,0,3,11,1,2,2,0.8825
2,9,2,1,12,1,1,1,30,1,2,1,0,3,4,1,3,1,0.8816
1,1,4,3,18,4,3,5,3,3,2,1,1,2,5,0,3,1,0.4591
1,2,3,2,18,3,2,3,5,2,2,1,0,1,10,0,2,2,0.5646
3,11,3,2,18,3,1,1,37,2,1,1,1,1,4,0,2,2,0.7534
2,7,2,1,12,1,2,2,26,1,3,1,0,3,1,0,1,3,0.9158
2,3,2,2,12,2,1,1,9,2,2,1,0,3,1,0,1,3,0.8692
2,8,2,1,12,1,1,1,27,1,2,0,0,3,8,0,3,1,0.1746
1,2,3,2,18,3,3,5,7,2,3,1,1,1,2,0,1,3,0.8747
3,16,4,2,18,3,2,2,58,2,2,1,1,2,1,1,1,3,0.9727
3,16,3,2,18,2,2,3,56,2,2,1,1,3,9,1,2,2,0.9007
1,10,3,2,18,3,2,2,36,2,2,1,1,1,1,1,1,3,0.9718
3,20,4,2,18,3,1,1,71,2,1,1,0,1,10,0,2,2,0.553
3,20,5,2,18,3,2,3,72,2,2,1,0,1,6,0,2,2,0.6205
2,7,2,1,12,1,1,1,24,1,2,1,0,3,3,0,1,3,0.8937
1,18,4,3,18,3,2,2,66,3,1,1,0,1,6,0,2,2,0.5676
2,9,2,1,12,1,2,3,31,1,3,1,1,3,1,1,1,3,0.9789
2,3,3,2,12,2,1,1,9,2,2,1,0,3,1,0,1,3,0.8593
1,19,4,3,18,3,2,3,67,3,2,0,0,1,9,0,2,2,0.1236
3,5,4,2,18,2,1,1,16,2,1,1,0,2,10,0,2,2,0.6083
3,16,4,2,18,2,2,3,56,2,2,1,0,2,4,0,2,2,0.7173
2,3,3,1,12,1,1,1,9,1,1,1,0,3,11,0,2,2,0.6332
2,14,3,2,12,2,1,1,49,2,1,1,0,3,4,0,3,2,0.7987
3,20,5,2,18,3,1,1,71,2,1,1,0,2,4,1,3,2,0.9455
2,9,1,1,12,1,2,3,31,1,3,1,0,2,1,0,1,3,0.9022
1,10,4,2,18,3,2,3,33,2,2,1,1,1,10,0,2,2,0.5775
2,3,3,1,12,2,1,1,9,1,2,1,0,2,8,0,3,1,0.5004
2,8,1,1,12,1,1,1,27,1,3,0,0,3,5,0,2,1,0.1454
2,15,1,1,12,1,2,2,54,1,3,1,0,3,10,0,2,2,0.6908
3,6,5,2,18,2,2,3,21,2,2,1,1,2,1,0,1,3,0.8928
3,22,4,2,18,3,2,3,79,2,2,1,0,2,1,0,1,3,0.8654
2,7,2,1,12,1,1,1,24,1,2,1,0,3,1,1,1,3,0.9764
3,20,4,2,18,3,1,1,71,2,1,0,0,2,11,0,1,2,0.1017
1,18,5,3,18,3,2,2,66,3,1,0,0,1,9,0,2,2,0.1299
3,16,4,2,18,2,2,2,58,2,2,1,0,2,9,0,2,2,0.6332
2,21,3,1,12,2,1,1,75,1,1,1,1,3,2,0,3,1,0.7008
1,4,5,3,18,4,3,5,14,3,2,1,1,1,4,0,2,2,0.6033
2,9,1,1,12,1,2,2,32,1,3,0,0,2,3,0,2,2,0.4131
3,20,4,2,18,3,1,1,71,2,1,1,0,2,11,0,2,2,0.5544
3,16,4,2,18,3,2,3,56,2,2,0,0,2,3,0,2,2,0.3068
2,8,2,1,12,1,2,2,29,1,3,1,0,2,3,0,2,2,0.7974
2,9,2,1,12,1,2,2,32,1,3,1,0,2,10,1,2,2,0.8834
2,21,2,1,12,2,2,3,76,1,3,1,0,2,1,1,1,3,0.9691
2,9,1,1,12,1,1,1,30,1,3,1,0,3,1,0,1,3,0.9153
3,22,5,2,18,3,1,1,78,2,1,1,0,2,1,0,1,3,0.8609
3,6,5,2,18,3,2,2,23,2,1,0,0,1,12,0,1,2,0.0881
2,21,2,2,12,2,2,2,77,2,2,1,0,3,10,0,2,2,0.5679
1,12,4,3,18,3,2,3,41,3,2,0,0,2,6,0,2,2,0.1783
3,5,4,2,18,2,2,2,19,2,2,1,0,3,2,1,1,3,0.9712
3,20,5,2,18,3,1,1,71,2,1,0,0,1,7,0,1,3,0.3396
3,5,4,2,18,2,2,2,19,2,2,1,0,2,1,1,1,3,0.971
1,2,4,2,18,3,2,3,5,2,2,1,0,2,10,1,2,2,0.8421
1,4,4,3,18,4,3,4,13,3,2,1,1,1,1,0,1,3,0.8233
1,1,5,3,18,4,2,3,1,3,1,1,1,2,9,0,2,2,0.5116
2,15,1,1,12,1,2,2,54,1,3,1,0,2,10,0,2,2,0.6674
1,4,4,3,18,4,2,3,12,3,1,1,1,2,1,1,1,3,0.953
2,8,2,1,12,1,1,1,27,1,2,1,1,3,1,1,1,3,0.9802
3,5,4,2,18,2,1,1,16,2,1,1,0,2,9,0,2,2,0.6323
3,5,4,2,18,2,2,3,17,2,3,1,0,2,4,1,2,2,0.9171
1,4,5,3,18,4,2,2,15,3,1,1,1,1,2,0,2,3,0.89
1,17,4,3,18,3,2,3,59,3,2,1,0,1,11,0,2,2,0.4038
1,18,5,3,18,3,2,3,63,3,2,1,1,1,3,0,2,2,0.634
3,13,3,2,18,2,2,2,48,2,2,1,0,2,10,1,2,2,0.8761
2,21,3,2,12,2,1,1,75,2,1,1,0,3,11,0,3,1,0.343
2,3,3,1,12,2,1,1,9,1,1,1,0,3,12,0,1,2,0.4418
2,15,1,1,12,1,2,2,54,1,3,1,0,3,10,0,2,2,0.6908
3,16,3,2,18,2,1,1,55,2,1,0,0,2,7,0,1,3,0.4144
2,9,2,1,12,1,1,1,30,1,3,1,0,3,4,0,3,1,0.6508
3,6,5,2,18,3,3,4,22,2,3,0,0,1,6,0,2,2,0.2306
1,19,4,3,18,3,2,3,67,3,2,1,1,2,10,1,2,2,0.8058
1,17,4,2,18,3,2,3,59,2,2,1,0,2,10,0,2,2,0.5503
1,2,3,2,18,3,3,4,6,2,2,0,0,2,4,0,2,2,0.3137
1,18,5,3,18,4,2,2,66,3,1,1,1,1,7,0,1,3,0.7124
1,17,4,3,18,3,2,3,59,3,2,1,0,1,2,1,1,3,0.9311
1,12,4,3,18,3,2,3,41,3,2,0,0,1,3,0,2,2,0.2092
3,16,3,2,18,2,2,2,58,2,2,0,0,2,4,1,2,2,0.6785
2,15,1,1,12,1,2,2,54,1,3,1,0,3,5,0,3,1,0.6525
2,14,3,1,12,2,1,1,49,1,2,1,1,2,4,1,2,2,0.9332
1,19,3,2,18,3,3,5,69,2,3,0,1,2,10,0,2,2,0.2133
3,16,4,2,18,3,2,2,58,2,2,1,0,2,1,1,1,3,0.9668
3,22,5,2,18,3,1,1,78,2,1,0,0,2,11,0,2,1,0.0491
3,5,4,2,18,2,3,4,18,2,3,0,0,2,4,0,2,2,0.3208
1,2,3,3,18,3,2,3,5,3,2,1,1,1,2,1,1,3,0.9512
1,19,4,3,18,3,3,4,68,3,2,0,0,2,3,0,2,2,0.2283
2,7,2,1,12,1,1,1,24,1,2,1,0,3,10,0,2,2,0.6751
2,9,2,1,12,1,2,2,32,1,3,1,0,2,10,1,2,2,0.8834
1,12,5,3,18,4,3,4,42,3,2,1,1,1,12,0,1,2,0.2684
1,1,5,3,18,4,3,5,3,3,2,1,1,1,10,1,2,2,0.7701
2,3,3,2,12,2,2,2,11,2,2,1,0,2,1,0,1,3,0.8519
3,22,4,2,18,3,2,3,79,2,2,1,0,2,4,1,3,1,0.8289
1,10,4,2,18,3,2,3,33,2,2,1,0,2,9,1,2,2,0.847
3,11,4,2,18,2,1,1,37,2,1,1,0,2,3,0,2,2,0.7513
3,5,2,2,18,2,1,1,16,2,2,0,1,2,5,0,3,1,0.2418
2,7,1,1,12,1,1,1,24,1,2,1,0,2,9,0,2,2,0.692
2,7,2,1,12,1,2,2,26,1,3,1,0,3,10,1,3,1,0.8163
1,17,3,3,18,3,2,3,59,3,1,1,1,2,2,0,2,3,0.9015
1,12,5,3,18,3,2,3,41,3,2,1,1,2,4,1,2,2,0.8774
3,22,3,2,18,3,1,1,78,2,1,1,0,1,2,0,2,3,0.9164
3,20,5,2,18,3,2,3,72,2,2,0,0,2,5,0,3,1,0.146
3,13,3,2,18,2,1,1,45,2,1,0,0,2,9,0,2,2,0.2322
3,20,5,3,18,3,1,1,71,3,1,0,0,2,4,1,2,2,0.5185
3,20,4,2,18,3,2,2,74,2,1,1,0,2,7,0,1,3,0.7998
3,11,3,2,18,2,1,1,37,2,1,1,0,2,10,1,2,2,0.866
1,17,3,3,18,3,2,3,59,3,2,1,0,1,10,0,2,2,0.4493
2,3,2,1,12,1,1,1,9,1,2,0,0,2,3,0,2,2,0.3917
1,17,3,3,18,3,3,4,60,3,2,1,1,1,3,0,2,2,0.6756
2,8,2,1,12,1,2,2,29,1,3,0,0,2,4,0,2,2,0.3738
3,13,3,2,18,2,1,1,45,2,1,1,1,2,4,0,3,2,0.8713
1,2,3,2,18,3,2,2,8,2,2,1,1,1,12,0,2,2,0.6008
1,19,4,2,18,3,2,3,67,2,2,0,0,2,8,0,3,1,0.1139
3,11,4,2,18,2,3,4,39,2,3,1,1,3,1,0,1,3,0.9076
1,1,4,3,18,4,2,3,1,3,1,1,1,1,2,0,2,3,0.8843
3,16,4,2,18,3,2,2,58,2,2,1,0,2,10,0,2,2,0.5938
3,13,3,2,18,2,1,1,45,2,2,1,0,2,2,1,2,3,0.9819
1,10,3,2,18,3,2,3,33,2,2,1,0,2,10,0,2,1,0.27
2,14,3,2,12,2,1,1,49,2,2,1,0,2,10,1,2,2,0.8086
2,8,1,1,12,1,1,1,27,1,3,1,0,3,4,1,2,2,0.9428
3,5,3,2,18,2,1,1,16,2,1,0,0,3,6,0,2,1,0.1149
1,19,3,3,18,3,3,4,68,3,2,1,1,2,2,0,2,2,0.7219
2,14,3,2,12,2,2,2,51,2,2,1,0,3,8,0,3,1,0.432
1,17,4,3,18,4,3,5,61,3,3,1,1,2,4,0,3,1,0.4668
1,12,4,3,18,3,3,4,42,3,2,1,0,2,8,0,3,1,0.3518
3,20,4,2,18,3,2,3,72,2,2,1,0,2,9,0,3,2,0.7292
1,10,3,2,18,3,3,4,34,2,2,0,0,1,6,0,2,2,0.2387
1,17,4,3,18,3,3,5,61,3,3,0,0,1,5,0,3,1,0.0942
3,11,3,2,18,2,2,3,38,2,2,1,0,3,2,1,2,2,0.9396
3,20,5,2,18,3,2,2,74,2,1,0,1,1,3,0,1,3,0.5047
2,7,2,1,12,1,1,1,24,1,2,1,0,3,1,1,1,3,0.9764
2,7,2,1,12,1,1,1,24,1,3,1,0,3,1,1,1,3,0.9766
1,10,3,2,18,3,2,3,33,2,2,0,0,1,9,1,2,2,0.4759
3,22,3,2,18,3,3,4,80,2,3,1,0,2,10,0,2,2,0.5915
3,11,4,2,18,2,1,1,37,2,1,0,0,2,12,0,3,1,0.0928
1,10,4,2,18,3,3,4,34,2,2,1,0,2,6,1,2,2,0.8848
3,13,3,2,18,2,1,1,45,2,2,1,0,2,9,0,3,1,0.4773
2,8,2,1,12,1,2,2,29,1,3,1,1,3,5,0,2,1,0.5444
3,22,3,2,18,3,3,4,80,2,3,0,0,2,7,1,1,3,0.7245
1,17,3,3,18,3,2,3,59,3,1,1,0,2,2,1,1,3,0.9421
1,1,4,3,18,4,3,4,2,3,2,0,1,1,6,0,2,2,0.1934
2,8,1,1,12,1,2,2,29,1,3,1,0,3,3,1,2,2,0.9504
2,8,1,1,12,1,2,2,29,1,3,1,0,3,1,1,1,3,0.979
3,6,4,2,18,3,3,4,22,2,2,1,1,1,6,0,2,1,0.3921
2,9,1,1,12,1,1,1,30,1,3,1,0,3,11,0,2,1,0.3495
1,10,3,2,18,3,2,3,33,2,2,0,1,2,5,0,3,1,0.1895
2,9,2,1,12,1,2,3,31,1,3,1,0,2,11,0,2,2,0.6068
3,16,4,2,18,2,2,3,56,2,2,1,0,2,9,0,2,2,0.6037
1,19,3,2,18,3,3,4,68,2,2,1,1,2,2,0,2,2,0.7917
2,8,1,1,12,1,1,1,27,1,3,1,0,3,10,0,1,3,0.8151
2,14,3,1,12,2,1,1,49,1,2,1,0,3,1,0,3,1,0.6844
1,19,3,2,18,3,3,5,69,2,3,1,1,2,1,0,1,3,0.8891
3,5,3,2,18,2,2,2,19,2,2,1,0,3,9,1,2,2,0.9006
3,22,5,2,18,3,2,2,81,2,2,0,0,2,11,0,2,2,0.17
2,21,3,1,12,1,1,1,75,1,2,1,0,3,10,0,2,2,0.6427
1,19,3,2,18,3,3,4,68,2,3,1,0,2,2,0,2,3,0.9196
3,20,4,2,18,3,1,1,71,2,1,0,0,1,12,0,2,2,0.1449
1,19,3,2,18,3,2,2,70,2,1,1,0,2,4,0,2,2,0.7416
2,3,3,1,12,1,2,2,11,1,3,1,0,2,1,1,1,3,0.9732
1,1,5,3,18,4,2,3,1,3,1,0,1,1,11,0,3,1,0.0611
3,6,5,2,18,2,2,2,23,2,2,1,0,2,2,0,2,3,0.9279
3,5,2,2,18,2,2,2,19,2,2,1,0,3,11,0,2,2,0.6668
3,22,4,2,18,3,2,3,79,2,2,1,0,2,1,0,1,3,0.8654
3,13,2,2,18,2,2,3,46,2,3,0,0,3,4,1,2,2,0.702
3,6,4,2,18,2,2,2,23,2,2,0,0,2,6,0,2,2,0.2993
2,14,2,1,12,2,1,1,49,1,1,1,0,2,10,1,2,2,0.87
1,2,3,3,18,3,2,2,8,3,1,1,1,2,2,0,2,2,0.7595
1,4,5,3,18,4,2,2,15,3,1,1,1,1,1,0,1,3,0.8292
1,19,4,2,18,3,3,4,68,2,3,1,0,2,12,0,1,3,0.6724
1,4,4,3,18,4,2,3,12,3,1,0,1,1,8,0,3,1,0.0867
1,4,4,3,18,4,3,4,13,3,2,1,1,1,1,0,1,3,0.8233
3,16,4,2,18,3,1,1,55,2,1,1,0,1,10,0,3,1,0.3794
3,6,5,2,18,3,1,1,20,2,1,1,0,1,1,1,1,3,0.9601
3,20,4,2,18,3,2,3,72,2,2,1,0,2,8,1,3,1,0.766
1,19,3,2,18,3,2,2,70,2,2,1,0,2,9,0,2,2,0.6341
2,8,1,1,12,1,2,2,29,1,3,0,0,2,10,0,2,2,0.2604
2,15,1,1,12,1,2,3,53,1,3,1,0,3,4,1,2,2,0.9375
3,11,3,2,18,3,2,3,38,2,2,1,1,1,6,0,2,1,0.3942
3,13,3,2,18,2,1,1,45,2,1,1,0,3,2,0,2,2,0.8037
1,1,5,3,18,4,3,4,2,3,2,0,1,1,11,0,2,2,0.1169
1,1,4,3,18,4,2,2,4,3,1,1,1,1,6,1,2,2,0.8666
3,16,4,2,18,3,1,1,55,2,1,1,0,2,9,0,2,2,0.5991
1,1,5,3,18,4,2,3,1,3,1,1,1,1,10,1,2,2,0.7734
1,4,5,3,18,4,2,2,15,3,1,1,1,1,10,0,2,2,0.4944
3,16,4,2,18,3,2,3,56,2,2,1,0,2,1,1,1,3,0.9626
1,18,5,3,18,4,2,3,63,3,1,1,1,1,4,0,2,2,0.5933
1,10,4,2,18,3,2,3,33,2,2,0,0,1,5,0,3,1,0.1363
1,19,3,2,18,3,3,5,69,2,3,1,0,1,1,0,1,3,0.8547
2,3,3,1,12,2,1,1,9,1,1,1,1,3,1,1,1,3,0.9776
1,17,4,3,18,3,3,4,60,3,2,1,1,2,4,1,3,1,0.7961
2,9,1,1,12,1,1,1,30,1,2,1,0,3,1,0,1,3,0.9149
1,1,5,3,18,4,2,3,1,3,1,1,1,1,4,0,2,2,0.6104
2,15,1,1,12,1,2,2,54,1,3,1,0,3,9,0,2,2,0.7122
3,6,4,2,18,3,2,3,21,2,2,1,0,2,1,0,1,3,0.8741
3,22,5,2,18,3,3,4,80,2,2,0,0,2,9,0,2,2,0.1846
2,9,2,1,12,1,2,2,32,1,3,1,0,2,10,0,2,2,0.6535
3,16,4,2,18,2,2,2,58,2,2,1,0,3,1,0,1,3,0.8961
2,7,2,1,12,1,2,3,25,1,3,1,0,3,1,1,1,3,0.9754
1,19,3,2,18,3,2,2,70,2,2,1,0,1,9,1,2,2,0.8621
1,10,3,2,18,3,2,2,36,2,1,1,1,2,2,1,2,3,0.9845
1,2,4,2,18,3,2,3,5,2,2,0,0,2,8,1,3,1,0.3567
3,13,3,2,18,2,1,1,45,2,2,1,0,3,4,0,2,3,0.9247
