lead_id,whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,sale_closed
lead:00001461,2,0,2,4,email,whatsapp,whatsapp,1,1,928.9,high_slow,active,3.3,email_Sales_Follow_Up,0,0
lead:00001462,3,3,2,8,phone,whatsapp,whatsapp,1,1,309.6,low_slow,active,4.2,phone_Quotation,3,1
lead:00001463,0,1,2,3,email,email,phone,1,1,207.2,medium_medium,cold,2.1,email_Quotation,1,1
lead:00001464,4,2,5,11,email,whatsapp,whatsapp,1,2,402.4,low_slow,active,5.3,email_Proposal_Sent,0,1
lead:00001465,2,0,3,5,email,email,email,1,2,154.7,medium_medium,stale,2.7,email_Proposal_Sent,0,0
lead:00001466,3,2,3,8,whatsapp,whatsapp,phone,1,2,707.5,high_slow,cold,4.2,whatsapp_Manual_Follow_Up,0,0
lead:00001467,0,1,2,3,email,email,email,1,1,254.4,medium_medium,cold,2.1,email_Lost,0,0
lead:00001468,1,6,2,9,phone,phone,phone,1,2,45.6,low_fast,active,4.5,phone_Manual_Follow_Up,0,1
lead:00001469,7,3,3,13,whatsapp,whatsapp,whatsapp,1,2,1212.1,high_slow,active,5.8,whatsapp_Follow_Up__Negot.,2,1
lead:00001470,5,5,2,12,whatsapp,whatsapp,whatsapp,1,1,415.5,low_slow,cold,5.6,whatsapp_Quotation,2,1
lead:00001471,7,2,8,17,email,email,email,1,3,1069.4,high_slow,active,7.3,email_Lost,0,0
lead:00001472,0,0,1,1,email,email,email,0,0,12.1,high_fast,stale,0.7,email_New_Lead,1,0
lead:00001473,1,2,2,5,phone,whatsapp,email,1,2,279.1,medium_medium,stale,3.5,phone_Proposal_Sent,0,1
lead:00001474,6,3,2,11,whatsapp,email,email,1,2,328.1,low_slow,active,5.2,whatsapp_Contract_Sent,6,1
lead:00001475,2,1,3,6,email,email,email,1,3,110.2,medium_medium,cold,3.7,email_Contract_Sent,5,1
lead:00001476,0,1,0,1,phone,phone,phone,0,0,16.5,high_fast,stale,1.1,phone_New_Lead,1,0
lead:00001477,1,6,0,7,phone,phone,whatsapp,1,3,45.5,low_fast,fresh,4.1,phone_New_Lead,2,0
lead:00001478,1,1,1,3,email,email,email,1,1,39.3,low_fast,cold,2.1,email_Lost,0,0
lead:00001479,4,5,4,13,phone,whatsapp,whatsapp,1,3,523.0,low_slow,cold,5.9,phone_Contract_Sent,5,1
lead:00001480,0,1,1,2,phone,email,email,1,1,8.5,high_fast,fresh,1.4,phone_New_Lead,0,0
lead:00001481,2,1,4,7,email,email,phone,1,1,955.2,high_slow,active,3.9,email_Sales_Follow_Up,0,0
lead:00001482,4,5,3,12,phone,whatsapp,whatsapp,1,1,647.9,high_slow,cold,5.5,phone_Lost,2,1
lead:00001483,1,6,1,8,phone,phone,whatsapp,1,2,2.5,high_fast,fresh,3.5,phone_Sales_Qualified,2,0
lead:00001484,1,1,1,3,whatsapp,phone,phone,1,1,10.6,high_fast,fresh,1.7,whatsapp_Sales_Qualified,1,0
lead:00001485,1,1,0,2,whatsapp,whatsapp,whatsapp,1,1,22.3,high_fast,active,1.7,whatsapp_Sales_Qualified,1,0
lead:00001486,2,8,1,11,phone,phone,whatsapp,1,2,71.8,low_fast,stale,4.9,phone_New_Lead,2,0
lead:00001487,1,1,0,2,whatsapp,whatsapp,phone,1,1,19.9,high_fast,fresh,1.6,whatsapp_Sales_Qualified,1,0
lead:00001488,3,4,5,12,email,whatsapp,whatsapp,1,1,788.5,high_slow,active,5.2,email_Quotation,3,1
lead:00001489,6,1,2,9,whatsapp,whatsapp,whatsapp,1,3,219.5,medium_medium,fresh,4.8,whatsapp_Quotation,4,1
lead:00001490,0,8,2,10,phone,phone,phone,1,2,41.5,low_fast,active,5.0,phone_New_Lead,0,0
lead:00001491,7,4,3,14,whatsapp,whatsapp,email,1,1,406.3,low_slow,fresh,6.0,whatsapp_Closed,1,1
lead:00001492,0,2,1,3,phone,email,email,1,1,4.2,high_fast,fresh,1.4,phone_Nurturing,0,0
lead:00001493,6,5,2,13,whatsapp,whatsapp,phone,1,1,465.8,low_slow,active,5.6,whatsapp_Quotation,1,1
lead:00001494,1,2,3,6,email,whatsapp,whatsapp,1,2,285.6,medium_medium,active,3.4,email_Quotation,2,1
lead:00001495,0,0,1,1,email,email,email,0,0,17.8,high_fast,cold,1.3,email_New_Lead,1,0
lead:00001496,0,4,1,5,phone,phone,phone,1,1,43.1,low_fast,active,3.0,phone_Contract_Sent,2,1
lead:00001497,0,0,6,6,email,email,email,0,0,669.9,high_slow,stale,3.0,email_Lost,0,0
lead:00001498,3,4,4,11,phone,whatsapp,phone,1,2,282.4,medium_medium,stale,4.9,phone_Contract_Sent,4,1
lead:00001499,3,1,1,5,whatsapp,whatsapp,whatsapp,1,2,1630.3,high_slow,stale,4.0,whatsapp_Manual_Follow_Up,1,1
lead:00001500,4,2,3,9,whatsapp,whatsapp,whatsapp,1,1,511.8,low_slow,active,4.1,whatsapp_Follow_Up__Negot.,5,1
lead:00001501,3,1,3,7,email,whatsapp,whatsapp,1,3,261.4,medium_medium,cold,3.8,email_Sales_Qualified,0,1
lead:00001502,6,1,2,9,whatsapp,email,whatsapp,1,1,384.8,low_slow,active,4.5,whatsapp_Quotation,3,1
lead:00001503,10,1,3,14,whatsapp,whatsapp,whatsapp,1,3,1812.4,high_slow,cold,6.7,whatsapp_Closed,2,1
lead:00001504,9,2,3,14,whatsapp,email,email,1,3,685.9,high_slow,stale,6.5,whatsapp_Nurturing,0,0
lead:00001505,5,5,2,12,phone,email,whatsapp,1,3,387.1,low_slow,cold,6.0,phone_Quotation,4,0
lead:00001506,4,4,3,11,phone,whatsapp,phone,1,1,353.1,low_slow,cold,4.9,phone_Contract_Sent,2,1
lead:00001507,6,3,3,12,whatsapp,whatsapp,whatsapp,1,2,271.1,medium_medium,cold,5.6,whatsapp_Contract_Sent,2,1
lead:00001508,0,6,2,8,phone,phone,email,1,3,20.4,high_fast,active,3.7,phone_Sales_Follow_Up,0,1
lead:00001509,7,1,6,14,whatsapp,email,email,1,2,1124.3,high_slow,cold,5.9,whatsapp_Manual_Follow_Up,1,0
lead:00001510,3,3,2,8,whatsapp,email,email,1,1,159.0,medium_medium,stale,4.2,whatsapp_Proposal_Sent,4,0
lead:00001511,7,2,3,12,whatsapp,whatsapp,whatsapp,1,2,201.6,medium_medium,cold,5.3,whatsapp_Quotation,4,1
lead:00001512,5,1,5,11,whatsapp,email,email,1,1,1046.4,high_slow,cold,5.1,whatsapp_Quotation,0,0
lead:00001513,8,5,3,16,whatsapp,email,whatsapp,1,2,861.7,high_slow,stale,6.8,whatsapp_Quotation,2,1
lead:00001514,6,4,1,11,whatsapp,whatsapp,email,1,3,234.5,medium_medium,cold,5.7,whatsapp_Contract_Sent,8,1
lead:00001515,2,8,1,11,phone,phone,phone,1,1,26.8,low_fast,active,4.8,phone_New_Lead,1,0
lead:00001516,1,0,0,1,whatsapp,whatsapp,whatsapp,0,0,1.8,high_fast,active,0.5,whatsapp_Sales_Qualified,0,0
lead:00001517,3,2,3,8,whatsapp,email,email,1,1,171.9,medium_medium,cold,4.0,whatsapp_Sales_Follow_Up,1,1
lead:00001518,11,0,6,17,whatsapp,email,email,1,2,728.6,high_slow,active,6.6,whatsapp_Nurturing,0,0
lead:00001519,1,4,2,7,phone,phone,email,1,2,28.6,low_fast,cold,3.2,phone_Sales_Follow_Up,2,1
lead:00001520,1,2,2,5,phone,email,email,1,1,837.1,high_slow,stale,3.4,phone_Nurturing,1,0
lead:00001521,6,2,3,11,whatsapp,whatsapp,whatsapp,1,1,718.6,high_slow,cold,5.2,whatsapp_Lost,0,0
lead:00001522,4,5,2,11,phone,whatsapp,whatsapp,1,1,622.4,high_slow,cold,5.0,phone_Closed,1,1
lead:00001523,0,1,3,4,email,email,phone,1,2,527.7,low_slow,cold,2.8,email_Nurturing,0,0
lead:00001524,2,0,4,6,email,whatsapp,whatsapp,1,3,679.9,high_slow,cold,3.7,email_Manual_Follow_Up,0,0
lead:00001525,0,6,1,7,phone,phone,phone,1,3,0.8,high_fast,cold,3.3,phone_Follow_Up__Negot.,0,0
lead:00001526,1,5,1,7,phone,phone,phone,1,2,1245.9,high_slow,stale,4.8,phone_Contract_Sent,3,1
lead:00001527,5,3,1,9,whatsapp,email,email,1,2,268.9,medium_medium,stale,4.4,whatsapp_Closed,4,1
lead:00001528,8,5,2,15,whatsapp,email,email,1,1,612.2,high_slow,stale,6.7,whatsapp_Contract_Sent,3,1
lead:00001529,3,4,4,11,phone,whatsapp,phone,1,1,654.3,high_slow,stale,5.3,phone_Closed,5,1
lead:00001530,2,3,4,9,email,whatsapp,email,1,3,224.1,medium_medium,active,4.3,email_Quotation,0,1
lead:00001531,0,0,6,6,email,email,email,0,0,213.4,medium_medium,stale,2.9,email_Lost,2,0
lead:00001532,0,0,2,2,email,email,email,0,0,200.6,medium_medium,stale,1.8,email_Proposal_Sent,1,0
lead:00001533,3,3,1,7,whatsapp,email,email,1,1,399.6,low_slow,cold,4.0,whatsapp_Closed,6,1
lead:00001534,2,6,2,10,phone,phone,phone,1,1,2.0,high_fast,fresh,3.7,phone_New_Lead,0,0
lead:00001535,1,1,1,3,phone,email,email,1,1,35.5,low_fast,stale,2.0,phone_New_Lead,0,0
lead:00001536,4,2,4,10,whatsapp,whatsapp,whatsapp,1,1,223.6,medium_medium,cold,4.2,whatsapp_Contract_Sent,3,1
lead:00001537,11,2,5,18,whatsapp,email,email,1,1,1034.5,high_slow,cold,7.0,whatsapp_Manual_Follow_Up,0,0
lead:00001538,1,3,4,8,email,email,whatsapp,1,1,140.0,medium_medium,active,3.5,email_Quotation,4,1
lead:00001539,3,3,3,9,phone,whatsapp,email,1,1,360.9,low_slow,active,4.1,phone_Contract_Sent,7,1
lead:00001540,0,6,0,6,phone,phone,phone,0,0,20.6,high_fast,active,2.9,phone_New_Lead,1,1
lead:00001541,1,2,1,4,phone,whatsapp,whatsapp,1,2,8.6,high_fast,fresh,2.1,phone_Sales_Qualified,1,0
lead:00001542,7,2,1,10,whatsapp,whatsapp,whatsapp,1,3,387.4,low_slow,active,5.3,whatsapp_Follow_Up__Negot.,5,1
lead:00001543,6,3,1,10,whatsapp,email,email,1,2,122.8,medium_medium,active,4.8,whatsapp_Quotation,5,1
lead:00001544,1,2,4,7,email,whatsapp,whatsapp,1,2,183.7,medium_medium,active,3.7,email_Demo_Scheduled,1,1
lead:00001545,2,3,3,8,phone,email,email,1,2,322.2,low_slow,cold,4.1,phone_Closed,7,1
lead:00001546,0,1,4,5,email,email,phone,1,2,484.0,low_slow,stale,3.4,email_Lost,2,0
lead:00001547,8,0,5,13,whatsapp,email,whatsapp,1,2,926.8,high_slow,stale,5.4,whatsapp_Nurturing,1,0
lead:00001548,1,1,0,2,whatsapp,whatsapp,whatsapp,1,1,22.6,high_fast,fresh,1.6,whatsapp_Sales_Qualified,1,1
lead:00001549,0,1,2,3,email,email,email,1,1,294.5,medium_medium,stale,2.7,email_Nurturing,2,0
lead:00001550,0,0,1,1,email,email,email,0,0,18.8,high_fast,fresh,0.9,email_Sales_Qualified,0,0
lead:00001551,2,3,2,7,phone,phone,phone,1,3,0.7,high_fast,fresh,3.1,phone_Sales_Qualified,2,1
lead:00001552,0,1,2,3,email,email,phone,1,1,536.1,low_slow,active,2.7,email_Quotation,2,0
lead:00001553,8,2,2,12,whatsapp,whatsapp,phone,1,1,589.7,low_slow,active,5.2,whatsapp_Quotation,3,1
lead:00001554,2,1,2,5,whatsapp,email,email,1,2,86.9,low_fast,stale,2.9,whatsapp_Follow_Up__Negot.,7,1
lead:00001555,6,3,1,10,whatsapp,email,whatsapp,1,1,72.6,low_fast,stale,4.2,whatsapp_Closed,4,1
lead:00001556,3,2,2,7,whatsapp,whatsapp,phone,1,2,282.6,medium_medium,active,4.2,whatsapp_Closed,3,1
lead:00001557,0,0,1,1,email,email,email,0,0,17.2,high_fast,active,1.2,email_Sales_Qualified,1,0
lead:00001558,2,0,4,6,email,email,whatsapp,1,1,486.7,low_slow,stale,3.5,email_Manual_Follow_Up,1,0
lead:00001559,1,4,1,6,phone,phone,whatsapp,1,2,31.4,low_fast,fresh,3.4,phone_Nurturing,1,0
lead:00001560,6,2,2,10,whatsapp,whatsapp,phone,1,1,172.4,medium_medium,fresh,4.6,whatsapp_Contract_Sent,4,1
lead:00001561,2,1,3,6,email,whatsapp,whatsapp,1,2,318.6,low_slow,active,3.6,email_Nurturing,1,0
lead:00001562,4,0,5,9,email,whatsapp,whatsapp,1,2,462.6,low_slow,cold,4.2,email_Nurturing,1,1
lead:00001563,6,1,1,8,whatsapp,whatsapp,whatsapp,1,3,342.5,low_slow,cold,4.6,whatsapp_Closed,4,1
lead:00001564,0,0,5,5,email,email,email,0,0,610.7,high_slow,stale,2.6,email_Quotation,0,0
lead:00001565,1,2,5,8,email,whatsapp,whatsapp,1,2,385.9,low_slow,cold,3.9,email_Sales_Follow_Up,2,0
lead:00001566,7,2,3,12,whatsapp,whatsapp,email,1,2,877.0,high_slow,cold,5.6,whatsapp_Nurturing,5,1
lead:00001567,5,5,1,11,phone,phone,phone,1,1,433.0,low_slow,active,5.4,phone_Follow_Up__Negot.,3,1
lead:00001568,7,4,3,14,whatsapp,whatsapp,whatsapp,1,2,431.1,low_slow,stale,6.0,whatsapp_Contract_Sent,3,1
lead:00001569,3,0,1,4,whatsapp,email,email,1,1,705.0,high_slow,cold,2.8,whatsapp_Nurturing,0,0
lead:00001570,3,4,3,10,phone,whatsapp,whatsapp,1,3,128.6,medium_medium,active,4.9,phone_Quotation,5,1
lead:00001571,0,0,6,6,email,email,email,0,0,333.1,low_slow,cold,2.7,email_Nurturing,2,1
lead:00001572,1,1,1,3,whatsapp,whatsapp,phone,1,1,811.2,high_slow,stale,2.7,whatsapp_Sales_Qualified,0,0
lead:00001573,9,1,6,16,whatsapp,email,phone,1,3,1199.7,high_slow,stale,6.7,whatsapp_Nurturing,1,0
lead:00001574,1,1,1,3,whatsapp,whatsapp,whatsapp,1,1,11.7,high_fast,cold,1.8,whatsapp_Lost,1,0
lead:00001575,3,4,1,8,phone,whatsapp,whatsapp,1,1,224.1,medium_medium,cold,3.9,phone_Contract_Sent,8,1
lead:00001576,4,3,2,9,whatsapp,whatsapp,whatsapp,1,2,133.7,medium_medium,stale,4.4,whatsapp_Quotation,3,1
lead:00001577,7,1,3,11,whatsapp,whatsapp,whatsapp,1,2,417.8,low_slow,active,5.2,whatsapp_Quotation,1,1
lead:00001578,3,1,4,8,email,whatsapp,email,1,3,222.0,medium_medium,cold,4.0,email_Proposal_Sent,4,0
lead:00001579,3,2,3,8,whatsapp,whatsapp,whatsapp,1,2,460.9,low_slow,active,4.5,whatsapp_Sales_Follow_Up,1,1
lead:00001580,4,2,1,7,whatsapp,whatsapp,whatsapp,1,3,330.8,low_slow,stale,4.1,whatsapp_Quotation,5,0
lead:00001581,0,1,2,3,email,email,email,1,1,274.6,medium_medium,cold,2.4,email_Lost,2,0
lead:00001582,4,1,2,7,whatsapp,whatsapp,whatsapp,1,2,281.5,medium_medium,cold,4.0,whatsapp_Contract_Sent,0,1
lead:00001583,4,0,3,7,whatsapp,whatsapp,email,1,1,234.0,medium_medium,stale,3.5,whatsapp_Sales_Follow_Up,2,1
lead:00001584,1,1,4,6,email,whatsapp,whatsapp,1,3,644.2,high_slow,stale,3.7,email_Nurturing,1,0
lead:00001585,1,3,3,7,email,whatsapp,email,1,1,131.1,medium_medium,cold,3.4,email_Contract_Sent,0,0
lead:00001586,6,5,4,15,whatsapp,whatsapp,whatsapp,1,1,695.3,high_slow,cold,6.7,whatsapp_Closed,3,1
lead:00001587,1,0,1,2,whatsapp,email,email,1,1,44.0,low_fast,cold,1.4,whatsapp_Lost,0,0
lead:00001588,3,2,3,8,email,email,email,1,3,985.9,high_slow,active,5.0,email_Manual_Follow_Up,2,0
lead:00001589,8,3,2,13,whatsapp,email,email,1,3,1366.4,high_slow,cold,6.2,whatsapp_Contract_Sent,3,1
lead:00001590,3,4,2,9,phone,email,whatsapp,1,1,329.3,low_slow,active,4.7,phone_Contract_Sent,6,1
lead:00001591,2,4,2,8,phone,phone,phone,1,1,4.8,high_fast,active,3.4,phone_Manual_Follow_Up,3,1
lead:00001592,2,2,2,6,phone,whatsapp,whatsapp,1,1,908.5,high_slow,stale,3.5,phone_Nurturing,0,0
lead:00001593,0,1,6,7,email,email,email,1,3,200.3,medium_medium,stale,3.9,email_Lost,2,0
lead:00001594,3,4,5,12,email,whatsapp,email,1,2,621.0,high_slow,cold,5.8,email_Contract_Sent,2,1
lead:00001595,0,4,0,4,phone,phone,phone,0,0,31.8,low_fast,cold,2.5,phone_Nurturing,0,0
lead:00001596,3,3,2,8,whatsapp,email,email,1,1,329.5,low_slow,cold,4.4,whatsapp_Demo_Scheduled,0,0
lead:00001597,0,1,0,1,phone,phone,phone,0,0,11.1,high_fast,stale,1.0,phone_Nurturing,1,0
lead:00001598,0,1,3,4,email,email,email,1,2,385.6,low_slow,stale,2.9,email_Quotation,0,1
lead:00001599,4,1,3,8,whatsapp,whatsapp,whatsapp,1,1,277.0,medium_medium,active,3.7,whatsapp_Contract_Sent,5,1
lead:00001600,5,4,2,11,whatsapp,whatsapp,whatsapp,1,3,287.3,medium_medium,active,5.2,whatsapp_Quotation,3,1
lead:00001601,0,2,0,2,phone,phone,phone,0,0,12.5,high_fast,fresh,1.4,phone_Sales_Qualified,0,0
lead:00001602,3,1,1,5,whatsapp,whatsapp,whatsapp,1,1,388.0,low_slow,active,3.5,whatsapp_Closed,4,1
lead:00001603,1,2,3,6,email,whatsapp,whatsapp,1,1,247.7,medium_medium,stale,3.5,email_Nurturing,3,1
lead:00001604,7,6,3,16,whatsapp,email,email,1,3,733.5,high_slow,cold,7.4,whatsapp_Contract_Sent,3,1
lead:00001605,7,2,4,13,whatsapp,email,email,1,3,787.6,high_slow,stale,6.2,whatsapp_Closed,5,1
lead:00001606,10,4,2,16,whatsapp,whatsapp,whatsapp,1,3,299.8,medium_medium,cold,7.1,whatsapp_Follow_Up__Negot.,5,1
lead:00001607,2,3,1,6,phone,email,email,1,3,83.4,low_fast,active,3.5,phone_Contract_Sent,3,1
lead:00001608,0,5,2,7,phone,phone,email,1,2,1484.2,high_slow,cold,4.8,phone_Proposal_Sent,1,1
lead:00001609,3,1,3,7,whatsapp,whatsapp,whatsapp,1,1,315.2,low_slow,active,3.5,whatsapp_Proposal_Sent,4,1
lead:00001610,3,0,2,5,whatsapp,email,whatsapp,1,1,1774.8,high_slow,active,3.4,whatsapp_Sales_Follow_Up,2,0
lead:00001611,0,1,1,2,phone,phone,email,1,1,1.2,high_fast,fresh,1.0,phone_New_Lead,1,0
lead:00001612,2,3,3,8,email,whatsapp,phone,1,1,112.6,medium_medium,active,4.0,email_Contract_Sent,4,1
lead:00001613,4,5,4,13,phone,email,email,1,3,663.6,high_slow,cold,6.3,phone_Closed,5,1
lead:00001614,7,2,3,12,whatsapp,whatsapp,whatsapp,1,1,215.8,medium_medium,active,5.2,whatsapp_Quotation,1,1
lead:00001615,5,6,4,15,phone,email,email,1,2,577.0,low_slow,stale,6.3,phone_Contract_Sent,3,1
lead:00001616,5,4,5,14,whatsapp,phone,whatsapp,1,3,504.4,low_slow,active,6.4,whatsapp_Contract_Sent,6,1
lead:00001617,4,3,2,9,whatsapp,whatsapp,email,1,2,187.5,medium_medium,active,4.4,whatsapp_Proposal_Sent,0,1
lead:00001618,5,1,3,9,whatsapp,whatsapp,phone,1,3,541.8,low_slow,stale,4.7,whatsapp_Closed,2,1
lead:00001619,4,2,1,7,whatsapp,whatsapp,phone,1,1,323.0,low_slow,stale,3.7,whatsapp_Quotation,4,1
lead:00001620,2,0,3,5,email,email,whatsapp,1,1,359.8,low_slow,active,3.1,email_Nurturing,2,1
lead:00001621,0,1,0,1,phone,phone,phone,0,0,21.9,high_fast,fresh,0.9,phone_Lost,1,0
lead:00001622,4,3,3,10,whatsapp,whatsapp,whatsapp,1,1,99.3,medium_medium,stale,4.4,whatsapp_Nurturing,5,1
lead:00001623,4,4,2,10,phone,phone,phone,1,3,538.1,low_slow,stale,5.5,phone_Closed,1,1
lead:00001624,4,3,2,9,whatsapp,whatsapp,whatsapp,1,1,156.2,medium_medium,stale,4.0,whatsapp_Closed,3,1
lead:00001625,6,0,5,11,whatsapp,whatsapp,whatsapp,1,3,808.6,high_slow,cold,5.0,whatsapp_Contract_Sent,0,0
lead:00001626,1,0,1,2,whatsapp,email,email,1,1,38.7,low_fast,stale,1.4,whatsapp_Nurturing,0,0
lead:00001627,9,0,3,12,whatsapp,whatsapp,email,1,1,981.9,high_slow,stale,5.1,whatsapp_Quotation,1,0
lead:00001628,4,1,2,7,whatsapp,whatsapp,whatsapp,1,2,356.2,low_slow,cold,3.7,whatsapp_Quotation,0,0
lead:00001629,0,0,6,6,email,email,email,0,0,481.0,low_slow,active,3.0,email_Lost,0,0
lead:00001630,1,8,1,10,phone,phone,phone,1,2,65.3,low_fast,active,4.8,phone_Sales_Qualified,3,1
lead:00001631,6,2,3,11,whatsapp,email,email,1,2,460.7,low_slow,stale,5.1,whatsapp_Follow_Up__Negot.,5,1
lead:00001632,2,1,3,6,email,whatsapp,whatsapp,1,1,348.8,low_slow,active,3.4,email_Sales_Follow_Up,2,0
lead:00001633,5,2,5,12,whatsapp,phone,phone,1,2,390.8,low_slow,stale,5.0,whatsapp_Quotation,3,1
lead:00001634,8,3,2,13,whatsapp,whatsapp,whatsapp,1,3,278.5,medium_medium,stale,5.7,whatsapp_Quotation,1,1
lead:00001635,1,1,1,3,phone,phone,phone,1,1,47.4,low_fast,cold,2.2,phone_Lost,1,0
lead:00001636,7,3,4,14,whatsapp,whatsapp,whatsapp,1,1,377.2,low_slow,cold,5.6,whatsapp_Closed,2,1
lead:00001637,2,0,1,3,whatsapp,email,whatsapp,1,1,440.5,low_slow,stale,2.7,whatsapp_Sales_Follow_Up,2,0
lead:00001638,4,2,2,8,whatsapp,email,email,1,3,106.9,medium_medium,active,4.3,whatsapp_Quotation,0,1
lead:00001639,7,2,8,17,email,email,phone,1,2,721.3,high_slow,cold,6.9,email_Nurturing,1,0
lead:00001640,6,3,3,12,whatsapp,whatsapp,whatsapp,1,1,219.6,medium_medium,cold,5.1,whatsapp_Contract_Sent,3,1
lead:00001641,8,3,3,14,whatsapp,whatsapp,email,1,2,485.0,low_slow,stale,6.1,whatsapp_Contract_Sent,2,1
lead:00001642,5,1,2,8,whatsapp,whatsapp,phone,1,1,312.8,low_slow,active,3.7,whatsapp_Follow_Up__Negot.,1,1
lead:00001643,4,3,2,9,whatsapp,phone,phone,1,1,1830.2,high_slow,cold,5.1,whatsapp_Quotation,1,1
lead:00001644,1,1,0,2,whatsapp,phone,whatsapp,1,1,1.0,high_fast,cold,1.2,whatsapp_Lost,1,0
lead:00001645,1,0,0,1,whatsapp,whatsapp,whatsapp,0,0,21.1,high_fast,active,1.3,whatsapp_Lost,0,0
lead:00001646,3,2,4,9,email,email,email,1,3,749.5,high_slow,cold,4.6,email_Sales_Follow_Up,2,0
lead:00001647,0,0,1,1,email,email,email,0,0,7.2,high_fast,stale,0.9,email_Lost,1,0
lead:00001648,5,4,1,10,whatsapp,whatsapp,whatsapp,1,1,232.8,medium_medium,fresh,4.8,whatsapp_Quotation,7,1
lead:00001649,2,0,3,5,email,email,email,1,1,799.0,high_slow,stale,3.5,email_Proposal_Sent,1,1
lead:00001650,11,1,8,20,whatsapp,whatsapp,whatsapp,1,3,512.1,low_slow,stale,7.6,whatsapp_Sales_Qualified,0,1
lead:00001651,7,5,3,15,whatsapp,whatsapp,whatsapp,1,1,592.3,low_slow,active,6.5,whatsapp_Quotation,5,1
lead:00001652,1,2,0,3,phone,whatsapp,phone,1,1,10.6,high_fast,fresh,2.1,phone_Sales_Qualified,0,1
lead:00001653,4,3,2,9,whatsapp,email,email,1,2,103.4,medium_medium,active,4.6,whatsapp_Quotation,8,1
lead:00001654,6,3,2,11,whatsapp,whatsapp,email,1,3,343.3,low_slow,stale,5.2,whatsapp_Follow_Up__Negot.,5,1
lead:00001655,0,1,3,4,email,email,phone,1,2,230.5,medium_medium,fresh,2.8,email_Lost,2,0
lead:00001656,5,3,2,10,whatsapp,email,phone,1,1,807.9,high_slow,fresh,4.7,whatsapp_Follow_Up__Negot.,3,1
lead:00001657,0,0,3,3,email,email,email,0,0,1791.1,high_slow,cold,2.5,email_Lost,1,0
lead:00001658,1,1,2,4,email,whatsapp,email,1,2,726.9,high_slow,cold,3.0,email_Manual_Follow_Up,1,0
lead:00001659,5,4,2,11,whatsapp,email,phone,1,1,152.3,medium_medium,cold,4.6,whatsapp_Contract_Sent,6,1
lead:00001660,1,0,1,2,whatsapp,whatsapp,whatsapp,1,1,4.7,high_fast,active,1.1,whatsapp_Sales_Qualified,0,1
lead:00001661,5,4,2,11,whatsapp,phone,phone,1,2,308.0,low_slow,cold,5.4,whatsapp_Follow_Up__Negot.,3,1
lead:00001662,3,2,3,8,whatsapp,email,email,1,1,879.9,high_slow,stale,4.4,whatsapp_Nurturing,0,0
lead:00001663,6,2,1,9,whatsapp,whatsapp,whatsapp,1,3,356.8,low_slow,stale,4.8,whatsapp_Quotation,6,1
lead:00001664,9,4,2,15,whatsapp,whatsapp,whatsapp,1,1,306.1,low_slow,active,6.2,whatsapp_Contract_Sent,4,1
lead:00001665,0,4,2,6,phone,phone,phone,1,2,50.8,low_fast,active,3.3,phone_Sales_Follow_Up,3,1
lead:00001666,0,4,2,6,phone,phone,phone,1,3,9.6,high_fast,active,2.9,phone_New_Lead,3,1
lead:00001667,4,2,2,8,whatsapp,email,email,1,1,87.0,low_fast,active,3.7,whatsapp_Proposal_Sent,0,1
lead:00001668,6,6,4,16,whatsapp,email,whatsapp,1,2,711.8,high_slow,fresh,7.0,whatsapp_Follow_Up__Negot.,4,1
lead:00001669,0,1,1,2,phone,email,email,1,1,28.2,low_fast,active,1.5,phone_Nurturing,0,1
lead:00001670,0,0,3,3,email,email,email,0,0,463.5,low_slow,cold,2.5,email_Proposal_Sent,0,1
lead:00001671,1,1,1,3,phone,phone,phone,1,1,44.6,low_fast,stale,1.9,phone_Lost,0,0
lead:00001672,1,1,3,5,email,whatsapp,whatsapp,1,1,238.8,medium_medium,cold,3.1,email_Quotation,4,1
lead:00001673,4,3,4,11,email,phone,email,1,1,486.8,low_slow,stale,5.1,email_Contract_Sent,1,1
lead:00001674,1,0,1,2,whatsapp,email,email,1,1,37.6,low_fast,fresh,1.8,whatsapp_New_Lead,0,0
lead:00001675,3,1,3,7,email,whatsapp,whatsapp,1,2,283.0,medium_medium,active,3.6,email_Quotation,3,1
lead:00001676,2,1,1,4,whatsapp,email,email,1,2,90.9,low_fast,active,2.8,whatsapp_Sales_Follow_Up,3,1
lead:00001677,1,0,5,6,email,whatsapp,whatsapp,1,2,197.4,medium_medium,cold,3.3,email_Quotation,3,1
lead:00001678,2,0,4,6,email,email,whatsapp,1,2,493.9,low_slow,active,3.5,email_Quotation,2,1
lead:00001679,9,3,3,15,whatsapp,whatsapp,whatsapp,1,1,392.1,low_slow,active,6.2,whatsapp_Quotation,4,1
lead:00001680,1,0,2,3,email,email,email,1,1,900.5,high_slow,active,2.5,email_Contract_Sent,1,0
lead:00001681,4,3,3,10,whatsapp,email,email,1,3,253.7,medium_medium,fresh,5.0,whatsapp_Demo_Scheduled,4,1
lead:00001682,3,1,3,7,whatsapp,whatsapp,whatsapp,1,1,249.2,medium_medium,cold,3.5,whatsapp_Sales_Follow_Up,3,0
