whatsapp_count,phone_count,email_count,total_interactions,dominant_channel,first_channel,last_channel,is_multi_channel,channel_switch_count,conversation_time_hours,conv_time_bucket,recency_bucket,engagement_depth,channel_x_stage,historical_deals_won,any_followup_responded,followup_response_rate,last_followup_task_type,agent_response_ratio,sale_closed
0,0,0.285714286,0.111111111,0,0,0,0,0,0.155857741,0.5,0.33,0.592592593,1,0,1,0.223446894,3,0.1675,0.2887
1,1,0.857142857,1,0,0,0,1,0.8,0.316108787,0,0,0.555555556,7,0.375,0,0.089178357,3,0.875,0.1332
0.714285714,0.857142857,0.428571429,0.777777778,0,2,2,1,0.6,0.132845188,0.5,0.67,0.518518519,0,0,1,0.553106212,3,0,0.7276
0,0.857142857,0,0.333333333,1,1,1,0,0,0.209832636,0.5,0,0.518518519,11,0,0,0.036072144,0,0.23,0.4073
0.142857143,0.714285714,0.571428571,0.555555556,1,1,0,1,0.2,0.088493724,0.5,0.33,0.62962963,14,0,0,0.012024048,1,0,0.3411
0.571428571,1,0.857142857,0.944444444,2,2,1,1,0.6,0.161715481,0.5,1,0.259259259,16,0.5,1,0.452905812,0,1,0.7933
0,0.571428571,0,0.222222222,1,1,1,0,0,0.446443515,0,0,0.333333333,9,0,1,0.601202405,3,0.8875,0.2242
1,0.714285714,0.428571429,0.833333333,2,1,1,1,0.8,0.173012552,0.5,1,0.444444444,20,0,1,0.720440882,0,0.395,0.2531
0,0,0.714285714,0.277777778,0,0,0,0,0,0.072803347,0.5,0.33,0.518518519,0,0.125,1,0.830661323,1,0.8075,0.7595
1,1,1,1,1,2,2,1,0.4,0.161506276,0.5,0.33,0.444444444,12,0,1,0.274549098,0,0.485,0.2439
0.571428571,0.285714286,0.714285714,0.611111111,2,2,0,1,0.2,0.191631799,0.5,0,0.444444444,17,0,1,0.874749499,0,0.77,0.5538
0.571428571,0,0,0.222222222,2,2,2,0,0,0.312552301,0,1,0.666666667,18,0,0,0.048096192,1,0.1325,0.6167
0.857142857,0.714285714,1,1,2,2,1,1,1,0.085146444,0.5,1,0.407407407,22,0,1,0.916833667,3,0.21,0.7748
1,0,0,0.388888889,2,2,2,0,0,0.034309623,1,0.33,0.259259259,22,0,0,0.027054108,3,0.8375,0.4223
0.857142857,0,0,0.333333333,2,2,2,0,0,0.081171548,0.5,0.33,0.481481481,17,0,1,0.612224449,2,0.9075,0.2542
0.428571429,1,0.285714286,0.666666667,2,2,2,1,1,0.112133891,0.5,0.67,0.222222222,22,0,0,0.009018036,3,1,0.371
0,1,0,0.388888889,1,1,1,0,0,0.053138075,0.5,0.33,0.518518519,8,0,1,0.789579158,1,0.0925,0.7474
0.285714286,0.571428571,0.428571429,0.5,1,2,1,1,0.2,0.118619247,0.5,1,0.407407407,8,0,0,0.04008016,3,0.375,0.8023
0.714285714,1,0.857142857,1,0,1,0,1,0.4,0.027196653,1,0.33,0.62962963,7,0,0,0.026052104,1,0.315,0.3523
0,0,1,0.388888889,0,0,0,0,0,0.011087866,1,0,0.555555556,3,0,0,0.130260521,0,0.295,0.4699
0,0,0.714285714,0.277777778,0,0,0,0,0,0.05209205,0.5,0.33,0.185185185,0,0.125,1,0.665330661,0,0,0.8823
1,0,0,0.388888889,2,2,2,0,0,0.347698745,0,0.67,0.37037037,17,0.875,0,0.184368737,3,0.145,0.6496
0.714285714,0.428571429,0.571428571,0.666666667,1,1,1,1,0.2,0.200209205,0.5,0.67,0.592592593,14,0,0,0.00501002,2,0,0.3737
0.714285714,0.714285714,0.571428571,0.777777778,2,1,2,1,0.6,0.030753138,1,0.33,0.37037037,20,0,0,0.164328657,0,0.7525,0.285
0.857142857,0,0,0.333333333,2,2,2,0,0,0.179497908,0.5,0,0.37037037,17,0,1,0.842685371,0,0.9475,0.4531
0,1,0,0.388888889,1,1,1,0,0,0.230753138,0.5,0.33,0.481481481,8,0,0,0.159318637,1,0.75,0.982
0.571428571,0.142857143,0.857142857,0.611111111,2,2,0,1,1,0.382635983,0,0.33,0.333333333,16,0,0,0.043086172,1,0.2575,0.6612
1,0,0,0.388888889,2,2,2,0,0,0.046861925,0.5,0.67,0.592592593,22,0,1,0.681362725,2,1,0.2921
0.857142857,1,0.714285714,1,1,0,2,1,0.4,0.021338912,1,0.67,0.37037037,14,0,0,0.026052104,2,0.4825,0.3241
0.428571429,1,1,0.944444444,0,2,2,1,0.8,0.056485356,0.5,0.67,0.444444444,5,0,1,0.634268537,3,1,0.3766
0.285714286,0,0,0.111111111,2,2,2,0,0,0.10292887,0.5,0.67,0.333333333,16,0.625,0,0.181362725,3,0.47,0.7277
0.571428571,0.428571429,0.428571429,0.555555556,2,2,0,1,0.8,0.336401674,0,0.67,0.481481481,16,0,1,0.847695391,2,1,0.9083
0.571428571,0.285714286,1,0.722222222,2,2,1,1,0.2,0.211087866,0.5,0,0.481481481,21,0.625,1,0.596192385,3,1,0.5625
0.428571429,0.285714286,0.857142857,0.611111111,2,2,2,1,1,0.017573222,1,0.67,0.481481481,16,0,0,0.096192385,2,0.17,0.6805
0,0.428571429,0,0.166666667,1,1,1,0,0,0.007112971,1,0.33,0.518518519,14,0,1,0.538076152,1,0.3475,0.2294
0.571428571,0.428571429,0.714285714,0.666666667,2,0,2,1,0.4,0.00083682,1,1,0.444444444,22,0,1,0.725450902,0,0.0525,0.3656
0.857142857,0.714285714,0.285714286,0.722222222,2,2,0,1,1,0.058158996,0.5,0.67,0.62962963,16,0.5,1,0.487975952,1,0.72,0.7076
0,0,0.428571429,0.166666667,0,0,0,0,0,0.214225941,0.5,0.33,0.481481481,2,0,1,0.587174349,2,0.5725,0.5483
1,0.428571429,0.571428571,0.777777778,0,2,1,1,0.4,0.368828452,0,0,0.592592593,1,0,0,0.110220441,2,0.8,0.2933
0,0,1,0.388888889,0,0,0,0,0,0.042468619,1,0.67,0.518518519,6,0.75,1,0.635270541,0,0.2225,0.5867
1,0,0,0.388888889,2,2,2,0,0,0.043305439,1,0.33,0.481481481,16,0,1,0.869739479,3,0,0.7572
0.714285714,1,0.428571429,0.833333333,1,0,0,1,1,0.177615063,0.5,0.67,0.407407407,8,0,1,0.587174349,1,0.6075,0.9324
0.285714286,0.142857143,0.714285714,0.444444444,0,2,2,1,0.6,0.190585774,0.5,0.33,0.444444444,3,0,1,0.891783567,0,0.8275,0.4279
0.714285714,0.142857143,0.285714286,0.444444444,2,0,1,1,0.4,0.160669456,0.5,0,0.518518519,19,0.625,1,0.728456914,3,0.625,0.3876
1,0,0,0.388888889,2,2,2,0,0,0.106694561,0.5,0.67,0.666666667,16,0.375,1,0.538076152,0,1,0.8436
0.142857143,0.428571429,0.714285714,0.5,1,2,1,1,0.2,0.108368201,0.5,0.33,0.481481481,13,0,1,0.643286573,4,0.7225,0.3102
0,0,1,0.388888889,0,0,0,0,0,0.258786611,0,0.33,0.407407407,1,0,1,0.853707415,2,0.1875,0.2106
0,0,0.571428571,0.222222222,0,0,0,0,0,0.258995816,0,0,0.555555556,3,0,0,0.135270541,1,0.4925,0.2384
0,0.428571429,0,0.166666667,1,1,1,0,0,0.221757322,0.5,0.33,0.555555556,12,0,0,0.048096192,1,0.4875,0.2411
1,1,0.142857143,0.833333333,2,2,0,1,1,0.087029289,0.5,1,0.407407407,16,0.625,1,0.53006012,2,0.41,0.7525
0.571428571,0.571428571,1,0.833333333,0,0,1,1,0.8,0.014853556,1,0.33,0.518518519,0,0,1,0.483967936,2,0.61,0.7733
0,0,1,0.388888889,0,0,0,0,0,0.026778243,1,0.67,0.592592593,6,0,0,0.027054108,3,0.28,0.3178
0.428571429,0.857142857,0.142857143,0.555555556,2,1,1,1,0.8,0.139748954,0.5,0,0.296296296,21,0,0,0.065130261,0,0.35,0.779
0.857142857,0,0,0.333333333,2,2,2,0,0,0.287656904,0,0.33,0.62962963,16,0.375,0,0.051102204,4,0.2375,0.8039
0,1,0,0.388888889,1,1,1,0,0,0.284937238,0,0.33,0.444444444,11,0,1,0.511022044,0,0.475,0.3625
0,0.428571429,0,0.166666667,1,1,1,0,0,0.113179916,0.5,0.33,0.333333333,8,0.75,1,0.704408818,3,0.84,0.8061
0.571428571,0.857142857,0.571428571,0.777777778,1,0,0,1,1,0.076569038,0.5,0.33,0.518518519,13,0,1,0.423847695,1,0.1625,0.3031
0.857142857,0,0,0.333333333,2,2,2,0,0,0.005020921,1,1,0.481481481,19,0,1,0.662324649,3,0.6675,0.3765
0.428571429,0,0,0.166666667,2,2,2,0,0,0.320502092,0,0,0.296296296,19,0,1,0.844689379,0,0.595,0.6023
1,0,0,0.388888889,2,2,2,0,0,0.010878661,1,0.67,0.407407407,22,0,0,0.118236473,0,0.3425,0.1788
0.714285714,0.714285714,1,0.944444444,0,1,1,1,0.8,0.141004184,0.5,0.67,0.62962963,0,0,1,0.389779559,2,0.26,0.918
0.571428571,0,0,0.222222222,2,2,2,0,0,0.068619247,0.5,0.33,0.37037037,23,1,1,0.235470942,0,0.2825,0.4536
0.714285714,0,0,0.277777778,2,2,2,0,0,0.236820084,0.5,0,0.62962963,17,0,1,0.531062124,3,0.635,0.6018
0.714285714,0,0,0.277777778,2,2,2,0,0,0.381171548,0,0,0.666666667,17,0,1,0.699398798,0,0.7475,0.4386
0.571428571,0,0,0.222222222,2,2,2,0,0,0.427405858,0,0.67,0.703703704,23,0,0,0.156312625,3,0.9975,0.3392
0,0,0.857142857,0.333333333,0,0,0,0,0,0.187029289,0.5,0,0.740740741,1,0,1,0.788577154,2,0.8775,0.5164
0.142857143,0.714285714,0.571428571,0.555555556,1,2,2,1,0.2,0.229707113,0.5,0.67,0.444444444,8,0,1,0.780561122,1,0.0675,0.7667
0.714285714,1,0.142857143,0.722222222,2,2,2,1,0.2,0.037447699,1,0,0.333333333,19,0,1,0.71242485,0,0.985,0.426
1,0.571428571,0.142857143,0.666666667,2,1,1,1,0.8,0.344979079,0,0.67,0.37037037,22,0.25,0,0.191382766,3,0.2325,0.5157
0,0.857142857,0,0.333333333,1,1,1,0,0,0.05,0.5,0.67,0.703703704,8,0,1,0.765531062,3,0.1325,0.9547
1,0.714285714,0.857142857,1,0,0,2,1,0.2,0.143096234,0.5,0.33,0.555555556,0,0.75,0,0.070140281,1,0.8675,0.9063
0.571428571,0,0,0.222222222,2,2,2,0,0,0.005439331,1,1,0.444444444,16,0,0,0.107214429,3,1,0.7366
1,0.428571429,0.142857143,0.611111111,2,1,1,1,0.2,0.007531381,1,0.67,0.555555556,16,0.625,1,0.46993988,1,0.6,0.6829
1,1,1,1,1,2,0,1,0.4,0.017154812,1,0.67,0.703703704,10,0,0,0.003006012,2,0.3725,0.4525
0.142857143,0.142857143,1,0.5,0,0,0,1,0.6,0.34916318,0,0.33,0.62962963,5,0,0,0.080160321,1,0.37,0.3894
1,0.571428571,0.285714286,0.722222222,2,2,2,1,0.4,0.249372385,0,0,0.296296296,21,0,0,0.146292585,3,0,0.3646
0.714285714,0.857142857,0.714285714,0.888888889,1,2,1,1,0.2,0.030753138,1,0.67,0.333333333,9,0,1,0.599198397,0,0.6925,0.3998
0.428571429,1,0.571428571,0.777777778,0,2,0,1,1,0.105439331,0.5,0.33,0.444444444,6,0,0,0.186372745,2,0.6175,0.396
0,1,0,0.388888889,1,1,1,0,0,0.203138075,0.5,0,0.407407407,15,0.25,1,0.640280561,0,1,0.5013
1,0,0,0.388888889,2,2,2,0,0,0.035146444,1,0.33,0.333333333,23,0,0,0.166332665,3,0.4425,0.2926
0.142857143,0.857142857,0.285714286,0.5,1,2,1,1,0.8,0.029288703,1,0.33,0.481481481,11,0,1,0.629258517,3,0.67,0.4941
0.571428571,0.571428571,0.714285714,0.722222222,2,2,2,1,0.4,0.042887029,1,0,0.555555556,17,0,0,0.081162325,0,0.2825,0.1906
1,0.857142857,1,1,1,2,1,1,0.4,0.033054393,1,0.67,0.407407407,8,0,1,0.295591182,3,0.8175,0.6008
1,0,0,0.388888889,2,2,2,0,0,0.105439331,0.5,1,0.518518519,16,0.875,1,0.179358717,1,0.55,0.841
0,0,1,0.388888889,0,0,0,0,0,0.212970711,0.5,0.67,0.62962963,0,0,1,0.819639279,1,0.87,0.88
0,0,0.571428571,0.222222222,0,0,0,0,0,0.063598326,0.5,0,0.074074074,5,0.375,1,0.590180361,2,0.535,0.4461
0.571428571,0,0,0.222222222,2,2,2,0,0,0.207740586,0.5,0.67,0.148148148,16,0,0,0.182364729,1,0.805,0.8929
1,0.571428571,0.285714286,0.722222222,1,1,1,1,0.8,0.1958159,0.5,1,0.444444444,8,0.125,0,0.140280561,3,0.7625,0.9835
0.571428571,0.285714286,0.571428571,0.555555556,1,2,0,1,0.4,0.233682008,0.5,0.67,0.296296296,9,0,0,0.078156313,2,0.365,0.2845
0.571428571,0,0,0.222222222,2,2,2,0,0,0.146861925,0.5,0.67,0.37037037,16,0.875,1,0.187374749,0,0.495,0.8484
0.428571429,0.428571429,0.142857143,0.388888889,2,0,2,1,0.4,0.00334728,1,1,0.62962963,22,0,1,0.910821643,1,0,0.2967
0,0,1,0.388888889,0,0,0,0,0,0.05083682,0.5,1,0.592592593,0,0,1,0.417835671,2,0.9725,0.7079
0,0.571428571,0,0.222222222,1,1,1,0,0,0.107112971,0.5,0,0.481481481,11,0,1,0.766533066,2,1,0.3608
0.857142857,1,0.857142857,1,1,0,2,1,0.6,0.002719665,1,0,0.592592593,9,0.125,1,0.195390782,0,0.855,0.4557
0.714285714,0.857142857,0.714285714,0.888888889,2,2,1,1,0.8,0.443723849,0,0.67,0.37037037,21,0,1,0.433867735,0,0.415,0.4466
0.142857143,0.428571429,0.142857143,0.277777778,1,2,2,1,0.4,0.006276151,1,0,0.333333333,9,0,1,0.534068136,3,0.7725,0.3451
1,0,0,0.388888889,2,2,2,0,0,0.227405858,0.5,1,0.555555556,16,0.25,1,0.770541082,4,0.38,0.9115
0,0,1,0.388888889,0,0,0,0,0,0.011087866,1,0,0.407407407,2,0,1,0.564128257,0,0.205,0.5235
1,0.142857143,0.142857143,0.5,2,2,1,1,1,0.138075314,0.5,0,0.481481481,17,0,0,0.024048096,1,0.6825,0.4525
0.285714286,0,0,0.111111111,2,2,2,0,0,0.00251046,1,0.33,0.37037037,16,0,1,0.615230461,3,0.47,0.7302
0.285714286,0.428571429,0.571428571,0.5,0,0,1,1,0.8,0.068200837,0.5,0.33,0.296296296,0,0,0,0.003006012,0,0.3425,0.901
0.428571429,1,0.571428571,0.777777778,0,2,2,1,0.2,0.045188285,1,1,0.333333333,0,0.125,1,0.409819639,3,0.56,0.8241
0.857142857,0,0,0.333333333,2,2,2,0,0,0.122803347,0.5,0.33,0.703703704,16,0,0,0.077154309,0,0.28,0.7517
0,1,0,0.388888889,1,1,1,0,0,0.023849372,1,0.67,0.740740741,8,0,1,0.471943888,0,0,0.6971
0.714285714,0.857142857,0.571428571,0.833333333,1,1,2,1,0.2,0.247280335,0,0.33,0.740740741,10,0,0,0.107214429,0,1,0.411
0,0,0.428571429,0.166666667,0,0,0,0,0,0.098535565,0.5,0.33,0.703703704,0,0.5,1,0.610220441,1,0.9425,0.9298
0.857142857,0,0,0.333333333,2,2,2,0,0,0.208786611,0.5,0.33,0.518518519,17,0,1,0.27755511,3,0.23,0.6021
1,1,0.428571429,0.944444444,1,2,0,1,0.6,0.115271967,0.5,0.67,0.407407407,10,0,1,0.534068136,3,0.31,0.556
0,1,0,0.388888889,1,1,1,0,0,0.034728033,1,0.33,0.296296296,14,0,1,0.646292585,3,0.38,0.2895
1,0,0,0.388888889,2,2,2,0,0,0.052301255,0.5,0.33,0.407407407,22,0,0,0.065130261,3,0.6375,0.5641
0,0.857142857,0,0.333333333,1,1,1,0,0,0.042050209,1,0.67,0.333333333,12,0,1,0.595190381,2,1,0.2441
0.857142857,0,0,0.333333333,2,2,2,0,0,0.230962343,0.5,1,0.518518519,22,0.75,0,0.062124248,3,0.4,0.4578
0.571428571,0.857142857,0.428571429,0.722222222,2,2,0,1,0.6,0.107112971,0.5,0,0.259259259,23,0,1,0.183366733,2,0.51,0.3055
0,0,1,0.388888889,0,0,0,0,0,0.021548117,1,0.33,0.444444444,0,0,1,0.543086172,3,0.5325,0.811
1,0,0,0.388888889,2,2,2,0,0,0.121338912,0.5,0.67,0.555555556,16,0.75,0,0.134268537,2,0.04,0.8252
0.142857143,0.285714286,0.857142857,0.5,0,1,1,1,0.4,0.034100418,1,0,0.444444444,7,0,1,0.491983968,4,0.12,0.2142
0.571428571,0,0,0.222222222,2,2,2,0,0,0.131799163,0.5,0.33,0.296296296,16,0,0,0.002004008,2,1,0.8412
0.857142857,0.285714286,0.714285714,0.722222222,0,2,2,1,0.6,0.1458159,0.5,0.33,0.518518519,1,0,0,0.158316633,0,0.6025,0.3054
1,0,0,0.388888889,2,2,2,0,0,0.00460251,1,0.33,0.37037037,16,0.375,1,0.529058116,0,0.365,0.6538
0,1,0,0.388888889,1,1,1,0,0,0.396443515,0,0,0.592592593,13,0,1,0.591182365,1,0.96,0.5467
1,0.142857143,0.571428571,0.666666667,0,0,1,1,0.8,0.058786611,0.5,1,0.407407407,0,0,0,0.150300601,2,0.865,0.9145
0.428571429,0,0,0.166666667,2,2,2,0,0,0.247698745,0,0.33,0.555555556,20,0,1,0.608216433,1,0.365,0.1657
0.857142857,0.714285714,0.142857143,0.666666667,1,2,2,1,0.8,0.144769874,0.5,0.33,0.592592593,8,0,1,0.938877756,3,0.31,0.8864
0,0,1,0.388888889,0,0,0,0,0,0.00460251,1,0.33,0.37037037,0,0.625,1,0.870741483,1,0.66,0.9555
0.857142857,0.857142857,0.428571429,0.833333333,1,1,1,1,1,0.089330544,0.5,0.67,0.62962963,9,0,1,0.497995992,1,0.3325,0.3601
0,1,0,0.388888889,1,1,1,0,0,0.141422594,0.5,1,0.592592593,8,0,0,0.147294589,0,0.52,0.9155
0.285714286,0.857142857,0.714285714,0.722222222,0,2,1,1,0.6,0.163389121,0.5,0.33,0.592592593,4,0,0,0.131262525,2,0.745,0.1671
0.714285714,0.714285714,1,0.944444444,2,0,2,1,1,0.256485356,0,0.67,0.259259259,16,0,0,0.079158317,3,0.665,0.7718
0.428571429,0.714285714,0.571428571,0.666666667,0,0,0,1,1,0.09916318,0.5,0.67,0.37037037,3,0,0,0.039078156,2,0.1525,0.1921
1,0.142857143,0.428571429,0.611111111,0,0,2,1,0.8,0.055020921,0.5,1,0.592592593,0,0,1,0.756513026,3,0.355,0.7854
0,0.714285714,0,0.277777778,1,1,1,0,0,0.029707113,1,0.67,0.62962963,12,0,0,0.121242485,3,0.625,0.2066
0.857142857,0,0,0.333333333,2,2,2,0,0,0.127824268,0.5,1,0.703703704,16,0.875,1,0.531062124,0,0.8175,0.9208
0.571428571,0,0,0.222222222,2,2,2,0,0,0.083472803,0.5,0.67,0.333333333,16,1,1,0.721442886,1,0,0.8356
0,1,0,0.388888889,1,1,1,0,0,0.094351464,0.5,0,0.481481481,15,0,0,0.189378758,4,0.155,0.3679
1,0.285714286,0.857142857,0.833333333,2,2,0,1,0.8,0.039539749,1,0,0.481481481,17,0,0,0.058116232,1,0.9275,0.6627
0,0,0.857142857,0.333333333,0,0,0,0,0,0.303556485,0,0.67,0.481481481,6,0,0,0.127254509,4,0.1775,0.2594
0,0,1,0.388888889,0,0,0,0,0,0.107322176,0.5,0.67,0.518518519,0,1,0,0.03006012,3,0.1,0.7929
0,0.857142857,0,0.333333333,1,1,1,0,0,0.066108787,0.5,0.67,0.592592593,11,0,0,0.137274549,3,0.8,0.3092
0.857142857,0,0,0.333333333,2,2,2,0,0,0.039958159,1,0.67,0.555555556,16,0,1,0.76753507,0,0.555,0.8049
0,0,0.857142857,0.333333333,0,0,0,0,0,0.041213389,1,0,0.222222222,1,0,0,0.103206413,0,1,0.2128
0.571428571,0,0,0.222222222,2,2,2,0,0,0.034518828,1,0.33,0.592592593,18,0,0,0.080160321,3,1,0.5667
0,0,0.571428571,0.222222222,0,0,0,0,0,0.057112971,0.5,0.33,0.481481481,2,0.75,0,0.186372745,1,0.3825,0.6155
0.714285714,0,0,0.277777778,2,2,2,0,0,0.05292887,0.5,0.33,0.666666667,22,0,0,0.198396794,1,0.325,0.3541
0.142857143,0.714285714,1,0.722222222,0,2,2,1,0.8,0.060041841,0.5,0,0.740740741,3,0,0,0.146292585,0,0.445,0.5575
0.428571429,0.571428571,0.571428571,0.611111111,2,2,0,1,0.2,0.09539749,0.5,0.67,0.555555556,17,0,1,0.556112224,2,0.0675,0.5628
0.428571429,0.142857143,1,0.611111111,2,2,2,1,0.6,0.061297071,0.5,1,0.296296296,16,0,1,0.795591182,2,0.955,0.8309
0.428571429,1,1,0.944444444,1,2,2,1,0.2,0.037029289,1,0.67,0.407407407,8,0,1,0.559118236,3,0.9125,0.8495
1,0,0,0.388888889,2,2,2,0,0,0.09539749,0.5,1,0.481481481,19,0,0,0.04509018,3,0,0.3487
0,0,0.571428571,0.222222222,0,0,0,0,0,0.056276151,0.5,0.33,0.407407407,4,0,0,0.127254509,0,0.4,0.199
0.285714286,0.428571429,1,0.666666667,0,2,1,1,0.4,0.095188285,0.5,0.67,0.62962963,4,0,0,0.135270541,2,0.145,0.1279
1,0.571428571,1,1,0,1,1,1,0.6,0.360669456,0,0.33,0.407407407,1,0,0,0.104208417,0,0.15,0.2209
1,0,0,0.388888889,2,2,2,0,0,0.008995816,1,1,0.333333333,16,0,0,0.099198397,3,0.9925,0.8643
0.714285714,0.142857143,1,0.722222222,0,2,0,1,1,0.272594142,0,0.67,0.666666667,4,0,1,0.760521042,3,0.7625,0.1693
0.571428571,0.428571429,1,0.777777778,0,2,0,1,0.4,0.193723849,0.5,0.67,0.333333333,7,0,0,0.067134269,2,0.6225,0.6353
0.142857143,1,1,0.833333333,1,0,0,1,0.4,0.160251046,0.5,0.33,0.481481481,8,0,0,0.120240481,1,0.765,0.9148
0.857142857,0.428571429,1,0.888888889,0,2,1,1,0.2,0.217573222,0.5,0.33,0.481481481,4,0,1,0.872745491,1,0.18,0.2234
1,0,0,0.388888889,2,2,2,0,0,0.035564854,1,0.67,0.518518519,16,0,0,0.032064128,2,0.815,0.7622
0,0,1,0.388888889,0,0,0,0,0,0.10376569,0.5,0.33,0.444444444,0,0,1,0.46993988,3,0.93,0.9118
0.714285714,0,0,0.277777778,2,2,2,0,0,0.334100418,0,0.67,0.592592593,21,0,1,0.791583166,0,0.64,0.3779
0.285714286,0.571428571,0.285714286,0.444444444,2,2,1,1,0.6,0.077824268,0.5,0.67,0.37037037,18,0,1,0.473947896,0,0.145,0.4852
0.857142857,0.714285714,0.571428571,0.833333333,0,0,2,1,1,0.125104603,0.5,0,0.333333333,5,0.875,1,0.681362725,0,0.85,0.565
0.714285714,1,0.714285714,0.944444444,2,2,2,1,1,0.69707113,0,0.67,0.333333333,18,0.75,1,0.740480962,2,0.905,0.6313
0,0,1,0.388888889,0,0,0,0,0,0.033891213,1,0.33,0.37037037,1,0.125,0,0.114228457,2,1,0.2178
1,0.857142857,0.428571429,0.888888889,0,2,0,1,1,0.073849372,0.5,0,0.407407407,1,0,0,0.044088176,0,0.655,0.2064
0.571428571,0.714285714,0.285714286,0.611111111,1,1,0,1,1,0.009205021,1,1,0.407407407,8,0.75,0,0.096192385,3,0.465,0.7426
1,0,0,0.388888889,2,2,2,0,0,0.282845188,0,0.67,0.333333333,16,0,1,0.856713427,0,0.5775,0.8433
0.571428571,0.857142857,0.142857143,0.611111111,2,2,1,1,1,0.219456067,0.5,0.33,0.444444444,22,0,1,0.94488978,1,0.01,0.2305
0.285714286,0.857142857,0.428571429,0.611111111,1,2,0,1,0.4,0.417573222,0,0.33,0.592592593,8,0.5,1,0.298597194,3,0.2675,0.9209
0.142857143,1,0.285714286,0.555555556,0,1,2,1,0.4,0.086192469,0.5,0,0.481481481,1,0,0,0.058116232,2,0.0375,0.5449
0,0,0.857142857,0.333333333,0,0,0,0,0,0.050209205,0.5,0,0.37037037,3,0,1,0.77755511,2,0.1875,0.346
0.142857143,0.285714286,0.714285714,0.444444444,0,1,1,1,1,0.335774059,0,0,0.703703704,3,0,1,0.832665331,1,0.255,0.3823
0.857142857,0.714285714,0.714285714,0.888888889,2,1,1,1,0.8,0.143305439,0.5,0.33,0.407407407,18,0.5,1,0.731462926,2,0.1375,0.5379
0.285714286,0.714285714,0.857142857,0.722222222,2,0,1,1,0.8,0.111924686,0.5,0,0.666666667,17,0,0,0.044088176,2,1,0.3092
0.428571429,0,0,0.166666667,2,2,2,0,0,0.309832636,0,0.67,0.62962963,16,0,0,0.053106212,0,1,0.7274
0,1,0,0.388888889,1,1,1,0,0,0.212761506,0.5,0.33,0.481481481,13,1,1,0.874749499,4,0.84,0.3675
0.428571429,0.571428571,0.714285714,0.666666667,1,2,2,1,0.4,0.118619247,0.5,0.33,0.37037037,15,0,0,0.087174349,2,0.3675,0.3781
0.714285714,0.857142857,0.285714286,0.722222222,1,1,2,1,1,0.34874477,0,0.33,0.592592593,8,0.75,1,0.304609218,0,0.6375,0.7834
0.285714286,0.571428571,0.714285714,0.611111111,0,1,2,1,0.8,0.150209205,0.5,0,0.37037037,5,0,1,0.55511022,1,0.3475,0.4601
0,0.571428571,0,0.222222222,1,1,1,0,0,0.031799163,1,0.33,0.481481481,8,0,0,0.061122244,0,1,0.8928
1,0,0,0.388888889,2,2,2,0,0,0.055857741,0.5,0.67,0.407407407,16,0,1,0.760521042,3,0.925,0.7756
0.285714286,0.571428571,0.285714286,0.444444444,1,1,1,1,0.6,0.086192469,0.5,0.33,0.592592593,14,0,0,0.082164329,0,0.17,0.3529
0.714285714,0.285714286,1,0.777777778,0,2,1,1,0.8,0.043723849,1,0.67,0.333333333,3,0,0,0.196392786,1,0.7825,0.2546
0,0,1,0.388888889,0,0,0,0,0,0.026150628,1,0.33,0.555555556,0,0,1,0.789579158,1,0.3625,0.8045
1,0,0,0.388888889,2,2,2,0,0,0.055020921,0.5,0.33,0.37037037,22,0,1,0.191382766,4,0.44,0.3556
0,0,0.571428571,0.222222222,0,0,0,0,0,0.513179916,0,0.67,0.407407407,0,0,1,0.53006012,3,0.2725,0.7918
1,0,0,0.833333333,2,2,2,0,0,0.043723849,1,0.67,0.481481481,16,0,1,0.709418838,2,1,0.6228
0,0.714285714,0,0.277777778,1,1,1,0,0,0.072384937,0.5,1,0.444444444,8,0.875,1,0.294589178,1,0.715,0.7181
0.571428571,0.285714286,0.285714286,0.444444444,2,2,2,1,1,0.296861925,0,0.67,0.333333333,16,0,0,0.062124248,0,0.9175,0.643
0.571428571,1,0.142857143,0.666666667,1,2,0,1,0.2,0.229079498,0.5,0.67,0.518518519,8,0,1,0.150300601,3,0.3975,0.7787
0.714285714,1,1,1,0,0,2,1,0.2,0.221966527,0.5,0.67,0.592592593,0,0.125,1,0.641282565,0,0.01,0.7635
0,0.714285714,0,0.277777778,1,1,1,0,0,0.031589958,1,0.33,0.37037037,15,0,0,0.056112224,2,0.3325,0.3482
0.428571429,1,0.857142857,0.888888889,0,0,1,1,1,0.075941423,0.5,0.33,0.37037037,0,0,1,0.774549098,2,0.3475,0.8256
0.142857143,0.571428571,0.142857143,0.333333333,1,0,1,1,0.6,0.064225941,0.5,0.33,0.37037037,8,0.125,1,0.419839679,2,0.7425,0.7253
0.857142857,0,0,0.333333333,2,2,2,0,0,0.506066946,0,0.33,0.666666667,19,0,1,0.352705411,1,0.26,0.3495
0.714285714,0.428571429,1,0.833333333,0,2,2,1,0.2,0.023849372,1,0.67,0.518518519,6,0,0,0.154308617,0,0.62,0.343
0,0,1,0.388888889,0,0,0,0,0,0.001882845,1,0,0.518518519,2,0,0,0.03006012,0,0.3375,0.4209
0.714285714,0.857142857,0.714285714,0.888888889,2,2,0,1,1,0.036610879,1,0.67,0.62962963,16,0,0,0.054108216,3,0.6775,0.7158
